seed,target,level,regime,neighborhood,joint_good_rate,contains_joint_good
0,1,0,S0_full_support,pm1,0.0,0
0,1,0,S0_full_support,pm2,0.0,0
0,1,0,S0_full_support,pm3,0.0,0
0,1,1,S0_full_support,pm1,0.6666666666666666,1
0,1,1,S0_full_support,pm2,0.4,1
0,1,1,S0_full_support,pm3,0.2857142857142857,1
0,2,0,S0_full_support,pm1,0.6666666666666666,1
0,2,0,S0_full_support,pm2,0.6,1
0,2,0,S0_full_support,pm3,0.5,1
0,2,1,S0_full_support,pm1,0.5,1
0,2,1,S0_full_support,pm2,0.3333333333333333,1
0,2,1,S0_full_support,pm3,0.25,1
0,3,0,S0_full_support,pm1,0.5,1
0,3,0,S0_full_support,pm2,0.3333333333333333,1
0,3,0,S0_full_support,pm3,0.25,1
0,3,1,S0_full_support,pm1,0.0,0
0,3,1,S0_full_support,pm2,0.0,0
0,3,1,S0_full_support,pm3,0.0,0
0,4,0,S0_full_support,pm1,1.0,1
0,4,0,S0_full_support,pm2,1.0,1
0,4,0,S0_full_support,pm3,1.0,1
0,4,1,S0_full_support,pm1,0.0,0
0,4,1,S0_full_support,pm2,0.2,1
0,4,1,S0_full_support,pm3,0.3333333333333333,1
0,5,0,S0_full_support,pm1,1.0,1
0,5,0,S0_full_support,pm2,1.0,1
0,5,0,S0_full_support,pm3,1.0,1
0,5,1,S0_full_support,pm1,0.0,0
0,5,1,S0_full_support,pm2,0.0,0
0,5,1,S0_full_support,pm3,0.0,0
0,6,0,S0_full_support,pm1,0.0,0
0,6,0,S0_full_support,pm2,0.0,0
0,6,0,S0_full_support,pm3,0.0,0
0,6,1,S0_full_support,pm1,0.0,0
0,6,1,S0_full_support,pm2,0.3333333333333333,1
0,6,1,S0_full_support,pm3,0.25,1
0,7,0,S0_full_support,pm1,0.3333333333333333,1
0,7,0,S0_full_support,pm2,0.2,1
0,7,0,S0_full_support,pm3,0.3333333333333333,1
0,7,1,S0_full_support,pm1,0.0,0
0,7,1,S0_full_support,pm2,0.0,0
0,7,1,S0_full_support,pm3,0.0,0
0,8,0,S0_full_support,pm1,0.6666666666666666,1
0,8,0,S0_full_support,pm2,0.8,1
0,8,0,S0_full_support,pm3,0.8333333333333334,1
0,8,1,S0_full_support,pm1,1.0,1
0,8,1,S0_full_support,pm2,0.8,1
0,8,1,S0_full_support,pm3,0.8333333333333334,1
0,9,0,S0_full_support,pm1,0.0,0
0,9,0,S0_full_support,pm2,0.0,0
0,9,0,S0_full_support,pm3,0.0,0
0,9,1,S0_full_support,pm1,0.3333333333333333,1
0,9,1,S0_full_support,pm2,0.4,1
0,9,1,S0_full_support,pm3,0.42857142857142855,1
1,1,0,S0_full_support,pm1,1.0,1
1,1,0,S0_full_support,pm2,0.8,1
1,1,0,S0_full_support,pm3,0.8571428571428571,1
1,1,1,S0_full_support,pm1,0.0,0
1,1,1,S0_full_support,pm2,0.0,0
1,1,1,S0_full_support,pm3,0.0,0
1,2,0,S0_full_support,pm1,0.0,0
1,2,0,S0_full_support,pm2,0.0,0
1,2,0,S0_full_support,pm3,0.0,0
1,2,1,S0_full_support,pm1,0.0,0
1,2,1,S0_full_support,pm2,0.0,0
1,2,1,S0_full_support,pm3,0.0,0
1,3,0,S0_full_support,pm1,0.3333333333333333,1
1,3,0,S0_full_support,pm2,0.2,1
1,3,0,S0_full_support,pm3,0.2857142857142857,1
1,3,1,S0_full_support,pm1,0.0,0
1,3,1,S0_full_support,pm2,0.0,0
1,3,1,S0_full_support,pm3,0.0,0
1,4,0,S0_full_support,pm1,1.0,1
1,4,0,S0_full_support,pm2,1.0,1
1,4,0,S0_full_support,pm3,1.0,1
1,4,1,S0_full_support,pm1,1.0,1
1,4,1,S0_full_support,pm2,1.0,1
1,4,1,S0_full_support,pm3,0.8,1
1,5,0,S0_full_support,pm1,0.6666666666666666,1
1,5,0,S0_full_support,pm2,0.6,1
1,5,0,S0_full_support,pm3,0.42857142857142855,1
1,5,1,S0_full_support,pm1,0.0,0
1,5,1,S0_full_support,pm2,0.0,0
1,5,1,S0_full_support,pm3,0.0,0
1,6,0,S0_full_support,pm1,1.0,1
1,6,0,S0_full_support,pm2,1.0,1
1,6,0,S0_full_support,pm3,1.0,1
1,6,1,S0_full_support,pm1,1.0,1
1,6,1,S0_full_support,pm2,0.8,1
1,6,1,S0_full_support,pm3,0.8571428571428571,1
1,7,0,S0_full_support,pm1,0.0,0
1,7,0,S0_full_support,pm2,0.0,0
1,7,0,S0_full_support,pm3,0.0,0
1,7,1,S0_full_support,pm1,0.0,0
1,7,1,S0_full_support,pm2,0.4,1
1,7,1,S0_full_support,pm3,0.2857142857142857,1
1,8,0,S0_full_support,pm1,0.3333333333333333,1
1,8,0,S0_full_support,pm2,0.6,1
1,8,0,S0_full_support,pm3,0.7142857142857143,1
1,8,1,S0_full_support,pm1,0.0,0
1,8,1,S0_full_support,pm2,0.0,0
1,8,1,S0_full_support,pm3,0.0,0
1,9,0,S0_full_support,pm1,1.0,1
1,9,0,S0_full_support,pm2,1.0,1
1,9,0,S0_full_support,pm3,1.0,1
1,9,1,S0_full_support,pm1,0.6666666666666666,1
1,9,1,S0_full_support,pm2,0.6,1
1,9,1,S0_full_support,pm3,0.5714285714285714,1
2,1,0,S0_full_support,pm1,1.0,1
2,1,0,S0_full_support,pm2,1.0,1
2,1,0,S0_full_support,pm3,1.0,1
2,1,1,S0_full_support,pm1,0.0,0
2,1,1,S0_full_support,pm2,0.0,0
2,1,1,S0_full_support,pm3,0.0,0
2,2,0,S0_full_support,pm1,0.6666666666666666,1
2,2,0,S0_full_support,pm2,0.8,1
2,2,0,S0_full_support,pm3,0.5714285714285714,1
2,2,1,S0_full_support,pm1,0.5,1
2,2,1,S0_full_support,pm2,0.3333333333333333,1
2,2,1,S0_full_support,pm3,0.25,1
2,3,0,S0_full_support,pm1,0.3333333333333333,1
2,3,0,S0_full_support,pm2,0.2,1
2,3,0,S0_full_support,pm3,0.2857142857142857,1
2,3,1,S0_full_support,pm1,0.0,0
2,3,1,S0_full_support,pm2,0.2,1
2,3,1,S0_full_support,pm3,0.14285714285714285,1
2,4,0,S0_full_support,pm1,1.0,1
2,4,0,S0_full_support,pm2,1.0,1
2,4,0,S0_full_support,pm3,1.0,1
2,4,1,S0_full_support,pm1,1.0,1
2,4,1,S0_full_support,pm2,1.0,1
2,4,1,S0_full_support,pm3,1.0,1
2,5,0,S0_full_support,pm1,0.0,0
2,5,0,S0_full_support,pm2,0.0,0
2,5,0,S0_full_support,pm3,0.0,0
2,5,1,S0_full_support,pm1,0.0,0
2,5,1,S0_full_support,pm2,0.0,0
2,5,1,S0_full_support,pm3,0.0,0
2,6,0,S0_full_support,pm1,0.0,0
2,6,0,S0_full_support,pm2,0.0,0
2,6,0,S0_full_support,pm3,0.0,0
2,6,1,S0_full_support,pm1,1.0,1
2,6,1,S0_full_support,pm2,1.0,1
2,6,1,S0_full_support,pm3,0.8571428571428571,1
2,7,0,S0_full_support,pm1,0.0,0
2,7,0,S0_full_support,pm2,0.0,0
2,7,0,S0_full_support,pm3,0.25,1
2,7,1,S0_full_support,pm1,0.6666666666666666,1
2,7,1,S0_full_support,pm2,0.8,1
2,7,1,S0_full_support,pm3,0.7142857142857143,1
2,8,0,S0_full_support,pm1,0.0,0
2,8,0,S0_full_support,pm2,0.0,0
2,8,0,S0_full_support,pm3,0.0,0
2,8,1,S0_full_support,pm1,0.5,1
2,8,1,S0_full_support,pm2,0.3333333333333333,1
2,8,1,S0_full_support,pm3,0.25,1
2,9,0,S0_full_support,pm1,0.3333333333333333,1
2,9,0,S0_full_support,pm2,0.4,1
2,9,0,S0_full_support,pm3,0.3333333333333333,1
2,9,1,S0_full_support,pm1,1.0,1
2,9,1,S0_full_support,pm2,1.0,1
2,9,1,S0_full_support,pm3,1.0,1
0,1,0,S2_rare_cells,pm1,0.0,0
0,1,0,S2_rare_cells,pm2,0.0,0
0,1,0,S2_rare_cells,pm3,0.0,0
0,1,1,S2_rare_cells,pm1,0.6666666666666666,1
0,1,1,S2_rare_cells,pm2,0.4,1
0,1,1,S2_rare_cells,pm3,0.2857142857142857,1
0,2,0,S2_rare_cells,pm1,0.6666666666666666,1
0,2,0,S2_rare_cells,pm2,0.6,1
0,2,0,S2_rare_cells,pm3,0.5,1
0,2,1,S2_rare_cells,pm1,0.5,1
0,2,1,S2_rare_cells,pm2,0.3333333333333333,1
0,2,1,S2_rare_cells,pm3,0.25,1
0,3,0,S2_rare_cells,pm1,0.5,1
0,3,0,S2_rare_cells,pm2,0.3333333333333333,1
0,3,0,S2_rare_cells,pm3,0.25,1
0,3,1,S2_rare_cells,pm1,0.0,0
0,3,1,S2_rare_cells,pm2,0.0,0
0,3,1,S2_rare_cells,pm3,0.0,0
0,4,0,S2_rare_cells,pm1,1.0,1
0,4,0,S2_rare_cells,pm2,1.0,1
0,4,0,S2_rare_cells,pm3,1.0,1
0,4,1,S2_rare_cells,pm1,0.0,0
0,4,1,S2_rare_cells,pm2,0.2,1
0,4,1,S2_rare_cells,pm3,0.3333333333333333,1
0,5,0,S2_rare_cells,pm1,1.0,1
0,5,0,S2_rare_cells,pm2,1.0,1
0,5,0,S2_rare_cells,pm3,1.0,1
0,5,1,S2_rare_cells,pm1,0.0,0
0,5,1,S2_rare_cells,pm2,0.0,0
0,5,1,S2_rare_cells,pm3,0.0,0
0,6,0,S2_rare_cells,pm1,0.0,0
0,6,0,S2_rare_cells,pm2,0.0,0
0,6,0,S2_rare_cells,pm3,0.0,0
0,6,1,S2_rare_cells,pm1,0.0,0
0,6,1,S2_rare_cells,pm2,0.3333333333333333,1
0,6,1,S2_rare_cells,pm3,0.25,1
0,7,0,S2_rare_cells,pm1,0.3333333333333333,1
0,7,0,S2_rare_cells,pm2,0.2,1
0,7,0,S2_rare_cells,pm3,0.3333333333333333,1
0,7,1,S2_rare_cells,pm1,0.0,0
0,7,1,S2_rare_cells,pm2,0.0,0
0,7,1,S2_rare_cells,pm3,0.0,0
0,8,0,S2_rare_cells,pm1,0.6666666666666666,1
0,8,0,S2_rare_cells,pm2,0.8,1
0,8,0,S2_rare_cells,pm3,0.8333333333333334,1
0,8,1,S2_rare_cells,pm1,1.0,1
0,8,1,S2_rare_cells,pm2,0.8,1
0,8,1,S2_rare_cells,pm3,0.8333333333333334,1
0,9,0,S2_rare_cells,pm1,0.0,0
0,9,0,S2_rare_cells,pm2,0.0,0
0,9,0,S2_rare_cells,pm3,0.0,0
0,9,1,S2_rare_cells,pm1,0.3333333333333333,1
0,9,1,S2_rare_cells,pm2,0.4,1
0,9,1,S2_rare_cells,pm3,0.42857142857142855,1
1,1,0,S2_rare_cells,pm1,1.0,1
1,1,0,S2_rare_cells,pm2,0.8,1
1,1,0,S2_rare_cells,pm3,0.8571428571428571,1
1,1,1,S2_rare_cells,pm1,0.0,0
1,1,1,S2_rare_cells,pm2,0.0,0
1,1,1,S2_rare_cells,pm3,0.0,0
1,2,0,S2_rare_cells,pm1,0.0,0
1,2,0,S2_rare_cells,pm2,0.0,0
1,2,0,S2_rare_cells,pm3,0.0,0
1,2,1,S2_rare_cells,pm1,0.0,0
1,2,1,S2_rare_cells,pm2,0.0,0
1,2,1,S2_rare_cells,pm3,0.0,0
1,3,0,S2_rare_cells,pm1,0.3333333333333333,1
1,3,0,S2_rare_cells,pm2,0.2,1
1,3,0,S2_rare_cells,pm3,0.2857142857142857,1
1,3,1,S2_rare_cells,pm1,0.0,0
1,3,1,S2_rare_cells,pm2,0.0,0
1,3,1,S2_rare_cells,pm3,0.0,0
1,4,0,S2_rare_cells,pm1,1.0,1
1,4,0,S2_rare_cells,pm2,1.0,1
1,4,0,S2_rare_cells,pm3,1.0,1
1,4,1,S2_rare_cells,pm1,1.0,1
1,4,1,S2_rare_cells,pm2,1.0,1
1,4,1,S2_rare_cells,pm3,0.8,1
1,5,0,S2_rare_cells,pm1,0.6666666666666666,1
1,5,0,S2_rare_cells,pm2,0.6,1
1,5,0,S2_rare_cells,pm3,0.42857142857142855,1
1,5,1,S2_rare_cells,pm1,0.0,0
1,5,1,S2_rare_cells,pm2,0.0,0
1,5,1,S2_rare_cells,pm3,0.0,0
1,6,0,S2_rare_cells,pm1,1.0,1
1,6,0,S2_rare_cells,pm2,1.0,1
1,6,0,S2_rare_cells,pm3,1.0,1
1,6,1,S2_rare_cells,pm1,1.0,1
1,6,1,S2_rare_cells,pm2,0.8,1
1,6,1,S2_rare_cells,pm3,0.8571428571428571,1
1,7,0,S2_rare_cells,pm1,0.0,0
1,7,0,S2_rare_cells,pm2,0.0,0
1,7,0,S2_rare_cells,pm3,0.0,0
1,7,1,S2_rare_cells,pm1,0.0,0
1,7,1,S2_rare_cells,pm2,0.4,1
1,7,1,S2_rare_cells,pm3,0.2857142857142857,1
1,8,0,S2_rare_cells,pm1,0.3333333333333333,1
1,8,0,S2_rare_cells,pm2,0.6,1
1,8,0,S2_rare_cells,pm3,0.7142857142857143,1
1,8,1,S2_rare_cells,pm1,0.0,0
1,8,1,S2_rare_cells,pm2,0.0,0
1,8,1,S2_rare_cells,pm3,0.0,0
1,9,0,S2_rare_cells,pm1,1.0,1
1,9,0,S2_rare_cells,pm2,1.0,1
1,9,0,S2_rare_cells,pm3,1.0,1
1,9,1,S2_rare_cells,pm1,0.6666666666666666,1
1,9,1,S2_rare_cells,pm2,0.6,1
1,9,1,S2_rare_cells,pm3,0.5714285714285714,1
2,1,0,S2_rare_cells,pm1,1.0,1
2,1,0,S2_rare_cells,pm2,1.0,1
2,1,0,S2_rare_cells,pm3,1.0,1
2,1,1,S2_rare_cells,pm1,0.0,0
2,1,1,S2_rare_cells,pm2,0.0,0
2,1,1,S2_rare_cells,pm3,0.0,0
2,2,0,S2_rare_cells,pm1,0.6666666666666666,1
2,2,0,S2_rare_cells,pm2,0.8,1
2,2,0,S2_rare_cells,pm3,0.5714285714285714,1
2,2,1,S2_rare_cells,pm1,0.5,1
2,2,1,S2_rare_cells,pm2,0.3333333333333333,1
2,2,1,S2_rare_cells,pm3,0.25,1
2,3,0,S2_rare_cells,pm1,0.3333333333333333,1
2,3,0,S2_rare_cells,pm2,0.2,1
2,3,0,S2_rare_cells,pm3,0.2857142857142857,1
2,3,1,S2_rare_cells,pm1,0.0,0
2,3,1,S2_rare_cells,pm2,0.2,1
2,3,1,S2_rare_cells,pm3,0.14285714285714285,1
2,4,0,S2_rare_cells,pm1,1.0,1
2,4,0,S2_rare_cells,pm2,1.0,1
2,4,0,S2_rare_cells,pm3,1.0,1
2,4,1,S2_rare_cells,pm1,1.0,1
2,4,1,S2_rare_cells,pm2,1.0,1
2,4,1,S2_rare_cells,pm3,1.0,1
2,5,0,S2_rare_cells,pm1,0.0,0
2,5,0,S2_rare_cells,pm2,0.0,0
2,5,0,S2_rare_cells,pm3,0.0,0
2,5,1,S2_rare_cells,pm1,0.0,0
2,5,1,S2_rare_cells,pm2,0.0,0
2,5,1,S2_rare_cells,pm3,0.0,0
2,6,0,S2_rare_cells,pm1,0.0,0
2,6,0,S2_rare_cells,pm2,0.0,0
2,6,0,S2_rare_cells,pm3,0.0,0
2,6,1,S2_rare_cells,pm1,1.0,1
2,6,1,S2_rare_cells,pm2,1.0,1
2,6,1,S2_rare_cells,pm3,0.8571428571428571,1
