path,size_bytes,over_50mb,passed
oaci/reports/C67_C66_DUAL_MODE_CACHE_CONSUMPTION.json,3263,0,1
oaci/reports/C67_C66_DUAL_MODE_CACHE_CONSUMPTION.md,2796,0,1
oaci/reports/C67_RED_TEAM_VERIFICATION.md,1475,0,1
oaci/reports/c67_tables/atom_trace_feasibility_from_c66_cache.csv,325,0,1
oaci/reports/c67_tables/authorized_cache_manifest_replay.csv,568,0,1
oaci/reports/c67_tables/c66_artifact_reconciliation.csv,944,0,1
oaci/reports/c67_tables/c66_commit_reconciliation.csv,842,0,1
oaci/reports/c67_tables/c66_dual_mode_provenance_ledger.csv,900,0,1
oaci/reports/c67_tables/cache_integrity_summary.csv,705,0,1
oaci/reports/c67_tables/cache_schema_inventory.csv,732,0,1
oaci/reports/c67_tables/checkpoint_trial_mapping_audit.csv,1709,0,1
oaci/reports/c67_tables/conditional_cs_variable_map.csv,593,0,1
oaci/reports/c67_tables/cs_bandwidth_sensitivity.csv,272,0,1
oaci/reports/c67_tables/cs_bandwidth_stress.csv,272,0,1
oaci/reports/c67_tables/cs_estimator_feasibility_ledger.csv,417,0,1
oaci/reports/c67_tables/cs_null_summary.csv,199,0,1
oaci/reports/c67_tables/cs_variable_availability_ledger.csv,593,0,1
oaci/reports/c67_tables/device_runtime_audit.csv,190,0,1
oaci/reports/c67_tables/field_availability_ledger.csv,2441,0,1
oaci/reports/c67_tables/forbidden_claim_scan.csv,641,0,1
oaci/reports/c67_tables/label_dependency_ledger.csv,2441,0,1
oaci/reports/c67_tables/label_quarantine_audit.csv,256,0,1
oaci/reports/c67_tables/label_view_unit_test_summary.csv,579,0,1
oaci/reports/c67_tables/masked_view_contract.csv,593,0,1
oaci/reports/c67_tables/red_team_failure_ledger.csv,980,0,1
oaci/reports/c67_tables/representation_hook_gap_ledger.csv,295,0,1
oaci/reports/c67_tables/sample_level_cs_smoke_summary.csv,316,0,1
oaci/reports/c67_tables/schema_validation_summary.csv,1226,0,1
oaci/reports/c67_tables/split_label_failure_ledger.csv,287,0,1
oaci/reports/c67_tables/split_label_null_summary.csv,164,0,1
oaci/reports/c67_tables/split_label_smoke_summary.csv,366,0,1
oaci/reports/c67_tables/split_label_split_manifest.csv,513,0,1
oaci/reports/c67_tables/test_command_manifest.csv,545,0,1
oaci/reports/c67_tables/trial_cache_integrity_summary.csv,705,0,1
oaci/reports/c67_tables/trial_cache_schema_signature.csv,732,0,1
