dataset,backbone,seed,fold,target_subject,split_id,n_calibration,n_audit,calibration_idx_hash,audit_idx_hash,calibration_label_hash,audit_label_hash,disjoint
Lee2019_MI,EEGNet,0,1,1,1,100,100,19baaf10a5c16d76,2410e0997bd42236,17daa79c662b716a,03c3b7fec6c8e583,True
Lee2019_MI,EEGNet,0,1,1,2,100,100,bb32387d35cf1f3f,a2e9231ea410ff26,804fd20b51cd82f5,6c8c05ef16ee1624,True
Lee2019_MI,EEGNet,0,1,1,3,100,100,242b92535b1d996c,9e1ddb9d1fc5135f,6907e63d99a3a8cb,a73e32d7d48ab6c9,True
Lee2019_MI,EEGNet,0,1,1,4,100,100,b7cd801859c0fe10,3a99768b78698a31,cfd1db7d60f21e53,514d8a01aae23281,True
Lee2019_MI,EEGNet,0,1,1,5,100,100,bfaa290a81631bb4,0b369c56d1726fe7,cbaeac95b0f96c5b,c0324067320f7b75,True
Lee2019_MI,EEGNet,0,1,1,6,100,100,b5c36ba726e705dc,72d02d12d38fdb6a,e660fe4e915c045d,25ac68d6dbeb180d,True
Lee2019_MI,EEGNet,0,1,1,7,100,100,6ebe56e45dd4e6ce,5f5d51de2fe420ab,3b8e05aa97987ad2,2f540b4180c73175,True
Lee2019_MI,EEGNet,0,1,1,8,100,100,54437da95f2a6f9b,464100dfe88be8f8,ea5959ea0883ebb3,a0ff9fb29cc16d8f,True
Lee2019_MI,EEGNet,0,1,1,9,100,100,def4486bd07d227c,208d289a5a80624f,15b07efedb9451d2,50dfcf3484263e39,True
Lee2019_MI,EEGNet,0,1,1,10,100,100,cdb5a016ac4ab146,d73d95bf1fd4ac00,7c418a2d924d84dd,96f0c31217aa3201,True
Lee2019_MI,EEGNet,0,2,2,1,100,100,c14d55c836639f26,51cbfe1b4303bb8b,dd0aa94fc2de8295,0f00e96914546b1e,True
Lee2019_MI,EEGNet,0,2,2,2,100,100,5b747e45d0b6d82a,43dd076b470a952c,d33c2162bc5aff8a,6be84e66d24f769f,True
Lee2019_MI,EEGNet,0,2,2,3,100,100,ead77a1496503d74,9e14f7c275192a94,712a3d2a17ad836f,70d655422a9bfc1d,True
Lee2019_MI,EEGNet,0,2,2,4,100,100,729b863c5640f1d6,e05f135aa1b7c3da,8b1aa4bdd0a3077c,bae8672befcec2b6,True
Lee2019_MI,EEGNet,0,2,2,5,100,100,21aaa161c3adb5e4,8fea7fd3c90427f5,bc4e9a794e3920d8,15e9396841cebdd9,True
Lee2019_MI,EEGNet,0,2,2,6,100,100,3cecc5c841d7a708,084fe19ef62495b1,3d18d2c2b6f3c834,4220563e63d32a08,True
Lee2019_MI,EEGNet,0,2,2,7,100,100,3bfb8eab3000aee0,efad56beda5b3fd8,c822e0d3c708ac79,d462bd498f4232a1,True
Lee2019_MI,EEGNet,0,2,2,8,100,100,515c14e44e5ecc9b,8c0a52f580287402,222a4462591d2651,1e9614aa0989f1eb,True
Lee2019_MI,EEGNet,0,2,2,9,100,100,dcd8921c033cf495,91c5af08f9532211,b4ffd0e19f13d59a,00971554277083e3,True
Lee2019_MI,EEGNet,0,2,2,10,100,100,c35e5e14addf8731,ba399f6e3caf1b24,5347942b5757362f,c01701eca1abf551,True
Lee2019_MI,EEGNet,0,3,3,1,100,100,863fffdb80595aab,bce9b2e6d053bb41,e8ae5a77e85b543c,64be822438d1844a,True
Lee2019_MI,EEGNet,0,3,3,2,100,100,2635fec6769cf669,1e6b3e2b69bffe82,cda0e95773c767c7,f4401ec15cf08467,True
Lee2019_MI,EEGNet,0,3,3,3,100,100,6305350b9de5f1df,4fb28c9f8eb6a89a,54d9a7bafad920ed,7bf30062781c1dcc,True
Lee2019_MI,EEGNet,0,3,3,4,100,100,131126071dd7c53f,0fdb1d1019adf38e,cb054c8564592521,22d22fccee321843,True
