dataset,subject,seed,dict_rank,informed_query_gain,informed_selected_rank,informed_calibration_gain,random_gain_mean,random_gain_q95,dU_specific,dU_vs_random_q95,informed_beats_q95,config_hash,git_sha
BNCI2014_001,1,0,10,0.04513888888888884,2,0.03125,0.013055555555555494,0.05920138888888889,0.032083333333333346,-0.014062500000000047,False,ecae277baa88bae4,50a03216
BNCI2014_001,1,1,10,0.05208333333333337,3,0.09722222222222221,0.019062500000000024,0.0626736111111111,0.033020833333333346,-0.010590277777777726,False,ecae277baa88bae4,50a03216
BNCI2014_001,1,2,10,0.03125000000000011,2,0.07291666666666674,0.018784722222222234,0.07309027777777773,0.012465277777777877,-0.041840277777777615,False,ecae277baa88bae4,50a03216
BNCI2014_001,2,0,10,-0.01388888888888895,1,0.03819444444444442,0.012812499999999978,0.048958333333333305,-0.026701388888888927,-0.06284722222222225,False,ecae277baa88bae4,50a03216
BNCI2014_001,2,1,10,0.01041666666666663,4,0.08680555555555552,0.023749999999999966,0.052083333333333315,-0.013333333333333336,-0.041666666666666685,False,ecae277baa88bae4,50a03216
BNCI2014_001,2,2,10,0.020833333333333315,1,0.01041666666666674,0.012291666666666675,0.041666666666666685,0.00854166666666664,-0.02083333333333337,False,ecae277baa88bae4,50a03216
BNCI2014_001,3,0,10,-0.031249999999999944,3,0.045138888888888784,0.00704861111111112,0.048611111111111105,-0.03829861111111106,-0.07986111111111105,False,ecae277baa88bae4,50a03216
BNCI2014_001,3,1,10,0.05208333333333337,4,0.16319444444444442,0.008784722222222296,0.0590277777777779,0.04329861111111107,-0.006944444444444531,False,ecae277baa88bae4,50a03216
BNCI2014_001,3,2,10,0.05902777777777779,4,0.12152777777777779,0.042951388888888914,0.10069444444444442,0.016076388888888876,-0.04166666666666663,False,ecae277baa88bae4,50a03216
BNCI2014_001,4,0,10,0.05555555555555558,1,0.059027777777777735,0.026145833333333347,0.06961805555555552,0.029409722222222233,-0.014062499999999936,False,ecae277baa88bae4,50a03216
BNCI2014_001,4,1,10,0.06944444444444442,2,0.05902777777777779,0.026562499999999982,0.07326388888888884,0.04288194444444444,-0.003819444444444417,False,ecae277baa88bae4,50a03216
BNCI2014_001,4,2,10,-0.045138888888888895,3,0.03125,-0.0007638888888888617,0.038194444444444475,-0.04437500000000003,-0.08333333333333337,False,ecae277baa88bae4,50a03216
BNCI2014_001,5,0,10,0.013888888888888895,2,0.02430555555555558,0.021111111111111098,0.052083333333333315,-0.007222222222222203,-0.03819444444444442,False,ecae277baa88bae4,50a03216
BNCI2014_001,5,1,10,0.045138888888888895,3,0.04861111111111105,0.01614583333333335,0.052083333333333315,0.028993055555555546,-0.00694444444444442,False,ecae277baa88bae4,50a03216
BNCI2014_001,5,2,10,0.04166666666666663,4,0.0625,0.02260416666666665,0.04878472222222221,0.01906249999999998,-0.007118055555555579,False,ecae277baa88bae4,50a03216
BNCI2014_001,6,0,10,0.03819444444444442,4,0.03125,0.0169097222222222,0.06597222222222221,0.02128472222222222,-0.02777777777777779,False,ecae277baa88bae4,50a03216
BNCI2014_001,6,1,10,0.02083333333333337,2,0.034722222222222265,0.01628472222222224,0.05555555555555558,0.004548611111111132,-0.03472222222222221,False,ecae277baa88bae4,50a03216
BNCI2014_001,6,2,10,0.020833333333333315,5,0.06250000000000006,0.016909722222222236,0.052256944444444474,0.003923611111111079,-0.03142361111111116,False,ecae277baa88bae4,50a03216
BNCI2014_001,7,0,10,-0.05208333333333337,2,0.05555555555555558,-0.004236111111111151,0.038368055555555516,-0.04784722222222222,-0.09045138888888889,False,ecae277baa88bae4,50a03216
BNCI2014_001,7,1,10,0.04861111111111116,1,0.05902777777777779,0.0315625,0.08003472222222216,0.01704861111111116,-0.031423611111111,False,ecae277baa88bae4,50a03216
BNCI2014_001,7,2,10,-0.006944444444444531,3,0.04513888888888884,0.0048958333333332755,0.04895833333333325,-0.011840277777777807,-0.05590277777777778,False,ecae277baa88bae4,50a03216
BNCI2014_001,8,0,10,-0.03125,1,0.02777777777777779,-0.008298611111111102,0.02447916666666668,-0.022951388888888896,-0.05572916666666668,False,ecae277baa88bae4,50a03216
BNCI2014_001,8,1,10,0.02430555555555558,2,0.01041666666666674,0.017291666666666705,0.055729166666666684,0.007013888888888875,-0.031423611111111104,False,ecae277baa88bae4,50a03216
BNCI2014_001,8,2,10,-0.01736111111111116,3,0.02777777777777779,0.0019097222222222222,0.03836805555555552,-0.019270833333333383,-0.055729166666666684,False,ecae277baa88bae4,50a03216
BNCI2014_001,9,0,10,0.01736111111111105,2,0.03472222222222221,0.012569444444444425,0.0626736111111111,0.004791666666666625,-0.04531250000000005,False,ecae277baa88bae4,50a03216
BNCI2014_001,9,1,10,-0.010416666666666685,3,0.05902777777777779,0.0022222222222222227,0.03836805555555552,-0.012638888888888908,-0.04878472222222221,False,ecae277baa88bae4,50a03216
BNCI2014_001,9,2,10,-0.01041666666666674,3,0.04166666666666663,-0.005659722222222275,0.03836805555555552,-0.0047569444444444655,-0.048784722222222264,False,ecae277baa88bae4,50a03216
BNCI2015_001,10,0,10,-0.019999999999999962,4,0.08000000000000007,-0.003150000000000012,0.027624999999999962,-0.01684999999999995,-0.047624999999999924,False,ecae277baa88bae4,50a03216
BNCI2015_001,10,1,10,0.0025000000000000022,1,0.0050000000000001155,0.004200000000000007,0.030125000000000016,-0.0017000000000000045,-0.027625000000000014,False,ecae277baa88bae4,50a03216
BNCI2015_001,10,2,10,-0.004999999999999893,2,0.040000000000000036,-0.01769999999999995,0.012500000000000015,0.012700000000000055,-0.017499999999999908,False,ecae277baa88bae4,50a03216
BNCI2015_001,11,0,10,0.0050000000000000044,2,0.050000000000000044,0.009300000000000008,0.03262500000000002,-0.0043000000000000035,-0.027625000000000018,False,ecae277baa88bae4,50a03216
BNCI2015_001,11,1,10,0.0,3,0.07999999999999996,0.010250000000000006,0.052624999999999984,-0.010250000000000006,-0.052624999999999984,False,ecae277baa88bae4,50a03216
BNCI2015_001,11,2,10,-0.009999999999999981,7,0.09499999999999997,0.0037000000000000062,0.027625000000000018,-0.013699999999999986,-0.037625,False,ecae277baa88bae4,50a03216
BNCI2015_001,12,0,10,0.0,1,0.020000000000000018,-0.001600000000000011,0.030499999999999992,0.001600000000000011,-0.030499999999999992,False,ecae277baa88bae4,50a03216
BNCI2015_001,12,1,10,-0.029999999999999916,2,0.034999999999999976,-0.013849999999999935,0.040000000000000036,-0.01614999999999998,-0.06999999999999995,False,ecae277baa88bae4,50a03216
BNCI2015_001,12,2,10,0.010000000000000009,3,0.03500000000000003,0.0197,0.07500000000000007,-0.00969999999999999,-0.06500000000000006,False,ecae277baa88bae4,50a03216
BNCI2015_001,1,0,10,0.36,1,0.28,0.13719999999999996,0.31999999999999995,0.22280000000000003,0.040000000000000036,True,ecae277baa88bae4,50a03216
BNCI2015_001,1,1,10,0.010000000000000009,2,0.09999999999999998,0.16010000000000005,0.32524999999999993,-0.15010000000000004,-0.3152499999999999,False,ecae277baa88bae4,50a03216
BNCI2015_001,1,2,10,0.2799999999999999,4,0.255,0.2002999999999999,0.345,0.07970000000000002,-0.06500000000000006,False,ecae277baa88bae4,50a03216
BNCI2015_001,2,0,10,0.10999999999999999,3,0.14500000000000002,0.06764999999999996,0.15025,0.042350000000000027,-0.04025000000000001,False,ecae277baa88bae4,50a03216
BNCI2015_001,2,1,10,0.09000000000000008,4,0.16500000000000004,0.05260000000000005,0.125,0.03740000000000003,-0.03499999999999992,False,ecae277baa88bae4,50a03216
BNCI2015_001,2,2,10,0.09000000000000008,2,0.135,0.05920000000000006,0.11524999999999998,0.030800000000000022,-0.025249999999999898,False,ecae277baa88bae4,50a03216
BNCI2015_001,3,0,10,0.08499999999999996,5,0.15999999999999992,0.13219999999999993,0.2499999999999999,-0.047199999999999964,-0.16499999999999992,False,ecae277baa88bae4,50a03216
BNCI2015_001,3,1,10,-0.0050000000000000044,1,0.010000000000000009,0.09479999999999998,0.2649999999999999,-0.09979999999999999,-0.2699999999999999,False,ecae277baa88bae4,50a03216
BNCI2015_001,3,2,10,0.11499999999999999,6,0.07999999999999996,0.14409999999999998,0.28549999999999986,-0.029099999999999987,-0.17049999999999987,False,ecae277baa88bae4,50a03216
BNCI2015_001,4,0,10,0.0,0,0.0,0.006199999999999967,0.039999999999999925,-0.006199999999999967,-0.039999999999999925,False,ecae277baa88bae4,50a03216
BNCI2015_001,4,1,10,0.0,1,0.015000000000000013,-0.001749999999999967,0.024999999999999918,0.001749999999999967,-0.024999999999999918,False,ecae277baa88bae4,50a03216
BNCI2015_001,4,2,10,0.0,2,0.010000000000000009,0.008699999999999933,0.03499999999999992,-0.008699999999999933,-0.03499999999999992,False,ecae277baa88bae4,50a03216
BNCI2015_001,5,0,10,0.020000000000000018,1,0.014999999999999902,-0.0039000000000000423,0.020249999999999997,0.02390000000000006,-0.0002499999999999794,False,ecae277baa88bae4,50a03216
BNCI2015_001,5,1,10,-0.0050000000000001155,2,0.020000000000000018,-0.009800000000000031,0.01024999999999999,0.0047999999999999154,-0.015250000000000105,False,ecae277baa88bae4,50a03216
BNCI2015_001,5,2,10,-0.004999999999999893,1,0.019999999999999907,-0.0036499999999999324,0.025250000000000113,-0.001349999999999961,-0.030250000000000006,False,ecae277baa88bae4,50a03216
BNCI2015_001,6,0,10,-0.0050000000000000044,1,0.010000000000000009,0.015299999999999998,0.07524999999999994,-0.020300000000000002,-0.08024999999999995,False,ecae277baa88bae4,50a03216
BNCI2015_001,6,1,10,0.0,3,0.025000000000000133,-0.007599999999999935,0.030000000000000027,0.007599999999999935,-0.030000000000000027,False,ecae277baa88bae4,50a03216
BNCI2015_001,6,2,10,0.030000000000000027,2,0.05499999999999994,-0.0034999999999999463,0.04025000000000002,0.033499999999999974,-0.010249999999999995,False,ecae277baa88bae4,50a03216
BNCI2015_001,7,0,10,0.040000000000000036,3,0.040000000000000036,0.09260000000000009,0.17525000000000002,-0.05260000000000005,-0.13524999999999998,False,ecae277baa88bae4,50a03216
BNCI2015_001,7,1,10,0.050000000000000044,3,0.17499999999999993,0.09015000000000002,0.17000000000000004,-0.04014999999999998,-0.12,False,ecae277baa88bae4,50a03216
BNCI2015_001,7,2,10,0.1150000000000001,3,0.17500000000000004,0.07675000000000004,0.15525,0.03825000000000006,-0.0402499999999999,False,ecae277baa88bae4,50a03216
BNCI2015_001,8,0,10,0.04500000000000004,4,0.050000000000000044,-0.0003499999999999642,0.025125000000000067,0.04535,0.019874999999999973,True,ecae277baa88bae4,50a03216
BNCI2015_001,8,1,10,0.0,4,0.025000000000000022,-0.00039999999999999536,0.025000000000000022,0.00039999999999999536,-0.025000000000000022,False,ecae277baa88bae4,50a03216
BNCI2015_001,8,2,10,0.0,0,0.0,0.0024250000000000556,0.025125000000000067,-0.0024250000000000556,-0.025125000000000067,False,ecae277baa88bae4,50a03216
BNCI2015_001,9,0,10,0.04999999999999999,4,0.10999999999999999,0.018300000000000007,0.09762499999999998,0.03169999999999998,-0.04762499999999999,False,ecae277baa88bae4,50a03216
BNCI2015_001,9,1,10,0.04249999999999998,5,0.07499999999999996,0.03477500000000001,0.125125,0.007724999999999975,-0.082625,False,ecae277baa88bae4,50a03216
BNCI2015_001,9,2,10,0.09999999999999998,4,0.12,0.04325000000000001,0.12,0.05674999999999997,-0.020000000000000018,False,ecae277baa88bae4,50a03216
