dataset,family,contested,objective,oracle_dq_mean,oracle_dq_lo,oracle_dq_rand,meta_dq_mean,meta_dq_lo,meta_dq_hi,meta_dq_rand,meta_kbar,recovery_ratio,state,n_folds
BNCI2014_001,cond,False,cvar25,0.02149470899470899,0.011867559523809513,-0.014704585537918872,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,9
BNCI2014_001,cond,False,mean_1se,0.02149470899470899,0.011867559523809513,-0.014704585537918872,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,9
BNCI2014_001,cond,True,cvar25,0.00876322751322751,-0.0019473838918283276,-0.002810846560846565,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,cond,True,mean_1se,0.00876322751322751,-0.0019473838918283276,-0.002810846560846565,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,grad,False,cvar25,0.00960831863609642,-0.0008267195767195749,-0.0010894326866549065,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,grad,False,mean_1se,0.00960831863609642,-0.0008267195767195749,-0.0010894326866549065,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,grad,True,cvar25,0.009149029982363313,-0.00040417401528513165,-0.00029394473838918647,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,grad,True,mean_1se,0.009149029982363313,-0.00040417401528513165,-0.00029394473838918647,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,marg,False,cvar25,0.0021127278071722535,-0.001855526161081722,-0.0027538947677836502,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,marg,False,mean_1se,0.0021127278071722535,-0.001855526161081722,-0.0027538947677836502,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,marg,True,cvar25,0.009204144620811289,-0.0003123162845385093,-0.002930261610817164,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,marg,True,mean_1se,0.009204144620811289,-0.0003123162845385093,-0.002930261610817164,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,rule,False,cvar25,0.004739858906525572,-0.0021862139917695486,-0.002952307466196343,-0.0005511463844797183,-0.0023883009994121102,0.0011390358612580816,-0.0009149029982363345,0.7407407407407407,-0.116279069767442,NO_CONFIRMED_TICKET,9
BNCI2014_001,rule,False,mean_1se,0.004739858906525572,-0.0021862139917695486,-0.002952307466196343,-0.0009002057613168728,-0.00238830099941211,0.0006430041152263358,-0.0025352733686067053,0.9259259259259259,-0.18992248062015515,NO_CONFIRMED_TICKET,9
BNCI2014_001,rule,True,cvar25,0.006926072898295122,-0.0017820399764844179,-0.0016938565549676626,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2014_001,rule,True,mean_1se,0.006926072898295122,-0.0017820399764844179,-0.0016938565549676626,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,9
BNCI2015_001,cond,False,cvar25,0.044708994708994705,0.010138888888888895,-0.007114417989417987,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,cond,False,mean_1se,0.044708994708994705,0.010138888888888895,-0.007114417989417987,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,cond,True,cvar25,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,cond,True,mean_1se,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,grad,False,cvar25,0.03478174603174603,0.0033134920634920618,0.0099973544973545,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,grad,False,mean_1se,0.03478174603174603,0.0033134920634920618,0.0099973544973545,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,grad,True,cvar25,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,grad,True,mean_1se,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,marg,False,cvar25,0.03494047619047619,0.006640046296296299,-0.002604497354497357,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,marg,False,mean_1se,0.03494047619047619,0.006640046296296299,-0.002604497354497357,0.0,0.0,0.0,0.0,0.0,0.0,TARGET_HINDSIGHT_ONLY,12
BNCI2015_001,marg,True,cvar25,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,marg,True,mean_1se,0.0065740740740740725,-0.002506613756613756,0.006574074074074075,0.0,0.0,0.0,0.0,0.0,0.0,NO_CONFIRMED_TICKET,12
BNCI2015_001,rule,False,cvar25,0.01095899470899471,0.0036241732804232797,0.0005701058201058288,0.0002777777777777767,-0.0002380952380952396,0.0009325396825396797,0.00010185185185185141,0.4722222222222222,0.025347012673506236,TARGET_HINDSIGHT_ONLY,12
