dataset,backbone,feature_object,training_method,heldout_subject,seed,config_hash,git_sha,kind,pair,consistency,ci_lo,ci_hi,perm_p,snr,n_clusters
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_macro,macro,0.6916084191899717,0.6489693013160959,0.7295206939534435,,,6
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v1,0.6501086635696708,0.5127239547570124,0.7387328893096821,0.004975124378109453,2.208984432981841,8
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v2,0.7149830517303329,0.6253444036047011,0.7730420938879037,0.004975124378109453,2.0390438912240247,8
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v3,0.5595208975628776,0.4698613365303373,0.6459933075339253,0.004975124378109453,1.7231981192911932,8
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v2,0.7480492340578948,0.6760437810881178,0.8022431127994808,0.004975124378109453,1.9651215851030246,8
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v3,0.7144983695202445,0.6170974153625755,0.7813140747717308,0.004975124378109453,2.177484946309624,8
BNCI2014_001,EEGNet,frozen_z,erm,1,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,2v3,0.76249029869881,0.6788762385021477,0.8158495278820502,0.004975124378109453,1.9363767644813061,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_macro,macro,0.7210350022009268,0.6808615967309827,0.7563891310827101,,,6
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v1,0.6101115679531903,0.4750812733287997,0.7038367236761727,0.004975124378109453,2.1543034318760923,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v2,0.7467708547821245,0.6849709536062548,0.7927478411634931,0.004975124378109453,1.913387318413566,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v3,0.6158486244279544,0.5504860403447923,0.6807847640198693,0.004975124378109453,1.433074627005583,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v2,0.7532894623739123,0.6508202844967012,0.8266190650923871,0.004975124378109453,1.9567676214520289,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v3,0.7804702161184282,0.7442672533717982,0.8146954781614003,0.004975124378109453,2.11214028127918,8
BNCI2014_001,EEGNet,frozen_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,2v3,0.8197192875499514,0.7764005853991254,0.8568158651889413,0.004975124378109453,1.9075644550983157,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_macro,macro,0.7318970799435677,0.6998948763814096,0.7609223535067238,,,6
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v1,0.6925870018581113,0.6011816735610552,0.7624686785238148,0.004975124378109453,2.0627675025470182,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v2,0.7476108091716893,0.7220684078284718,0.7758465500691089,0.004975124378109453,2.072006900810256,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v3,0.608998591811581,0.5423163979210552,0.6755035963230498,0.004975124378109453,1.4661254301098483,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v2,0.813250299012948,0.7627657899294823,0.8578571594160749,0.004975124378109453,1.9564920751634192,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v3,0.7455407167906222,0.6663845793782545,0.8008445186145563,0.004975124378109453,2.153027866573446,8
BNCI2014_001,EEGNet,frozen_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,2v3,0.7833950610164541,0.7356503312834285,0.8213756638060519,0.004975124378109453,2.142383511460408,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_macro,macro,0.7619565498161617,0.7166304514135663,0.7974508313599272,,,6
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v1,0.7586892591610025,0.7239904892556737,0.7947277412188853,0.004975124378109453,2.5946641152457093,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v2,0.8126504736177215,0.7838813352752463,0.8414196119601968,0.004975124378109453,2.4444163683240707,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v3,0.5322969657694909,0.37475170824138104,0.6506199891351627,0.004975124378109453,1.2525718007309228,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v2,0.8529839991187872,0.8111471588489478,0.8847000397883655,0.004975124378109453,2.2538841016886533,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,1v3,0.7784770802297452,0.7402361656157347,0.8170815785227818,0.004975124378109453,2.5921712491994393,8
BNCI2014_001,EEGNet,frozen_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,2v3,0.8366415210002236,0.817412731007569,0.8561025488997156,0.004975124378109453,2.543719175354304,8
BNCI2014_001,EEGNet,frozen_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_macro,macro,0.7831655382079875,0.7514275137822536,0.809818161791076,,,6
BNCI2014_001,EEGNet,frozen_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc,multiclass_pair,0v1,0.7626874270633152,0.7273605333077939,0.7957947566477531,0.004975124378109453,2.5017737819209156,8
