dataset,backbone,feature_object,training_method,heldout_subject,seed,eraser,eraser_rank,primary_mlp_small_kl,linear_kl,mlp_large_kl,familywise_max_kl,familywise_max_perm_p,primary_perm_p,config_hash,git_sha
BNCI2014_001,EEGNet,frozen_z,erm,1,0,full,0,0.015251035802066326,0.006851855665445328,0.48106956481933594,0.48106956481933594,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,0,whitening_only,0,0.163987398147583,0.12211458384990692,1.4599004983901978,1.4599004983901978,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,0,lw_leace_full,7,0.0012375091901049018,0.004031789023429155,0.04152733087539673,0.04152733087539673,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,0,random_k,7,0.008517320267856121,0.005986256990581751,0.3563269078731537,0.3563269078731537,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,1,full,0,0.013612485490739346,0.0049793533980846405,0.3462909162044525,0.3462909162044525,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,1,whitening_only,0,0.1753620207309723,0.11166543513536453,1.236116886138916,1.236116886138916,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,1,lw_leace_full,7,0.0011569642229005694,0.003636897774413228,0.0186645295470953,0.0186645295470953,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,1,random_k,7,0.013052104972302914,0.004774139728397131,0.32947513461112976,0.32947513461112976,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,2,full,0,0.015587083995342255,0.008785082027316093,0.4401494264602661,0.4401494264602661,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,2,whitening_only,0,0.15180863440036774,0.11739318817853928,1.4090297222137451,1.4090297222137451,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,2,lw_leace_full,7,0.0018863547593355179,0.005883827339857817,0.0836620032787323,0.0836620032787323,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,1,2,random_k,7,0.011393105611205101,0.007399804890155792,0.35594046115875244,0.35594046115875244,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,0,full,0,0.01803494431078434,0.008401568047702312,0.4282093942165375,0.4282093942165375,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,0,whitening_only,0,0.14892593026161194,0.11255928874015808,1.4074667692184448,1.4074667692184448,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,0,lw_leace_full,7,0.0025127162225544453,0.003840526333078742,0.04261431843042374,0.04261431843042374,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,0,random_k,7,0.021259590983390808,0.00638221763074398,0.34551140666007996,0.34551140666007996,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,1,full,0,0.014688530005514622,0.005620988085865974,0.3751339316368103,0.3751339316368103,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,1,whitening_only,0,0.1548912227153778,0.08520132303237915,1.285836935043335,1.285836935043335,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,1,lw_leace_full,7,0.0017341930652037263,0.0036859430838376284,0.029585612937808037,0.029585612937808037,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,1,random_k,7,0.01545483898371458,0.004554901737719774,0.34433209896087646,0.34433209896087646,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,2,full,0,0.022507013753056526,0.01010784599930048,0.49484187364578247,0.49484187364578247,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
BNCI2014_001,EEGNet,frozen_z,erm,2,2,whitening_only,0,0.15544342994689941,0.10213018953800201,1.4046266078948975,1.4046266078948975,0.047619047619047616,0.047619047619047616,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,4d21badc
