dataset,backbone,seed,fold_id,baseline,artifact_path,source_replay_axis,BN_axis,entropy_before,entropy_after,delta_entropy,mean_max_probability_before,mean_max_probability_after,margin_before,margin_after,source_label_prior,target_predicted_marginal_before,target_predicted_marginal_after,KL_mean_p_target_source_prior,single_class_dominance,class_balance_collapse_guard,feature_mean_shift_norm,target_recenter_norm,CORAL_distance_before,CORAL_distance_after,covariance_shift,class_prototype_distance_if_available,SPDIM_recentering_magnitude,pre_metric_output_hash,details_hash
BNCI2014_001,EEGConformerMini,0,1,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.14744356740464687,0.14744356740464687,0.0,0.9413673668185412,0.9413673668185412,0.8901859936098843,0.8901859936098843,"[0.25, 0.25, 0.25, 0.25]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]",0.021551192300628068,0.3246527777777778,True,12.576445679436105,0.0,840.7512535226641,840.7512535226641,0.0,22.728010427674004,0.0,f336979f6ce3fa49a73d142c03a8d9835e4d19a47da58fab1aa4e907b11dc013,ce78a03edbd4914e1921e22ba14c4b69db1b634b958c64ba5344c572e69f251f
BNCI2014_001,EEGConformerMini,0,1,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.14744356740464687,0.16402472573388482,0.016581158329237955,0.9413673668185412,0.9349210868457914,0.8901859936098843,0.8787801371625519,"[0.25, 0.25, 0.25, 0.25]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[0.32603555307763465, 0.2500713990650062, 0.24411876271885447, 0.1797742851385048]",0.02155502093822379,0.3246527777777778,True,12.576445679436105,0.0,840.7512535226641,840.7512535226641,0.0,22.728010427674004,0.0,e5fbf1dd62f6f84224467fe648a444bb28ffe3208459f521e00cb8b13f760dd9,0a658f6b9acfd2c18da15ec36671ec87ae9c0d78839414cb7900795d6ebdc2ce
BNCI2014_001,EEGConformerMini,0,1,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.14744356740464687,0.09576646340247226,-0.05167710400217461,0.9413673668185412,0.9610755938647088,0.8901859936098843,0.9262037221254786,"[0.25, 0.25, 0.25, 0.25]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[0.290501414681694, 0.24274389761257303, 0.23760653764896147, 0.22914815005677092]",0.004430230366917445,0.2934027777777778,True,12.576445679436105,12.576445679436109,840.7512535226641,0.0009601444344935129,840.7505182410026,7.282654534710768,0.0,1307c8f3ea5ce677a5aac1165892cc3d0e8b527a89de49b62d1693f1e3032436,35313ae9ef1a53d840ae8c67f5bc36a62939d1260f54f87ba026bee2fb4f6212
BNCI2014_001,EEGConformerMini,0,1,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.14744356740464687,0.1476726713688285,0.0002291039641816317,0.9413673668185412,0.9414847245627027,0.8901859936098843,0.8897349935332155,"[0.25, 0.25, 0.25, 0.25]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[0.2857239548684512, 0.21620224482859152, 0.2702309877229295, 0.2278428125800274]",0.006643544477618467,0.2829861111111111,True,12.576445679436105,12.576445679436167,840.7512535226641,840.7512535226641,7.09428875599086e-13,19.946631505700402,12.576445679436167,8318af5b424e0fe8a85d110560cd279908b41e6ae0bee2e15e2913cd5a2a0375,0a7afa29ef72df911513d54b3df3b8b774e2c8689fcb3be0cb611459b2c19fd9
BNCI2014_001,EEGConformerMini,0,1,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.14744356740464687,0.1511362551833964,0.003692687778749537,0.9413673668185412,0.9377390759333761,0.8901859936098843,0.8801860185266704,"[0.25, 0.25, 0.25, 0.25]","[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[0.3847231803800547, 0.16993228786871253, 0.199946027612524, 0.24539850413870848]",0.05100626017165975,0.375,True,12.576445679436105,0.0,840.7512535226641,840.7512535226641,0.0,22.366646265752635,0.0,a08c464eda2e8f88503d5fd6905cf77f4350174933d77ae8b404379d7e5a2dc8,179cf24b1ec482160ba8b2dc80043a53d3a05792fd6dd18e9b456736f70dbbd0
BNCI2014_001,EEGConformerMini,0,2,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.28226951072596607,0.28226951072596607,0.0,0.8949011254666208,0.8949011254666208,0.8068091743149055,0.8068091743149055,"[0.25, 0.25, 0.25, 0.25]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]",0.2934483837021516,0.6302083333333334,True,29.974083009817694,0.0,1900.8012871542335,1900.8012871542335,0.0,36.60665698729877,0.0,de67ef48f3d41ed5cb077b82cb314c88b60a63d2fe07333ce519fd31002cb158,ce78a03edbd4914e1921e22ba14c4b69db1b634b958c64ba5344c572e69f251f
BNCI2014_001,EEGConformerMini,0,2,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.28226951072596607,0.31174883760610184,0.02947932688013577,0.8949011254666208,0.8844192885590374,0.8068091743149055,0.7892321420981451,"[0.25, 0.25, 0.25, 0.25]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[0.6016389606871251, 0.13223301442573449, 0.16655596729471303, 0.09957205759242706]",0.28483143939918076,0.6302083333333334,True,29.974083009817694,0.0,1900.8012871542335,1900.8012871542335,0.0,36.60665698729877,0.0,2fb1a93c8f349bd4c374b6061addaf4db812441955938e47f878a3dc9a1a8ae3,3ff6df112b9d5a6e15edd9612fc353a8ba4c5fca9c1b16c25b11028970c5b8d4
BNCI2014_001,EEGConformerMini,0,2,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.28226951072596607,0.194160725748407,-0.08810878497755906,0.8949011254666208,0.9204568947234085,0.8068091743149055,0.8475279666756086,"[0.25, 0.25, 0.25, 0.25]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[0.3886252797423941, 0.1870370556388738, 0.1972504329374853, 0.22708723168124612]",0.04859939059257742,0.3975694444444444,True,29.974083009817694,29.9740830098177,1900.8012871542335,0.0036408673570868873,1900.7988170693948,12.358802733898369,0.0,90efea1da469f60bca7fbf22c656f1c8cdbec085526187b71c922c486c103c56,eca5c425ebad4eaeab732c7421973709006750ecb52fb8aed17278b90e46d442
BNCI2014_001,EEGConformerMini,0,2,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.28226951072596607,0.4155337932171691,0.13326428249120303,0.8949011254666208,0.8282973094331311,0.8068091743149055,0.6864564103550579,"[0.25, 0.25, 0.25, 0.25]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[0.44014245054940004, 0.15895344843415557, 0.1881501159885065, 0.21275398502793777]",0.08918049685314683,0.4982638888888889,True,29.974083009817694,29.974083009817626,1900.8012871542335,1900.8012871542335,1.845263407500361e-13,29.17328248663184,29.974083009817626,3a89009e989bc32e9db31b939662ad816b2908b4546858e470c2d500b676b4d5,01557d152ebdf17da579147524f5c68688114b9800f5f14e903613b39be2e904
BNCI2014_001,EEGConformerMini,0,2,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.28226951072596607,0.268681071144428,-0.013588439581538048,0.8949011254666208,0.8990174827548257,0.8068091743149055,0.8094888518567652,"[0.25, 0.25, 0.25, 0.25]","[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[0.671014517120958, 0.11775023607903437, 0.11772331186253784, 0.09351193493747022]",0.39324184092842634,0.6979166666666666,True,29.974083009817694,0.0,1900.8012871542335,1900.8012871542335,0.0,33.97137897419453,0.0,f52ce924ad086c23f1290834aab770cb7f022fd8da8b75c0fce5bc0540c2f1a6,18e287be1eff4e952f8b3095176413c34425b367ebacefef9f11e49d657a2b26
