dataset,backbone,seed,fold_id,baseline,artifact_path,source_replay_axis,BN_axis,target_bacc,target_macro_f1,target_nll,target_ece,n_eval,prediction_change_rate_vs_erm,mean_confidence,bacc_nll_divergence_flag
BNCI2014_001,EEGConformerMini,0,1,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5364583333333334,0.5367763012928499,4.048349972959693,0.4074827220120484,576,0.0,0.9413673668185412,False
BNCI2014_001,EEGConformerMini,0,1,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5364583333333334,0.5367763012928499,3.782660264022268,0.4006617715438979,576,0.0,0.9349210868457914,False
BNCI2014_001,EEGConformerMini,0,1,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5277777777777777,0.530305584565662,5.273445821441282,0.43329781608693096,576,0.06770833333333333,0.9610755938647088,False
BNCI2014_001,EEGConformerMini,0,1,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5347222222222222,0.5357233448310413,4.018363393597288,0.407053480283875,576,0.0798611111111111,0.9414847245627027,False
BNCI2014_001,EEGConformerMini,0,1,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.4982638888888889,0.5083479672200937,4.638083309249961,0.4394751870444871,576,0.14756944444444445,0.9377390759333761,False
BNCI2014_001,EEGConformerMini,0,2,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2534722222222222,0.2248680261816648,5.53554102430527,0.6422742672875992,576,0.0,0.8949011254666208,False
BNCI2014_001,EEGConformerMini,0,2,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2534722222222222,0.2248680261816648,5.194508342386134,0.6309470663368151,576,0.0,0.8844192885590374,False
BNCI2014_001,EEGConformerMini,0,2,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.265625,0.2651275367162057,8.500247429165904,0.6570755488498622,576,0.25,0.9204568947234085,True
BNCI2014_001,EEGConformerMini,0,2,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.25,0.23959451401240003,5.008743250939135,0.578297309433131,576,0.1371527777777778,0.8282973094331311,False
BNCI2014_001,EEGConformerMini,0,2,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.25,0.20897666277215518,5.466543073179876,0.6490174827548257,576,0.08159722222222222,0.8990174827548257,False
BNCI2014_001,EEGConformerMini,0,3,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5520833333333334,0.5625347640128746,2.994691534301647,0.36013282016100606,576,0.0,0.9122161534943394,False
BNCI2014_001,EEGConformerMini,0,3,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5520833333333334,0.5625347640128746,2.7682781259482274,0.35254281281306143,576,0.0,0.9046261461463949,False
BNCI2014_001,EEGConformerMini,0,3,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5711805555555556,0.5773493585235948,4.076315185673393,0.371122925100635,576,0.1111111111111111,0.9423034806561906,True
BNCI2014_001,EEGConformerMini,0,3,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5815972222222222,0.587690823187011,2.742133792743518,0.34172520143608837,576,0.10590277777777778,0.9233224236583106,False
BNCI2014_001,EEGConformerMini,0,3,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.5104166666666667,0.5248419748033748,4.131501350573224,0.432036221533883,576,0.2517361111111111,0.9424528882005497,False
BNCI2014_001,EEGConformerMini,0,4,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.37847222222222227,0.3525072156471543,5.5514725852340785,0.5369701277041949,576,0.0,0.915442349926417,False
BNCI2014_001,EEGConformerMini,0,4,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.37847222222222227,0.3525072156471543,5.185815818369591,0.5289438269380531,576,0.0,0.9074160491602752,False
BNCI2014_001,EEGConformerMini,0,4,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.35937500000000006,0.3587307406369857,6.492944691902723,0.5762006433714972,576,0.2309027777777778,0.9355756433714973,False
BNCI2014_001,EEGConformerMini,0,4,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.359375,0.36216123442372045,4.556847413776341,0.5314173545012126,576,0.24479166666666666,0.888307465690668,False
BNCI2014_001,EEGConformerMini,0,4,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.3611111111111111,0.34519710392506875,5.157372090947641,0.5461035829655437,576,0.1736111111111111,0.9072146940766549,False
BNCI2014_001,EEGConformerMini,0,5,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2604166666666667,0.1943828816449197,8.25372683493965,0.6735367830024974,576,0.0,0.9339534496691643,False
BNCI2014_001,EEGConformerMini,0,5,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2604166666666667,0.1943828816449197,7.766059963543087,0.6673982156146023,576,0.0,0.9269580787745669,False
BNCI2014_001,EEGConformerMini,0,5,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2795138888888889,0.27831796584197943,8.241183322021957,0.6416617447456998,576,0.5173611111111112,0.9183023385405049,False
BNCI2014_001,EEGConformerMini,0,5,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2552083333333333,0.25203788573699776,6.0398426279456965,0.6181843780422656,576,0.5555555555555556,0.871273874064896,False
BNCI2014_001,EEGConformerMini,0,5,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2586805555555556,0.2413414798476392,6.272234535622932,0.6346136753361884,576,0.2743055555555556,0.893294230891744,False
BNCI2014_001,EEGConformerMini,0,6,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2881944444444445,0.26433040134989616,7.753686434492585,0.6539064074437728,576,0.0,0.9421008518882172,False
BNCI2014_001,EEGConformerMini,0,6,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.2881944444444445,0.26433040134989616,7.234720604962841,0.6474159332937071,576,0.0,0.9356103777381514,False
BNCI2014_001,EEGConformerMini,0,6,MATCHED_CORAL,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.34375,0.3465327134155471,7.171109643207769,0.6067242855064151,576,0.24131944444444445,0.9504742855064152,False
BNCI2014_001,EEGConformerMini,0,6,SPDIM,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.3559027777777778,0.36214857114420435,5.699205345735991,0.5625721037609012,576,0.2552083333333333,0.9175440553876667,False
BNCI2014_001,EEGConformerMini,0,6,T3A,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.3055555555555556,0.29302680870697845,7.595634252802976,0.6296295997837313,576,0.078125,0.934855810027904,False
BNCI2014_001,EEGConformerMini,0,7,ERM_NO_ADAPT,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_7.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.3177083333333333,0.30402140957880264,4.422925561439354,0.5495882225681065,576,0.0,0.8667212172565446,False
BNCI2014_001,EEGConformerMini,0,7,TTA_CONTROL_REPLAY,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_7.npz,NOT_AVAILABLE_IN_THIS_REPLAY,NOT_TESTED_IN_FROZEN_FEATURE_REPLAY,0.3177083333333333,0.30402140957880264,4.172870816053524,0.5405509007590803,576,0.0,0.8576178191176935,False
