path,size_bytes,over_50mb,passed
oaci/reports/C70_RED_TEAM_VERIFICATION.md,1369,0,1
oaci/reports/C70_SPLIT_LABEL_INFORMATION_BUDGET.json,3211,0,1
oaci/reports/C70_SPLIT_LABEL_INFORMATION_BUDGET.md,2919,0,1
oaci/reports/c70_tables/C71_T3_CONFIRMATORY_PROTOCOL.json,1396,0,1
oaci/reports/c70_tables/C71_T3_CONFIRMATORY_PROTOCOL.sha256,65,0,1
oaci/reports/c70_tables/actionability_budget_curve.csv,658,0,1
oaci/reports/c70_tables/blocked_permutation_summary.csv,252,0,1
oaci/reports/c70_tables/c69_permutation_resolution_audit.csv,284,0,1
oaci/reports/c70_tables/c69_sampling_blindness_audit.csv,489,0,1
oaci/reports/c70_tables/c69_source_feature_availability.csv,483,0,1
oaci/reports/c70_tables/c69_split_contract_audit.csv,852,0,1
oaci/reports/c70_tables/c69_t1_t2_overlap.csv,268,0,1
oaci/reports/c70_tables/c69_unit_dependency_graph.csv,17258,0,1
oaci/reports/c70_tables/cluster_bootstrap_summary.csv,2528,0,1
oaci/reports/c70_tables/conditional_cs_block_summary.csv,423,0,1
oaci/reports/c70_tables/failure_reason_ledger.csv,753,0,1
oaci/reports/c70_tables/feature_availability_ledger.csv,483,0,1
oaci/reports/c70_tables/finite_population_budget_bound.csv,961,0,1
oaci/reports/c70_tables/forbidden_claim_scan.csv,694,0,1
oaci/reports/c70_tables/label_budget_curve.csv,1740,0,1
oaci/reports/c70_tables/label_budget_gauge_recovery_curve.csv,516,0,1
oaci/reports/c70_tables/paired_candidate_sample_complexity.csv,590,0,1
oaci/reports/c70_tables/per_target_label_budget_curve.csv,2226308,0,1
oaci/reports/c70_tables/rank_vs_gauge_budget_decomposition.csv,500,0,1
oaci/reports/c70_tables/red_team_failure_ledger.csv,1220,0,1
oaci/reports/c70_tables/schema_validation_summary.csv,881,0,1
oaci/reports/c70_tables/test_command_manifest.csv,569,0,1
