dataset,subject,seed,n_cls,source_sessions,cal_session,query_sessions,n_cal,n_query,cal_per_class,fallback_used,reason
BNCI2014_004,1,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,1,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,1,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,2,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,560,0:60;1:60,False,OK
BNCI2014_004,2,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,560,0:60;1:60,False,OK
BNCI2014_004,2,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,560,0:60;1:60,False,OK
BNCI2014_004,3,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,3,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,3,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,4,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,4,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,4,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,5,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,5,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,5,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,620,0:60;1:60,False,OK
BNCI2014_004,6,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,6,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,6,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,7,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,7,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,7,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,8,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,160,600,0:80;1:80,False,OK
BNCI2014_004,8,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,160,600,0:80;1:80,False,OK
BNCI2014_004,8,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,160,600,0:80;1:80,False,OK
BNCI2014_004,9,0,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,9,1,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
BNCI2014_004,9,2,2,0train|1train|2train|3test|4test,0train,1train|2train|3test|4test,120,600,0:60;1:60,False,OK
