dataset,subject,seed,n_cls,source_sessions,cal_session,query_sessions,n_cal,n_query,cal_per_class,fallback_used,reason
Lee2019_MI,10,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,10,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,10,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,11,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,11,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,11,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,12,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,12,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,12,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,13,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,13,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,13,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,14,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,14,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,14,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,15,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,15,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,15,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,16,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,16,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,16,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,17,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,17,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,17,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,18,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,18,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,18,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,19,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,19,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,19,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,1,0,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,1,1,2,0|1,0,1,100,100,0:50;1:50,False,OK
Lee2019_MI,1,2,2,0|1,0,1,100,100,0:50;1:50,False,OK
