path,size_bytes,over_50mb,passed
oaci/reports/C64_ATOM_IDENTITY_GATE_PROTOCOL.md,324,0,1
oaci/reports/C64_NEW_TRAINING_MINIMAL_PROTOCOL.md,214,0,1
oaci/reports/C64_RED_TEAM_VERIFICATION.md,1074,0,1
oaci/reports/C64_RESERVED_HOLDOUT_POLICY.md,158,0,1
oaci/reports/C64_SPLIT_LABEL_PROTOCOL.md,290,0,1
oaci/reports/C64_TRIAL_LEVEL_INSTRUMENTATION_READINESS.json,3983,0,1
oaci/reports/C64_TRIAL_LEVEL_INSTRUMENTATION_READINESS.md,2256,0,1
oaci/reports/c64_tables/atom_trace_claim_boundary.csv,368,0,1
oaci/reports/c64_tables/atom_trace_schema.json,145,0,1
oaci/reports/c64_tables/availability_tag_definitions.csv,647,0,1
oaci/reports/c64_tables/c64_gate_decision.json,735,0,1
oaci/reports/c64_tables/checkpoint_inventory_summary.csv,477,0,1
oaci/reports/c64_tables/conditional_cs_feasibility_matrix.csv,723,0,1
oaci/reports/c64_tables/forbidden_claim_scan.csv,833,0,1
oaci/reports/c64_tables/frozen_path_closure_ledger.csv,883,0,1
oaci/reports/c64_tables/frozen_path_saturation_decision.csv,426,0,1
oaci/reports/c64_tables/full_cs_supported_flag.json,105,0,1
oaci/reports/c64_tables/hankel_variable_mapping.csv,520,0,1
oaci/reports/c64_tables/instrumentation_power_simulation.csv,358,0,1
oaci/reports/c64_tables/minimum_sample_requirements.csv,433,0,1
oaci/reports/c64_tables/red_team_failure_ledger.csv,937,0,1
oaci/reports/c64_tables/reinference_only_feasibility.csv,550,0,1
oaci/reports/c64_tables/reinference_resource_estimate.csv,460,0,1
oaci/reports/c64_tables/reinference_risk_ledger.csv,469,0,1
oaci/reports/c64_tables/remaining_summary_escape_hatches.csv,611,0,1
oaci/reports/c64_tables/replication_pass_fail_criteria.csv,429,0,1
oaci/reports/c64_tables/replication_protocol_options.csv,444,0,1
oaci/reports/c64_tables/sample_level_missing_data_ledger.csv,556,0,1
oaci/reports/c64_tables/schema_validation_summary.csv,1059,0,1
oaci/reports/c64_tables/split_label_forbidden_claims.csv,412,0,1
oaci/reports/c64_tables/split_label_power_requirements.csv,307,0,1
oaci/reports/c64_tables/test_command_manifest.csv,1088,0,1
oaci/reports/c64_tables/training_necessity_decision.csv,522,0,1
oaci/reports/c64_tables/training_vs_reinference_tradeoff.csv,304,0,1
oaci/reports/c64_tables/trial_level_cache_minimal_columns.csv,1246,0,1
oaci/reports/c64_tables/trial_level_cache_schema.json,7493,0,1
oaci/reports/c64_tables/value_of_information_summary.csv,365,0,1
