seed,method_id,mean_spearman,mean_pairwise_order_accuracy,mean_standardized_regret,source_relative_regret_gain,measurement_substitutes_for_decision
3,S1,-0.3985954929867659,0.35650302966221337,0.7794759728707445,0.0,0
3,S2,-0.2461555262992955,0.4131171124717948,0.7458422347149141,0.033633738155830484,0
3,U1,-0.6550486781070191,0.2533709474100024,0.9507639950753006,-0.17128802220455608,0
3,U11,-0.38140583745545675,0.3727044378039844,0.9461808356169957,-0.16670486274625118,0
3,U12,-0.28792264636017256,0.40578235785579886,0.7341894679164005,0.04528650495434405,0
3,U13,0.2766049969060458,0.6001597033666394,0.33864056415217253,0.440835408718572,0
3,U14,0.13656276422558328,0.5378981619797175,0.7622112039203117,0.01726476895043283,0
3,U15,-0.3985777467240019,0.35650302966221337,0.7794759728707445,0.0,0
3,U2,-0.6569177198251688,0.2531200228258511,0.9507639950753006,-0.17128802220455608,0
3,U3,-0.1640475351170489,0.4397652310397542,0.7823694148715953,-0.0028934420008507322,0
3,U4,-0.4189177482030724,0.3555379599082506,0.7438539057439516,0.035622067126792945,0
3,U5,-0.49135731609456934,0.3276038519823856,0.763311452913763,0.016164519956981538,0
3,U6,-0.47862843256393717,0.32151736279521936,0.7706043707603751,0.008871602110369414,0
3,U7,-0.3446210523894161,0.3777242020744745,0.6415178176313072,0.13795815523943733,0
4,S1,-0.4600625605477643,0.3359155975395449,0.8048232601796825,0.0,0
4,S2,-0.31884626457116116,0.3868510596802508,0.7511831739965471,0.05364008618313543,0
4,U1,-0.7163506867703983,0.23458416004227015,0.8929213720555298,-0.08809811187584726,0
4,U11,-0.4144676085973219,0.36224344802000696,0.8741790516622012,-0.06935579148251869,0
4,U12,-0.35021667771614484,0.3832539305734985,0.725759671344317,0.07906358883536557,0
4,U13,0.18423166857231696,0.5687197878334598,0.4653350333230629,0.3394882268566196,0
4,U14,0.1631734429098003,0.5484670140652104,0.6610950733080356,0.1437281868716469,0
4,U15,-0.46000257857505034,0.3359155975395449,0.8048232601796825,0.0,0
4,U2,-0.7227724826464956,0.23066919922932466,0.9036117710186337,-0.09878851083895113,0
4,U3,-0.28915225779850207,0.3954862460086548,0.821105690726313,-0.016282430546630478,0
4,U4,-0.45779620069045324,0.3409545162492596,0.7477983367700073,0.05702492340967524,0
4,U5,-0.5205920077857925,0.31679841550262516,0.7661732914334574,0.03864996874622517,0
4,U6,-0.5511508118050632,0.2978359956983535,0.8328870248791298,-0.02806376469944727,0
4,U7,-0.3694303452419798,0.3702525031845862,0.7209056660389691,0.08391759414071343,0
