seed,method_id,information_class,mean_standardized_regret,mean_selected_utility,source_relative_regret_gain,top1,top5,top10,coverage_top1,coverage_top5,coverage_top10,target_count,context_count
3,B1,I0,0.514146369187663,0.475,0.26532960368308156,0.0625,0.125,0.3125,0.0625,0.3125,0.375,8,16
3,B2,I0,0.38275474312529983,0.5936197916666666,0.3967212297454447,0.0,0.125,0.25,0.125,0.4375,0.5,8,16
3,B3,I0,0.5875927158017974,0.4076822916666667,0.19188325706894716,0.0,0.125,0.25,0.0,0.3125,0.375,8,16
3,B4O,I0,0.36685361869431765,0.6114583333333333,0.4126223541764269,0.0,0.125,0.25,0.1875,0.375,0.4375,8,16
3,B4S,I0,0.6694283702277943,0.32786458333333335,0.11004760264295022,0.0,0.125,0.25,0.0,0.3125,0.375,8,16
3,S1,IS,0.7794759728707445,0.22291666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,S2,IS,0.7458422347149141,0.25520833333333337,0.033633738155830484,0.0,0.0,0.0625,0.0,0.0625,0.0625,8,16
3,U1,IU,0.9507639950753006,0.06302083333333333,-0.17128802220455608,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,U2,IU,0.9507639950753006,0.06302083333333333,-0.17128802220455608,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,U3,IU,0.7823694148715953,0.21432291666666667,-0.0028934420008507322,0.0,0.0,0.0,0.0,0.3125,0.5,8,16
3,U4,IU,0.7438539057439516,0.2572916666666667,0.035622067126792945,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,U5,IU,0.763311452913763,0.24010416666666667,0.016164519956981538,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,U6,ISU,0.7706043707603751,0.23229166666666667,0.008871602110369414,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,U7,ISU,0.6415178176313072,0.3541666666666667,0.13795815523943733,0.0,0.0625,0.0625,0.0,0.0625,0.0625,8,16
3,U11,IU,0.9461808356169957,0.06692708333333333,-0.16670486274625118,0.0,0.0,0.0,0.0,0.0,0.0625,8,16
3,U12,ISU,0.7341894679164005,0.26666666666666666,0.04528650495434405,0.0,0.0625,0.0625,0.0,0.0625,0.0625,8,16
3,U13,ISU,0.33864056415217253,0.6361979166666667,0.440835408718572,0.125,0.3125,0.375,0.125,0.6875,0.8125,8,16
3,U14,IU,0.7622112039203117,0.23750000000000004,0.01726476895043283,0.0,0.125,0.125,0.0,0.1875,0.25,8,16
3,U15,ISU,0.7794759728707445,0.22291666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16
3,B0,I0,0.48198217863506276,0.5,0.2974937942356818,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.07021604938271607,0.29658366129885116,0.4882896261110538,8,16
3,B5,IOr,0.0,0.9463541666666666,0.7794759728707445,1.0,1.0,1.0,0.9375,0.9375,0.9375,8,16
4,B1,I0,0.4236039414725074,0.562890625,0.3812193187071751,0.0625,0.125,0.25,0.125,0.375,0.5,8,16
4,B2,I0,0.35048034859056487,0.6351562500000001,0.45434291158911766,0.0625,0.125,0.25,0.125,0.25,0.5,8,16
4,B3,I0,0.5524925321886625,0.45364583333333336,0.2523307279910201,0.0,0.0625,0.1875,0.0625,0.25,0.5,8,16
4,B4O,I0,0.43622598833231857,0.5537760416666666,0.36859727184736396,0.0,0.0625,0.1875,0.0625,0.3125,0.5625,8,16
4,B4S,I0,0.6653223898433219,0.34791666666666665,0.1395008703363606,0.0,0.0625,0.1875,0.0625,0.3125,0.5625,8,16
4,S1,IS,0.8048232601796825,0.22213541666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,S2,IS,0.7511831739965471,0.27083333333333337,0.05364008618313543,0.0,0.0,0.0,0.0,0.0,0.0625,8,16
4,U1,IU,0.8929213720555298,0.13645833333333335,-0.08809811187584726,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U2,IU,0.9036117710186337,0.12838541666666667,-0.09878851083895113,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U3,IU,0.821105690726313,0.19453125,-0.016282430546630478,0.0,0.0,0.0,0.0,0.25,0.3125,8,16
4,U4,IU,0.7477983367700073,0.27265625000000004,0.05702492340967524,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U5,IU,0.7661732914334574,0.25520833333333337,0.03864996874622517,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U6,ISU,0.8328870248791298,0.19817708333333334,-0.02806376469944727,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U7,ISU,0.7209056660389691,0.2963541666666667,0.08391759414071343,0.0,0.0,0.0,0.0,0.0625,0.125,8,16
4,U11,IU,0.8741790516622012,0.15026041666666667,-0.06935579148251869,0.0,0.0,0.0,0.0,0.0625,0.0625,8,16
4,U12,ISU,0.725759671344317,0.29218750000000004,0.07906358883536557,0.0,0.0,0.0,0.0,0.0,0.0,8,16
4,U13,ISU,0.4653350333230629,0.5338541666666667,0.3394882268566196,0.0,0.25,0.3125,0.125,0.4375,0.625,8,16
4,U14,IU,0.6610950733080356,0.33489583333333334,0.1437281868716469,0.0625,0.1875,0.1875,0.0,0.1875,0.25,8,16
4,U15,ISU,0.8048232601796825,0.22213541666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16
