seed,target,level,method_id,spearman,kendall,pairwise_order_accuracy,performance_estimate_applicable,utility_estimation_MAE,incremental_R2,calibration_intercept,calibration_slope
3,1,0,S1,-0.37386090336165007,-0.2610039388214182,0.3689922480620155,1,0.23627346965020576,-0.7637174578055343,0.8492801083209651,-0.5827887806746788
3,1,0,S2,-0.24834852143387612,-0.18069503456867414,0.40917544947303164,0,NA,NA,NA,NA
3,1,0,U1,-0.6776539407888118,-0.48648663153104577,0.2554246745195288,0,NA,NA,NA,NA
3,1,0,U2,-0.6738710664796976,-0.4827800667193806,0.2572845629262244,0,NA,NA,NA,NA
3,1,0,U3,0.2824395588643709,0.16895757933173464,0.5852448853068816,0,NA,NA,NA,NA
3,1,0,U4,-0.46472893191520803,-0.32154449741194835,0.33818970861748293,0,NA,NA,NA,NA
3,1,0,U5,-0.5201960322327271,-0.3623167103402646,0.31773093614383136,0,NA,NA,NA,NA
3,1,0,U6,-0.4089908197068866,-0.2820078060875205,0.3586484810911345,1,0.23155933793922634,-0.6285306416465475,0.8639631136956787,-0.6291697378919521
3,1,0,U7,-0.307793946156602,-0.18761632386061913,0.4057925879788228,1,0.2368184156378601,-0.591071593205869,0.7228263953706241,-0.3911723784630255
3,1,0,U11,-0.6345065893406764,-0.43644800657356675,0.28084314941103533,0,NA,NA,NA,NA
3,1,0,U12,-0.3928317357178048,-0.27150587245446933,0.3632982021078735,0,NA,NA,NA,NA
3,1,0,U13,0.405199952430837,0.2803823352654245,0.6426994638915169,1,0.2458118998628258,-0.9780734075683668,-0.4061764639598069,1.2310680226686306
3,1,0,U14,0.2857255780403477,0.17142862253951138,0.5864848109113453,0,NA,NA,NA,NA
3,1,0,U15,-0.37386090336165007,-0.2610039388214182,0.3689922480620155,1,0.23300800041052058,-0.6416038074976838,0.8261867098383343,-0.5892189592325984
3,1,1,S1,-0.2009271393174918,-0.15560734047754105,0.4222636815920398,1,0.23320901920438958,-0.3407452736438361,0.6933234108865093,-0.3416001991467653
3,1,1,S2,-0.11515137863041326,-0.08381028221655791,0.4583850931677019,0,NA,NA,NA,NA
3,1,1,U1,-0.545131166090609,-0.3998771029742043,0.2993788819875776,0,NA,NA,NA,NA
3,1,1,U2,-0.5237654302497987,-0.3782286905935436,0.31024844720496897,0,NA,NA,NA,NA
3,1,1,U3,-0.10484116889327809,-0.05968776556382168,0.47018633540372673,0,NA,NA,NA,NA
3,1,1,U4,-0.1773965879087145,-0.12834415911391708,0.4357142857142857,0,NA,NA,NA,NA
3,1,1,U5,-0.262543336449787,-0.18834118771174818,0.40559006211180126,0,NA,NA,NA,NA
3,1,1,U6,-0.22872178314998434,-0.17102245780721964,0.4142857142857143,1,0.2289287315905773,-0.25810068563642585,0.750228147316251,-0.46661281896343754
3,1,1,U7,-0.25613557601744485,-0.17716426923677928,0.4109375,1,0.23085991083676266,-0.2259263777228182,0.6157517783730198,-0.22635127087353213
3,1,1,U11,-0.34688830526321807,-0.21988601718071096,0.38944099378881986,0,NA,NA,NA,NA
3,1,1,U12,-0.12694092842840793,-0.08504733435259566,0.4577639751552795,0,NA,NA,NA,NA
3,1,1,U13,0.530775312022104,0.38288641560822556,0.6931960049937578,1,0.25734739368998627,-0.6140159530950664,-0.4358514923660346,1.2681698294461141
3,1,1,U14,-0.06269691616711331,-0.05412103095165178,0.47267080745341616,0,NA,NA,NA,NA
3,1,1,U15,-0.2009271393174918,-0.15560734047754105,0.4222636815920398,1,0.2301838908123435,-0.283909261781232,0.6968197746888398,-0.3980377924519831
3,2,0,S1,-0.4380427554254908,-0.31019082311146706,0.3450201675457648,1,0.2515533907750343,-0.8481449163717434,0.9792509477283868,-0.7625878003390257
3,2,0,S2,-0.3774914469802348,-0.26441989407807015,0.36755583126550867,0,NA,NA,NA,NA
3,2,0,U1,-0.7886915205380692,-0.5940942883321318,0.20192307692307693,0,NA,NA,NA,NA
3,2,0,U2,-0.777816677189919,-0.5792496626996788,0.20936724565756823,0,NA,NA,NA,NA
3,2,0,U3,-0.12560839310641234,-0.06896565658410483,0.4652605459057072,0,NA,NA,NA,NA
3,2,0,U4,-0.636296908925102,-0.45678150123194106,0.27109181141439204,0,NA,NA,NA,NA
3,2,0,U5,-0.675335676790684,-0.4864707524968472,0.25620347394540943,0,NA,NA,NA,NA
3,2,0,U6,-0.6012331616810662,-0.4382257191913747,0.2803970223325062,1,0.22876862862525985,-0.5567822767840278,1.1604336257969936,-1.1423174153187194
3,2,0,U7,-0.4018533793014837,-0.2786226160676494,0.35997502341554793,1,0.22855366941015087,-0.6164810873686462,0.8791792325613218,-0.7038947310062875
3,2,0,U11,-0.2657165773436917,-0.15432225397070995,0.42245657568238215,0,NA,NA,NA,NA
3,2,0,U12,-0.5602859322102534,-0.39864005083816656,0.3002481389578164,0,NA,NA,NA,NA
3,2,0,U13,-0.10705653824933745,-0.06854841677377238,0.4656893325015596,1,0.22784636488340193,-0.54802963728524,0.702632528617305,-0.3271061952518503
3,2,0,U14,0.4347565878093831,0.30771671883939156,0.6541563275434243,0,NA,NA,NA,NA
3,2,0,U15,-0.4380427554254908,-0.31019082311146706,0.3450201675457648,1,0.21533680697353308,-0.3729696590020557,1.0436658915447508,-1.0376602726868152
3,2,1,S1,-0.5812733626421647,-0.42152507187705707,0.28841974542067683,1,0.2746624228395062,-1.164502640027194,1.062683435088018,-0.8753697734252485
3,2,1,S2,-0.2590396825965389,-0.1870461816837903,0.4057071960297767,0,NA,NA,NA,NA
3,2,1,U1,-0.8509609975040231,-0.6526520488173246,0.17245657568238212,0,NA,NA,NA,NA
3,2,1,U2,-0.8473135055698201,-0.642140362573938,0.1774193548387097,0,NA,NA,NA,NA
3,2,1,U3,-0.13923707600223745,-0.1116093745253691,0.4438585607940447,0,NA,NA,NA,NA
