tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
released,0,0.02554066300415607,0.340118356727504,0.44842850824972813,True
released,1,0.023662483758967515,0.3320928346720048,0.4434695989788462,True
released,2,0.022726716422581228,0.3038680031035953,0.41037136520785045,True
released,3,0.022794427010059414,0.30969247823362667,0.4212600622663216,True
released,4,0.02439887523395581,0.3459200578791198,0.4090061922243948,True
released,5,0.020752792462444037,0.3497421344240422,0.4105753559703348,True
released,6,0.019458369697377915,0.36687617329114874,0.4090709851212485,True
released,7,0.027188889958294955,0.37429455295502556,0.40700779854400815,True
released,8,0.028299116738701592,0.40576595162592033,0.479923951361345,True
released,9,0.02333478624477056,0.3949741800348012,0.4671076149156745,True
