tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H500_s0,0,0.025014704743378014,0.4438582851652286,0.5566797765695546,True
H500_s0,1,0.022717813278777997,0.42584145822810443,0.5636950256959553,True
H500_s0,2,0.021196836816664455,0.36913483109989853,0.5391156012570193,True
H500_s0,3,0.026049127461089228,0.3992658703979832,0.5334371905889375,True
H500_s0,4,0.03347659587522449,0.42556853743863204,0.5285837896275551,True
H500_s0,5,0.031261412844762373,0.4320153218505587,0.5480413838984304,True
H500_s0,6,0.030029443759409802,0.4430268258006126,0.5418746507511731,True
H500_s0,7,0.041511654863532504,0.4688361894491068,0.5382218605081128,True
H500_s0,8,0.036167679472150646,0.49254936902310775,0.5777786459837849,True
H500_s0,9,0.026677245202773037,0.4900390216729444,0.5677137967733085,True
