tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H1000_s0,0,0.019378557746583328,0.3868831661023465,0.5055299126342057,True
H1000_s0,1,0.022639294793376286,0.37498014197703666,0.4956280034710087,True
H1000_s0,2,0.021525693085714726,0.33282174051950786,0.4790924246832309,True
H1000_s0,3,0.02384422151923233,0.35419565168614026,0.49107527476697604,True
H1000_s0,4,0.022773061055825203,0.3836359644396181,0.4931482189775302,True
H1000_s0,5,0.016778555017857376,0.41062038177871063,0.49845330566333806,True
H1000_s0,6,0.01512263080079521,0.4023349191257444,0.4930411119704582,True
H1000_s0,7,0.027416524115676362,0.4159783583556932,0.4836167335154702,True
H1000_s0,8,0.02731592563569768,0.4694824485141984,0.555614955145225,True
H1000_s0,9,0.02085830231280754,0.44145274474021085,0.5417634395908077,True
