tag,omitted_test_subject,baseline_kappa,subject_erased_kappa,subject_delta_kappa,null_delta_kappa_mean,subject_minus_null_kappa,empirical_one_sided_p
H500_s0,1,0.5869402566283457,0.4983153435129335,0.08862491311541221,0.013618126051082528,0.07500678706432967,0.004975124378109453
H500_s0,2,0.6157583117991549,0.5274815821700426,0.08827672962911226,0.01376448764271398,0.07451224198639828,0.004975124378109453
H500_s0,3,0.5939769143445515,0.5142279690772164,0.07974894526733511,0.011968496183243178,0.06778044908409193,0.004975124378109453
H500_s0,4,0.5923849438326859,0.5084807800355889,0.08390416379709698,0.011723144837730244,0.07218101895936674,0.004975124378109453
H500_s0,5,0.5823436976086319,0.4974228149202321,0.08492088268839981,0.011655443739034202,0.07326543894936562,0.004975124378109453
H500_s0,6,0.5896574251636675,0.5302171563885785,0.05944026877508901,0.013580119715294364,0.045860149059794644,0.009950248756218905
H500_s0,7,0.5743463672857696,0.5009292629246644,0.07341710436110516,0.011846758675333828,0.06157034568577133,0.004975124378109453
H500_s0,8,0.5654387697645625,0.5150008828011907,0.050437886963371814,0.012630650706750146,0.03780723625662167,0.004975124378109453
H500_s0,9,0.5916124360154489,0.5088474561297684,0.08276497988568043,0.01326054401184313,0.06950443587383731,0.004975124378109453
H500_s0,10,0.5977325660831241,0.5143197227594065,0.08341284332371757,0.010970220533838528,0.07244262278987904,0.004975124378109453
