tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H200_s1,0,0.05249024692674352,0.46565797369258116,0.5748178058678255,True
H200_s1,1,0.07095695701026714,0.43532083295899815,0.5798793273601139,True
H200_s1,2,0.07788169361393464,0.40474482419093805,0.5639015000688077,True
H200_s1,3,0.07356225536462647,0.42664978167204354,0.5781918306575031,True
H200_s1,4,0.0681828741668562,0.4677394023775,0.5780712795870191,True
H200_s1,5,0.06932839586307693,0.4708414209397568,0.5611982094057866,True
H200_s1,6,0.0618893971033934,0.4953469506269597,0.5838217744271067,True
H200_s1,7,0.06272267431790465,0.4964609663612329,0.5938275139510565,True
H200_s1,8,0.07174614313719792,0.5023021230429292,0.60149890723823,True
H200_s1,9,0.060055027963228605,0.521827862843369,0.5944910343163834,True
