tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H2000_s1,0,0.021177697298595505,0.3422280461511146,0.49510801742345173,True
H2000_s1,1,0.02126832225826846,0.32870231510075276,0.4793675687841189,True
H2000_s1,2,0.019891004391314568,0.2947112215424617,0.44950146138269464,True
H2000_s1,3,0.027255737783245713,0.31109679437014803,0.4621331821192205,True
H2000_s1,4,0.023396934665394633,0.34222589042923357,0.4621531934880013,True
H2000_s1,5,0.018934829575235478,0.33632401941275814,0.4738155314754917,True
H2000_s1,6,0.017369436450788277,0.3376759658930363,0.4610740413731077,True
H2000_s1,7,0.025667704846155354,0.3548011442062266,0.4594075236722356,True
H2000_s1,8,0.026926904082688597,0.42191117184727467,0.5414786723943055,True
H2000_s1,9,0.022178791870731927,0.4076345198809139,0.5336121700772389,True
