tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H1000_s1,0,3;4;5;6;7;8;9;10,1,2,0,50,33,source_val_kappa_only,0.7517740064214986,0.5349809900091692,True,False
H1000_s1,0,3;4;5;6;7;8;9;10,1,2,1,50,46,source_val_kappa_only,0.7577305769746282,0.502306951189548,True,False
H1000_s1,0,3;4;5;6;7;8;9;10,1,2,2,50,41,source_val_kappa_only,0.7618036794030618,0.5060230726532298,True,False
H1000_s1,1,1;4;5;6;7;8;9;10,2,3,0,50,38,source_val_kappa_only,0.5903995750132404,0.7896952875955218,True,False
H1000_s1,1,1;4;5;6;7;8;9;10,2,3,1,50,47,source_val_kappa_only,0.5883678577665423,0.8033985167668433,True,False
H1000_s1,1,1;4;5;6;7;8;9;10,2,3,2,50,38,source_val_kappa_only,0.5900766873443604,0.7996246278965502,True,False
H1000_s1,2,1;2;5;6;7;8;9;10,3,4,0,50,23,source_val_kappa_only,0.7266167273726891,0.5507007350693165,True,False
H1000_s1,2,1;2;5;6;7;8;9;10,3,4,1,50,26,source_val_kappa_only,0.6701722098067568,0.6219057635256203,True,False
H1000_s1,2,1;2;5;6;7;8;9;10,3,4,2,50,12,source_val_kappa_only,0.7062211600938295,0.6357659471880907,True,False
H1000_s1,3,1;2;3;6;7;8;9;10,4,5,0,50,23,source_val_kappa_only,0.6252130253382602,1.0593735556138077,True,False
H1000_s1,3,1;2;3;6;7;8;9;10,4,5,1,50,44,source_val_kappa_only,0.6427046521980069,0.9540641647898692,True,False
H1000_s1,3,1;2;3;6;7;8;9;10,4,5,2,50,26,source_val_kappa_only,0.6233204559805007,0.9356379024522934,True,False
H1000_s1,4,1;2;3;4;7;8;9;10,5,6,0,50,32,source_val_kappa_only,0.7373094386588024,0.5790952553191873,True,False
H1000_s1,4,1;2;3;4;7;8;9;10,5,6,1,50,45,source_val_kappa_only,0.7300917384821451,0.5352147554838256,True,False
H1000_s1,4,1;2;3;4;7;8;9;10,5,6,2,50,24,source_val_kappa_only,0.756131829312352,0.5404087242540405,True,False
H1000_s1,5,1;2;3;4;5;8;9;10,6,7,0,50,18,source_val_kappa_only,0.551837005040767,0.7625224978932174,True,False
H1000_s1,5,1;2;3;4;5;8;9;10,6,7,1,50,28,source_val_kappa_only,0.5937712946543214,0.7078550278192853,True,False
H1000_s1,5,1;2;3;4;5;8;9;10,6,7,2,50,21,source_val_kappa_only,0.6113093910327905,0.7143958295782947,True,False
H1000_s1,6,1;2;3;4;5;6;9;10,7,8,0,50,12,source_val_kappa_only,0.731444759206799,0.6428578360102762,True,False
H1000_s1,6,1;2;3;4;5;6;9;10,7,8,1,50,49,source_val_kappa_only,0.7475330526706472,0.5247805476489091,True,False
H1000_s1,6,1;2;3;4;5;6;9;10,7,8,2,50,38,source_val_kappa_only,0.7254475851499457,0.5220370215490228,True,False
H1000_s1,7,1;2;3;4;5;6;7;10,8,9,0,50,43,source_val_kappa_only,0.8104028648684757,0.39466723629725614,True,False
H1000_s1,7,1;2;3;4;5;6;7;10,8,9,1,50,39,source_val_kappa_only,0.8344791613842666,0.40240613801235114,True,False
H1000_s1,7,1;2;3;4;5;6;7;10,8,9,2,50,50,source_val_kappa_only,0.8207433419265748,0.4147068621015967,True,False
H1000_s1,8,1;2;3;4;5;6;7;8,9,10,0,50,42,source_val_kappa_only,0.6626489456961058,0.668087038623915,True,False
H1000_s1,8,1;2;3;4;5;6;7;8,9,10,1,50,29,source_val_kappa_only,0.6577945538229653,0.6676483639616304,True,False
H1000_s1,8,1;2;3;4;5;6;7;8,9,10,2,50,27,source_val_kappa_only,0.6628210848365097,0.7348016887677461,True,False
H1000_s1,9,2;3;4;5;6;7;8;9,10,1,0,50,47,source_val_kappa_only,0.6975973579558643,0.7068978434350265,True,False
H1000_s1,9,2;3;4;5;6;7;8;9,10,1,1,50,44,source_val_kappa_only,0.6912273993317024,0.7213800146415185,True,False
H1000_s1,9,2;3;4;5;6;7;8;9,10,1,2,50,38,source_val_kappa_only,0.6702914830464394,0.737267352835113,True,False
