tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
released,0,3;4;5;6;7;8;9;10,1,2,0,50,40,source_val_kappa_only,0.7672116970677257,0.4992204346692546,True,False
released,0,3;4;5;6;7;8;9;10,1,2,1,50,43,source_val_kappa_only,0.7664929607330347,0.5126677810379294,True,False
released,0,3;4;5;6;7;8;9;10,1,2,2,50,50,source_val_kappa_only,0.7439366759711374,0.5366283838087533,True,False
released,1,1;4;5;6;7;8;9;10,2,3,0,50,34,source_val_kappa_only,0.6865731672623465,0.6879474053517075,True,False
released,1,1;4;5;6;7;8;9;10,2,3,1,50,49,source_val_kappa_only,0.6779503327846561,0.7074577719650157,True,False
released,1,1;4;5;6;7;8;9;10,2,3,2,50,20,source_val_kappa_only,0.6604198864441464,0.8379922369644173,True,False
released,2,1;2;5;6;7;8;9;10,3,4,0,50,20,source_val_kappa_only,0.7741905802776949,0.5284511355640469,True,False
released,2,1;2;5;6;7;8;9;10,3,4,1,50,50,source_val_kappa_only,0.7704975473020322,0.487084982817802,True,False
released,2,1;2;5;6;7;8;9;10,3,4,2,50,32,source_val_kappa_only,0.7645127672992544,0.5055657373667274,True,False
released,3,1;2;3;6;7;8;9;10,4,5,0,50,36,source_val_kappa_only,0.6537080265756867,0.8358035460049504,True,False
released,3,1;2;3;6;7;8;9;10,4,5,1,50,50,source_val_kappa_only,0.6554656153511315,0.7611326877128315,True,False
released,3,1;2;3;6;7;8;9;10,4,5,2,50,44,source_val_kappa_only,0.6567012148711613,0.8378441737664779,True,False
released,4,1;2;3;4;7;8;9;10,5,6,0,50,43,source_val_kappa_only,0.7693597987140062,0.48548396549589956,True,False
released,4,1;2;3;4;7;8;9;10,5,6,1,50,47,source_val_kappa_only,0.7718664974594224,0.4874421898351397,True,False
released,4,1;2;3;4;7;8;9;10,5,6,2,50,33,source_val_kappa_only,0.7750989564591579,0.4729210478977202,True,False
released,5,1;2;3;4;5;8;9;10,6,7,0,50,44,source_val_kappa_only,0.6847587335086008,0.6360046704910908,True,False
released,5,1;2;3;4;5;8;9;10,6,7,1,50,45,source_val_kappa_only,0.6717182385685805,0.6365363608326923,True,False
released,5,1;2;3;4;5;8;9;10,6,7,2,50,14,source_val_kappa_only,0.647921760391198,0.6850175855739663,True,False
released,6,1;2;3;4;5;6;9;10,7,8,0,50,33,source_val_kappa_only,0.7708064435385047,0.454945275455034,True,False
released,6,1;2;3;4;5;6;9;10,7,8,1,50,30,source_val_kappa_only,0.773337439224854,0.49138416131657087,True,False
released,6,1;2;3;4;5;6;9;10,7,8,2,50,41,source_val_kappa_only,0.7884807712750379,0.4713172685897182,True,False
released,7,1;2;3;4;5;6;7;10,8,9,0,50,42,source_val_kappa_only,0.8284219703574542,0.3708876862336404,True,False
released,7,1;2;3;4;5;6;7;10,8,9,1,50,34,source_val_kappa_only,0.8344765233115128,0.3808159557374451,True,False
released,7,1;2;3;4;5;6;7;10,8,9,2,50,24,source_val_kappa_only,0.8317894239917285,0.38953811936682325,True,False
released,8,1;2;3;4;5;6;7;8,9,10,0,50,32,source_val_kappa_only,0.6993092503219596,0.680992037115136,True,False
released,8,1;2;3;4;5;6;7;8,9,10,1,50,48,source_val_kappa_only,0.721080446271286,0.6329944276960302,True,False
released,8,1;2;3;4;5;6;7;8,9,10,2,50,47,source_val_kappa_only,0.700622650490058,0.6333442042689996,True,False
released,9,2;3;4;5;6;7;8;9,10,1,0,50,40,source_val_kappa_only,0.6725074200285808,0.7481105442425575,True,False
released,9,2;3;4;5;6;7;8;9,10,1,1,50,36,source_val_kappa_only,0.6497757335837862,0.799466489418025,True,False
released,9,2;3;4;5;6;7;8;9,10,1,2,50,36,source_val_kappa_only,0.6937765514825034,0.7481166644585776,True,False
