tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H1000_s1,0,0.18229725165482932,0.9760479041916168,0.9998041979949875,0.9658168458512851
H1000_s1,1,0.21568515824829027,0.9560117302052786,0.9990192873488069,0.9542853417141097
H1000_s1,2,0.27283058299855456,0.9454022988505747,0.9981020362170246,0.9435569250157901
H1000_s1,3,0.317214021901082,0.9327485380116959,0.9968361988612575,0.9475981880511556
H1000_s1,4,0.24720601155962788,0.9498525073746312,0.9989999271047914,0.9604717673999923
H1000_s1,5,0.2639118763706683,0.9478260869565217,0.9986011243900695,0.952998297555106
H1000_s1,6,0.20918636346311226,0.9615384615384616,0.9989022704983803,0.9548489919730595
H1000_s1,7,0.28593307383684513,0.9486404833836858,0.9932583434871763,0.9420116267033986
H1000_s1,8,0.26393465740972843,0.9472140762463344,0.9964894944872061,0.9464517118675368
H1000_s1,9,0.15917841675473046,0.9765395894428153,0.999898538961039,0.9685915037989616
