tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H2000_s0,0,3;4;5;6;7;8;9;10,1,2,0,50,47,source_val_kappa_only,0.7672471078019295,0.5364413442037392,True,False
H2000_s0,0,3;4;5;6;7;8;9;10,1,2,1,50,45,source_val_kappa_only,0.7843911569126676,0.49173924282693515,True,False
H2000_s0,0,3;4;5;6;7;8;9;10,1,2,2,50,41,source_val_kappa_only,0.7529436066928321,0.5403161269367732,True,False
H2000_s0,1,1;4;5;6;7;8;9;10,2,3,0,50,16,source_val_kappa_only,0.6170045451382877,0.8333065256640079,True,False
H2000_s0,1,1;4;5;6;7;8;9;10,2,3,1,50,44,source_val_kappa_only,0.5978613304467028,0.7866261695803909,True,False
H2000_s0,1,1;4;5;6;7;8;9;10,2,3,2,50,41,source_val_kappa_only,0.6022688715393005,0.7637201235797235,True,False
H2000_s0,2,1;2;5;6;7;8;9;10,3,4,0,50,19,source_val_kappa_only,0.7133025999388876,0.6427553542572417,True,False
H2000_s0,2,1;2;5;6;7;8;9;10,3,4,1,50,24,source_val_kappa_only,0.6432984341539991,0.7047359005689534,True,False
H2000_s0,2,1;2;5;6;7;8;9;10,3,4,2,50,7,source_val_kappa_only,0.6230308588692275,0.7896416135902385,True,False
H2000_s0,3,1;2;3;6;7;8;9;10,4,5,0,50,28,source_val_kappa_only,0.6178828645196359,1.0340329203498186,True,False
H2000_s0,3,1;2;3;6;7;8;9;10,4,5,1,50,21,source_val_kappa_only,0.6250183892176944,1.0388314933341527,True,False
H2000_s0,3,1;2;3;6;7;8;9;10,4,5,2,50,16,source_val_kappa_only,0.62912758228054,1.1093235696024133,True,False
H2000_s0,4,1;2;3;4;7;8;9;10,5,6,0,50,20,source_val_kappa_only,0.7232556954283675,0.5456356599685562,True,False
H2000_s0,4,1;2;3;4;7;8;9;10,5,6,1,50,18,source_val_kappa_only,0.7166813239526704,0.716486747128973,True,False
H2000_s0,4,1;2;3;4;7;8;9;10,5,6,2,50,45,source_val_kappa_only,0.7324884551581905,0.5349882095337003,True,False
H2000_s0,5,1;2;3;4;5;8;9;10,6,7,0,50,48,source_val_kappa_only,0.5948068350973308,0.740544924528832,True,False
H2000_s0,5,1;2;3;4;5;8;9;10,6,7,1,50,22,source_val_kappa_only,0.5676887961856862,0.7261212393000991,True,False
H2000_s0,5,1;2;3;4;5;8;9;10,6,7,2,50,8,source_val_kappa_only,0.5828339781382966,0.7918900045496934,True,False
H2000_s0,6,1;2;3;4;5;6;9;10,7,8,0,50,19,source_val_kappa_only,0.7785099603320833,0.46568020487140677,True,False
H2000_s0,6,1;2;3;4;5;6;9;10,7,8,1,50,36,source_val_kappa_only,0.7772185642541388,0.5047174195940197,True,False
H2000_s0,6,1;2;3;4;5;6;9;10,7,8,2,50,49,source_val_kappa_only,0.7695353612036094,0.5182496719094034,True,False
H2000_s0,7,1;2;3;4;5;6;7;10,8,9,0,50,13,source_val_kappa_only,0.8074150921226468,0.46185074167878504,True,False
H2000_s0,7,1;2;3;4;5;6;7;10,8,9,1,50,39,source_val_kappa_only,0.8203642324066754,0.38690834998921664,True,False
H2000_s0,7,1;2;3;4;5;6;7;10,8,9,2,50,39,source_val_kappa_only,0.7909039192618588,0.49479750155483704,True,False
H2000_s0,8,1;2;3;4;5;6;7;8,9,10,0,50,42,source_val_kappa_only,0.6926572783288198,0.659287469169938,True,False
H2000_s0,8,1;2;3;4;5;6;7;8,9,10,1,50,15,source_val_kappa_only,0.6672298645881024,0.7324958411440295,True,False
H2000_s0,8,1;2;3;4;5;6;7;8,9,10,2,50,29,source_val_kappa_only,0.6743717498434479,0.7122726846923862,True,False
H2000_s0,9,2;3;4;5;6;7;8;9,10,1,0,50,40,source_val_kappa_only,0.6952612597131067,0.7299235171749118,True,False
H2000_s0,9,2;3;4;5;6;7;8;9,10,1,1,50,28,source_val_kappa_only,0.6804860064052474,0.7405003153205382,True,False
H2000_s0,9,2;3;4;5;6;7;8;9,10,1,2,50,44,source_val_kappa_only,0.6883982503645074,0.7148736237246887,True,False
