tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H2000_s1,0,0.24403761613303415,0.9491017964071856,0.9961810095891904,0.9647047924143928
H2000_s1,1,0.2798097998581989,0.9384164222873901,0.9964393068635445,0.9604548183935029
H2000_s1,2,0.3255060999588014,0.9281609195402298,0.9949695824194762,0.9503237903118134
H2000_s1,3,0.3135817510590288,0.9269005847953217,0.9970461391803828,0.9531219271676881
H2000_s1,4,0.2472928239314726,0.9410029498525073,0.9983609901730611,0.9602857945220811
H2000_s1,5,0.26927251509979544,0.9449275362318841,0.9956145809056655,0.9539933087570327
H2000_s1,6,0.2385241528577973,0.9526627218934911,0.9967012775174702,0.9584603362849781
H2000_s1,7,0.23776141914690294,0.9486404833836858,0.9967799348068528,0.9562781527638435
H2000_s1,8,0.1739333371523379,0.9765395894428153,0.9992581193596639,0.9684887624212674
H2000_s1,9,0.13821815698533932,0.9794721407624634,1.0,0.9746783077716827
