tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H500_s1,0,0.024642606487091333,0.3876486502792257,0.5083789459886364,True
H500_s1,1,0.024421536541302562,0.3814345545833251,0.49971099543339476,True
H500_s1,2,0.01918584244863155,0.3341222404465817,0.4719494384870181,True
H500_s1,3,0.029364812706526522,0.35039678235106697,0.48183184290990444,True
H500_s1,4,0.030533402739651362,0.38950990450550194,0.4907724693297979,True
H500_s1,5,0.02561600470640745,0.3981028766636707,0.5018958379703308,True
H500_s1,6,0.023968435143470808,0.3907013976396659,0.4891476018005687,True
H500_s1,7,0.033319619221485505,0.41361910406039915,0.47193290886706973,True
H500_s1,8,0.03182651206120567,0.45760982733657285,0.554423933108785,True
H500_s1,9,0.0258689724895352,0.45212595304816006,0.5469684817967307,True
