tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
released,0,0.1966544350303335,0.9640718562874252,0.9998789587605377,0.9710787885955402
released,1,0.18071518763166777,0.9794721407624634,1.0,0.9635098448821476
released,2,0.22844512530794947,0.9712643678160919,0.998634416451207,0.9499009358031409
released,3,0.23430171829131716,0.9649122807017544,0.9994478603415132,0.958720937371254
released,4,0.23283455489605837,0.9646017699115044,0.9994500517598343,0.964341014623642
released,5,0.2962358572743024,0.9565217391304348,0.9949644529350528,0.9489391499332019
released,6,0.26051867964745584,0.9615384615384616,0.9978246494824446,0.9574182980826923
released,7,0.28682230006890846,0.9516616314199395,0.9959638473654492,0.9533718089972224
released,8,0.16248607556239547,0.9912023460410557,1.0,0.9649802446365356
released,9,0.15538861718144206,0.9824046920821115,0.9999572795625428,0.968512916139194
