tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H500_s0,0,0.3055101013298426,0.9221556886227545,0.9985279249259512,0.9404847888009888
H500_s0,1,0.2958873414331359,0.9442815249266863,0.9979806854091751,0.9410771440182414
H500_s0,2,0.401586416569017,0.9080459770114943,0.9947964119078045,0.9216913846986634
H500_s0,3,0.42601966326868457,0.9064327485380117,0.9929109303644487,0.917970780815397
H500_s0,4,0.39608674357398144,0.9056047197640118,0.9942610529912166,0.9252042344638279
H500_s0,5,0.3777182715957873,0.9217391304347826,0.9929638201234311,0.9288516933364528
H500_s0,6,0.23134777995355105,0.9585798816568047,0.9994464917233795,0.9506538584828377
H500_s0,7,0.25324141249359167,0.9607250755287009,0.9991283173348391,0.94324420605387
H500_s0,8,0.33933854501033917,0.9442815249266863,0.996153612786908,0.9379153719970158
H500_s0,9,0.25663523443488906,0.9442815249266863,0.9991168653234305,0.9484161511063576
