tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H2000_s1,0,3;4;5;6;7;8;9;10,1,2,0,50,45,source_val_kappa_only,0.7886096874461472,0.4792538954082405,True,False
H2000_s1,0,3;4;5;6;7;8;9;10,1,2,1,50,50,source_val_kappa_only,0.7784320543042429,0.4787796467641557,True,False
H2000_s1,0,3;4;5;6;7;8;9;10,1,2,2,50,41,source_val_kappa_only,0.778593971579658,0.4882367899292853,True,False
H2000_s1,1,1;4;5;6;7;8;9;10,2,3,0,50,28,source_val_kappa_only,0.6176707885334167,0.7826687926565354,True,False
H2000_s1,1,1;4;5;6;7;8;9;10,2,3,1,50,34,source_val_kappa_only,0.6244352921966,0.8123630789954241,True,False
H2000_s1,1,1;4;5;6;7;8;9;10,2,3,2,50,26,source_val_kappa_only,0.6268571447226239,0.7670665238089184,True,False
H2000_s1,2,1;2;5;6;7;8;9;10,3,4,0,50,19,source_val_kappa_only,0.6641830386953924,0.62973937564344,True,False
H2000_s1,2,1;2;5;6;7;8;9;10,3,4,1,50,7,source_val_kappa_only,0.6065366481406333,0.7725159960769125,True,False
H2000_s1,2,1;2;5;6;7;8;9;10,3,4,2,50,4,source_val_kappa_only,0.646338698707776,0.8074877088407261,True,False
H2000_s1,3,1;2;3;6;7;8;9;10,4,5,0,50,37,source_val_kappa_only,0.6221091779592186,0.9083670114087301,True,False
H2000_s1,3,1;2;3;6;7;8;9;10,4,5,1,50,42,source_val_kappa_only,0.6417361112684963,0.9104202096808653,True,False
H2000_s1,3,1;2;3;6;7;8;9;10,4,5,2,50,38,source_val_kappa_only,0.6283107657357156,0.9257433726992764,True,False
H2000_s1,4,1;2;3;4;7;8;9;10,5,6,0,50,33,source_val_kappa_only,0.7705573236622012,0.5319004928575015,True,False
H2000_s1,4,1;2;3;4;7;8;9;10,5,6,1,50,22,source_val_kappa_only,0.7618798017162626,0.5228120774357611,True,False
H2000_s1,4,1;2;3;4;7;8;9;10,5,6,2,50,40,source_val_kappa_only,0.7592247335520085,0.4754242354689139,True,False
H2000_s1,5,1;2;3;4;5;8;9;10,6,7,0,50,13,source_val_kappa_only,0.5946589405042451,0.759637685946926,True,False
H2000_s1,5,1;2;3;4;5;8;9;10,6,7,1,50,19,source_val_kappa_only,0.6018088561109594,0.7665105393189606,True,False
H2000_s1,5,1;2;3;4;5;8;9;10,6,7,2,50,21,source_val_kappa_only,0.6297251967488067,0.6789403394304442,True,False
H2000_s1,6,1;2;3;4;5;6;9;10,7,8,0,50,33,source_val_kappa_only,0.7442744304627478,0.4867790955179445,True,False
H2000_s1,6,1;2;3;4;5;6;9;10,7,8,1,50,18,source_val_kappa_only,0.7453130068115472,0.5200685596453195,True,False
H2000_s1,6,1;2;3;4;5;6;9;10,7,8,2,50,27,source_val_kappa_only,0.7240116313979121,0.5307905887554543,True,False
H2000_s1,7,1;2;3;4;5;6;7;10,8,9,0,50,34,source_val_kappa_only,0.8384398912981442,0.3817942041258556,True,False
H2000_s1,7,1;2;3;4;5;6;7;10,8,9,1,50,47,source_val_kappa_only,0.8434514566749598,0.3802238655121303,True,False
H2000_s1,7,1;2;3;4;5;6;7;10,8,9,2,50,31,source_val_kappa_only,0.8482796618770752,0.40369813243295916,True,False
H2000_s1,8,1;2;3;4;5;6;7;8,9,10,0,50,32,source_val_kappa_only,0.7112338572154324,0.6264932451797239,True,False
H2000_s1,8,1;2;3;4;5;6;7;8,9,10,1,50,34,source_val_kappa_only,0.6763532616413421,0.6642501584236082,True,False
H2000_s1,8,1;2;3;4;5;6;7;8,9,10,2,50,35,source_val_kappa_only,0.6960226677476182,0.6480495770434528,True,False
H2000_s1,9,2;3;4;5;6;7;8;9,10,1,0,50,47,source_val_kappa_only,0.6664292000167624,0.7497063894712138,True,False
H2000_s1,9,2;3;4;5;6;7;8;9,10,1,1,50,48,source_val_kappa_only,0.6715470982857794,0.7242008196808599,True,False
H2000_s1,9,2;3;4;5;6;7;8;9,10,1,2,50,38,source_val_kappa_only,0.6789781083238791,0.685681608636535,True,False
