tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H1000_s1,0,0.02016747929538857,0.37230783137978296,0.5103474086443528,True
H1000_s1,1,0.019305771460669224,0.37216721016046356,0.5023840972066619,True
H1000_s1,2,0.017544597782277946,0.3371798607614821,0.45790439702580443,True
H1000_s1,3,0.02024331085594136,0.3522231753678368,0.4564378113600157,True
H1000_s1,4,0.02215591126874749,0.3702254043444734,0.4652106508646323,True
H1000_s1,5,0.019701485216820965,0.37668946298757294,0.4838406676874489,True
H1000_s1,6,0.016681001364044587,0.3837415603557952,0.47460165753680894,True
H1000_s1,7,0.024576696284355964,0.39936825349682714,0.46438497886294083,True
H1000_s1,8,0.025413315107876172,0.4480128419175002,0.5194504885530615,True
H1000_s1,9,0.019184970284634093,0.4385531296178118,0.5351723237191086,True
