tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H500_s1,0,3;4;5;6;7;8;9;10,1,2,0,50,42,source_val_kappa_only,0.7336421540243196,0.5820807638416027,True,False
H500_s1,0,3;4;5;6;7;8;9;10,1,2,1,50,34,source_val_kappa_only,0.7185611575317563,0.5859272159150791,True,False
H500_s1,0,3;4;5;6;7;8;9;10,1,2,2,50,50,source_val_kappa_only,0.6995828760983451,0.6309087224396409,True,False
H500_s1,1,1;4;5;6;7;8;9;10,2,3,0,50,28,source_val_kappa_only,0.6523372280399481,0.7294081400098494,True,False
H500_s1,1,1;4;5;6;7;8;9;10,2,3,1,50,15,source_val_kappa_only,0.6326909861690493,0.7973901431894678,True,False
H500_s1,1,1;4;5;6;7;8;9;10,2,3,2,50,47,source_val_kappa_only,0.661627471711991,0.7187182107666056,True,False
H500_s1,2,1;2;5;6;7;8;9;10,3,4,0,50,23,source_val_kappa_only,0.623224809197179,0.7819160739184384,True,False
H500_s1,2,1;2;5;6;7;8;9;10,3,4,1,50,27,source_val_kappa_only,0.5757415604148775,0.8456302885428272,True,False
H500_s1,2,1;2;5;6;7;8;9;10,3,4,2,50,4,source_val_kappa_only,0.5943184563123064,0.8851704280116188,True,False
H500_s1,3,1;2;3;6;7;8;9;10,4,5,0,50,29,source_val_kappa_only,0.5134825332556827,1.1751853714293325,True,False
H500_s1,3,1;2;3;6;7;8;9;10,4,5,1,50,8,source_val_kappa_only,0.5462186417791168,1.1248651349183865,True,False
H500_s1,3,1;2;3;6;7;8;9;10,4,5,2,50,50,source_val_kappa_only,0.46769693067181795,1.2197619240825894,True,False
H500_s1,4,1;2;3;4;7;8;9;10,5,6,0,50,33,source_val_kappa_only,0.7447421896115076,0.6138156740599156,True,False
H500_s1,4,1;2;3;4;7;8;9;10,5,6,1,50,47,source_val_kappa_only,0.7083019405811561,0.5830509312848025,True,False
H500_s1,4,1;2;3;4;7;8;9;10,5,6,2,50,46,source_val_kappa_only,0.7289571742126486,0.5791285160987121,True,False
H500_s1,5,1;2;3;4;5;8;9;10,6,7,0,50,31,source_val_kappa_only,0.551392231007219,0.7809314437286967,True,False
H500_s1,5,1;2;3;4;5;8;9;10,6,7,1,50,16,source_val_kappa_only,0.5556819644495745,0.8149281136514451,True,False
H500_s1,5,1;2;3;4;5;8;9;10,6,7,2,50,34,source_val_kappa_only,0.5200896134789412,0.8121873845272978,True,False
H500_s1,6,1;2;3;4;5;6;9;10,7,8,0,50,43,source_val_kappa_only,0.7534648706924546,0.5180689954057637,True,False
H500_s1,6,1;2;3;4;5;6;9;10,7,8,1,50,49,source_val_kappa_only,0.7454308093994778,0.5530656736280509,True,False
H500_s1,6,1;2;3;4;5;6;9;10,7,8,2,50,41,source_val_kappa_only,0.7257940900962275,0.5545484694619225,True,False
H500_s1,7,1;2;3;4;5;6;7;10,8,9,0,50,23,source_val_kappa_only,0.7655768044417026,0.6533422304365236,True,False
H500_s1,7,1;2;3;4;5;6;7;10,8,9,1,50,10,source_val_kappa_only,0.7840692660925651,0.6583564823721457,True,False
H500_s1,7,1;2;3;4;5;6;7;10,8,9,2,50,48,source_val_kappa_only,0.7610863544002857,0.5132749117341969,True,False
H500_s1,8,1;2;3;4;5;6;7;8,9,10,0,50,20,source_val_kappa_only,0.6516704768203668,0.717696390476164,True,False
H500_s1,8,1;2;3;4;5;6;7;8,9,10,1,50,48,source_val_kappa_only,0.6686529055577173,0.6849003541341462,True,False
H500_s1,8,1;2;3;4;5;6;7;8,9,10,2,50,8,source_val_kappa_only,0.6338740978449752,0.8738772215292024,True,False
H500_s1,9,2;3;4;5;6;7;8;9,10,1,0,50,42,source_val_kappa_only,0.5749782941249431,0.9386566677718364,True,False
H500_s1,9,2;3;4;5;6;7;8;9,10,1,1,50,37,source_val_kappa_only,0.5755074683617725,1.0246955243046565,True,False
H500_s1,9,2;3;4;5;6;7;8;9,10,1,2,50,32,source_val_kappa_only,0.591413857800182,0.9840878700656998,True,False
