tag,omitted_test_subject,baseline_kappa,subject_erased_kappa,subject_delta_kappa,null_delta_kappa_mean,subject_minus_null_kappa,empirical_one_sided_p
H500_s1,1,0.5445651172500672,0.5053509148539652,0.03921420239610196,0.013201546621381288,0.026012655774720672,0.029850746268656716
H500_s1,2,0.5557103404173419,0.5103082328433877,0.04540210757395424,0.0140096007392598,0.03139250683469444,0.014925373134328358
H500_s1,3,0.5523953203434342,0.5186484915161603,0.03374682882727387,0.013016203564148983,0.020730625263124886,0.03482587064676617
H500_s1,4,0.5412271020443264,0.5110373691475041,0.030189732896822363,0.012463314722534306,0.017726418174288057,0.07960199004975124
H500_s1,5,0.5291791731528386,0.49566238888454095,0.03351678426829763,0.013479893716396303,0.020036890551901325,0.06467661691542288
H500_s1,6,0.5607576208047487,0.5344194931173569,0.026338127687391744,0.014988922098743983,0.01134920558864776,0.1691542288557214
H500_s1,7,0.5178214383003694,0.4869029686931967,0.030918469607172705,0.011874418703790085,0.01904405090338262,0.06467661691542288
H500_s1,8,0.5177328739856988,0.4862497776721725,0.031483096313526304,0.01040791311734517,0.021075183196181135,0.024875621890547265
H500_s1,9,0.5377053572413704,0.5173672743742116,0.02033808286715877,0.012383634100002983,0.007954448767155786,0.21393034825870647
H500_s1,10,0.5404812238083873,0.5095631383551753,0.030918085453211952,0.009649580778473502,0.02126850467473845,0.05472636815920398
