tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H200_s1,0,0.4838374197160301,0.8892215568862275,0.9883883129233266,0.8994830272027424
H200_s1,1,0.554144097483322,0.8709677419354839,0.9835805517835505,0.885248068187918
H200_s1,2,0.7805665964133288,0.8132183908045977,0.9719934291815594,0.8474733808210918
H200_s1,3,0.5822459229622562,0.8391812865497076,0.9903395768700838,0.8875638842582703
H200_s1,4,0.573091963416994,0.855457227138643,0.9854206683374915,0.8870985816631999
H200_s1,5,0.5648874288765214,0.8463768115942029,0.9854770246712252,0.8911508194037846
H200_s1,6,0.469040747067129,0.8668639053254438,0.9892637058860372,0.8964617050119809
H200_s1,7,0.6175927177945091,0.8459214501510574,0.9839618852171796,0.8817752738084111
H200_s1,8,0.5591245409582599,0.8651026392961877,0.9879856940450422,0.893550595002515
H200_s1,9,0.401842648475306,0.906158357771261,0.9950670332054131,0.9155611033950534
