tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,0,50,33,source_val_kappa_only,0.7506566849503724,0.5764635742892367,True,False
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,1,50,45,source_val_kappa_only,0.7345026333298597,0.5807378783168408,True,False
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,2,50,46,source_val_kappa_only,0.7352016995941837,0.5720050571062548,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,0,50,31,source_val_kappa_only,0.6093921439543559,0.7994898822073158,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,1,50,17,source_val_kappa_only,0.5965789370362129,0.8154556293172317,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,2,50,35,source_val_kappa_only,0.6267725824065982,0.7426175520178455,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,0,50,19,source_val_kappa_only,0.4800773889001847,0.9662456613211182,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,1,50,27,source_val_kappa_only,0.5175833595555603,0.8864234580218688,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,2,50,7,source_val_kappa_only,0.5956390873277455,0.9237874086370309,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,0,50,37,source_val_kappa_only,0.6218072089308396,0.953446406169816,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,1,50,29,source_val_kappa_only,0.6273452663359931,0.9061952696347293,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,2,50,39,source_val_kappa_only,0.6248207958018881,0.9826387285909535,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,0,50,50,source_val_kappa_only,0.7364960499503107,0.5811609748504598,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,1,50,13,source_val_kappa_only,0.7224202527037481,0.6233823695090385,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,2,50,22,source_val_kappa_only,0.727862675319238,0.5453378604824558,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,0,50,18,source_val_kappa_only,0.6105520783018696,0.7343271535792255,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,1,50,28,source_val_kappa_only,0.6141492256388223,0.6975401475348062,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,2,50,8,source_val_kappa_only,0.5470846007952012,0.8371004088321864,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,0,50,48,source_val_kappa_only,0.7848883402388817,0.41699761702649224,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,1,50,38,source_val_kappa_only,0.7866599518530498,0.48281062575670003,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,2,50,38,source_val_kappa_only,0.7840101764436099,0.45298484524869503,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,0,50,34,source_val_kappa_only,0.8409986401199484,0.3494917551294911,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,1,50,24,source_val_kappa_only,0.8388266300784591,0.4008161132785944,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,2,50,41,source_val_kappa_only,0.8323620840440915,0.3907647782822348,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,0,50,20,source_val_kappa_only,0.6967303537275533,0.6730470903260893,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,1,50,33,source_val_kappa_only,0.6621439075409337,0.7174962159510214,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,2,50,34,source_val_kappa_only,0.6609300387783226,0.7150028023643336,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,0,50,27,source_val_kappa_only,0.6544329338005601,0.7505707706759888,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,1,50,47,source_val_kappa_only,0.6993657672546029,0.6933323410481345,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,2,50,22,source_val_kappa_only,0.6757507162310331,0.7375567835432539,True,False
