path,size_bytes,over_50mb,passed
oaci/reports/C71_PROTOCOL_TIMING_AUDIT.md,576,0,1
oaci/reports/C71_RED_TEAM_VERIFICATION.md,1374,0,1
oaci/reports/C71_T3_HO_CONFIRMATORY_PROTOCOL.json,3118,0,1
oaci/reports/C71_T3_HO_CONFIRMATORY_PROTOCOL.sha256,65,0,1
oaci/reports/C71_T3_HO_HIERARCHICAL_CONFIRMATION.json,4875,0,1
oaci/reports/C71_T3_HO_HIERARCHICAL_CONFIRMATION.md,3089,0,1
oaci/reports/c71_tables/actionability_budget_curve.csv,751,0,1
oaci/reports/c71_tables/bandwidth_nested_null_audit.csv,163,0,1
oaci/reports/c71_tables/blocked_permutation_summary.csv,172,0,1
oaci/reports/c71_tables/cluster_bootstrap_summary.csv,1119,0,1
oaci/reports/c71_tables/conditional_cs_estimator_contract.csv,163,0,1
oaci/reports/c71_tables/conditional_observability_block_summary.csv,148,0,1
oaci/reports/c71_tables/construction_eval_overlap_audit.csv,148,0,1
oaci/reports/c71_tables/dependency_unit_summary.csv,242,0,1
oaci/reports/c71_tables/failure_reason_ledger.csv,494,0,1
oaci/reports/c71_tables/feature_availability_ledger.csv,379,0,1
oaci/reports/c71_tables/forbidden_claim_scan.csv,823,0,1
oaci/reports/c71_tables/label_budget_curve.csv,1800,0,1
oaci/reports/c71_tables/leave_one_target_out_summary.csv,272,0,1
oaci/reports/c71_tables/per_target_confirmatory_results.csv,460,0,1
oaci/reports/c71_tables/per_target_label_budget_curve.csv,2256385,0,1
oaci/reports/c71_tables/permutation_resolution_ledger.csv,207,0,1
oaci/reports/c71_tables/physical_view_manifest.csv,2165,0,1
oaci/reports/c71_tables/primary_hypothesis_summary.csv,1055,0,1
oaci/reports/c71_tables/protocol_timing.csv,531,0,1
oaci/reports/c71_tables/red_team_failure_ledger.csv,1195,0,1
oaci/reports/c71_tables/reliability_actionability_separation.csv,412,0,1
oaci/reports/c71_tables/risk_register.csv,5964,0,1
oaci/reports/c71_tables/schema_validation_summary.csv,1312,0,1
oaci/reports/c71_tables/shared_trial_split_contract.csv,353,0,1
oaci/reports/c71_tables/strict_source_adversary_summary.csv,469,0,1
oaci/reports/c71_tables/t1_t2_t3_overlap_matrix.csv,182,0,1
oaci/reports/c71_tables/t3_ho_cache_schema_audit.csv,486,0,1
oaci/reports/c71_tables/t3_ho_disjointness_ledger.csv,511,0,1
oaci/reports/c71_tables/t3_ho_external_cache_manifest.csv,846,0,1
oaci/reports/c71_tables/t3_ho_gauge_recovery.csv,312,0,1
oaci/reports/c71_tables/t3_ho_pair_margin_recovery.csv,194,0,1
oaci/reports/c71_tables/t3_ho_rank_vs_gauge_decomposition.csv,239,0,1
oaci/reports/c71_tables/test_command_manifest.csv,566,0,1
oaci/reports/c71_tables/unique_label_budget_ledger.csv,1152,0,1
