pair_id,pair_key,seed,target,level,regime,ucl_prefers,source_pareto_status,source_pareto_conflict,target_endpoint_prefers
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|1|1|S0_full_support|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|2|0|S0_full_support|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|2|1|S0_full_support|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|3|0|S0_full_support|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|3|1|S0_full_support|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|4|1|S0_full_support|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|5|0|S0_full_support|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|6|1|S0_full_support|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|7|1|S0_full_support|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S0_full_support,selected,source_pareto_incomparable,1,better
0|8|0|S0_full_support|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|9|0|S0_full_support|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S0_full_support,selected,source_pareto_incomparable,1,better
0|9|1|S0_full_support|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|1|0|S0_full_support|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S0_full_support,selected,source_pareto_incomparable,1,better
1|1|1|S0_full_support|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|2|0|S0_full_support|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S0_full_support,selected,source_pareto_incomparable,1,better
1|2|1|S0_full_support|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|3|0|S0_full_support|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S0_full_support,selected,source_pareto_incomparable,1,better
1|3|1|S0_full_support|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|5|1|S0_full_support|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|6|0|S0_full_support|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S0_full_support,selected,source_pareto_incomparable,1,better
1|6|1|S0_full_support|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|7|1|S0_full_support|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|8|0|S0_full_support|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S0_full_support,selected,source_pareto_incomparable,1,better
1|8|1|S0_full_support|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S0_full_support,selected,source_pareto_incomparable,1,better
1|9|1|S0_full_support|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S0_full_support,selected,source_pareto_incomparable,1,better
2|1|1|S0_full_support|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S0_full_support,selected,source_pareto_incomparable,1,better
2|2|1|S0_full_support|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S0_full_support,selected,source_pareto_incomparable,1,better
2|3|0|S0_full_support|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S0_full_support,selected,source_pareto_incomparable,1,better
2|3|1|S0_full_support|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S0_full_support,selected,source_pareto_incomparable,1,better
2|4|0|S0_full_support|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S0_full_support,selected,source_pareto_incomparable,1,better
2|4|1|S0_full_support|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S0_full_support,selected,selected_source_dominates_better,1,better
2|5|0|S0_full_support|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S0_full_support,selected,source_pareto_incomparable,1,better
