world,dataset,backbone,seed,fold,n_source,alpha,intervention,ground_truth,z_dim,m_eff,degenerate,cond,skip_reason,src_task_full,src_task_eras,task_drop,z_full,z_eras,domain_gain,tgt_bacc_full,tgt_bacc_eras,router_acc
A,Lee2019_MI,EEGNet,0,1,all,0.25,identity,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7959072065447781,0.0,0.9945283018867924,0.9945283018867924,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.787923908010913,0.007983298533865035,0.9945283018867924,0.500754716981132,0.49377358490566037,0.74,0.825,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,tos_vd,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7962763500762426,-0.00036914353146455525,0.9945283018867924,0.5943396226415094,0.400188679245283,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,rlace,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7896201595662791,0.006287046978499022,0.9945283018867924,0.5845283018867925,0.4099999999999999,0.74,0.8200000000000001,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,inlp,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.6800731849837767,0.11583402156100142,0.9945283018867924,0.5179245283018868,0.4766037735849056,0.74,0.725,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,tp_leace,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.795716439661909,0.00019076688286912002,0.9945283018867924,0.8779245283018868,0.11660377358490559,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.797035287529628,-0.0011280809848499551,0.9945283018867924,0.9939622641509434,0.0005660377358490676,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7958369952172271,7.021132755102855e-05,0.9945283018867924,0.6154716981132076,0.37905660377358485,0.74,0.77,0.7877358490566038
A,Lee2019_MI,EEGNet,0,1,all,0.25,random_k,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7968403905686676,-0.0009331840238895328,0.9945283018867924,0.9922641509433963,0.0022641509433961593,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.25,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,630.1563967626189,,0.7959072065447781,0.7937592098961228,0.0021479966486552815,0.9945283018867924,0.5315094339622641,0.4630188679245283,0.74,0.7849999999999999,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,identity,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7981798888268428,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.784514884587816,0.013665004239026723,1.0,0.500754716981132,0.49924528301886795,0.74,0.815,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,tos_vd,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7976075881782354,0.0005723006486073601,1.0,0.6094339622641509,0.3905660377358491,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,rlace,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7832249472667356,0.014954941560107127,1.0,0.6203773584905661,0.3796226415094339,0.74,0.815,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,inlp,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.6890400117692984,0.10913987705754435,1.0,0.519433962264151,0.48056603773584905,0.74,0.7050000000000001,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,tp_leace,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7977983550611045,0.00038153376573824005,1.0,0.7622641509433963,0.23773584905660372,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.797035287529628,0.0011446012972147201,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7987150187726291,-0.0005351299457863057,1.0,0.6188679245283019,0.38113207547169814,0.74,0.75,0.7869811320754717
A,Lee2019_MI,EEGNet,0,1,all,0.5,random_k,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7981840189049341,-4.1300780913022805e-06,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,0.5,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,630.3092682038522,,0.7981798888268428,0.7937592098961228,0.004420678930719957,1.0,0.5315094339622641,0.46849056603773587,0.74,0.7849999999999999,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,identity,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7983417451630732,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7841292207439865,0.014212524419086714,1.0,0.500754716981132,0.49924528301886795,0.74,0.81,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,tos_vd,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7983417451630732,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,rlace,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7802139779217419,0.01812776724133136,1.0,0.77,0.22999999999999998,0.74,0.8049999999999999,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,inlp,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.6417052579739346,0.15663648718913858,1.0,0.5139622641509434,0.48603773584905663,0.74,0.735,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,tp_leace,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7979684715535175,0.0003732736095557465,1.0,0.7249056603773585,0.2750943396226415,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7981592384363866,0.00018250672668662649,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7979726016316087,0.00036914353146455525,1.0,0.619811320754717,0.380188679245283,0.74,0.75,0.7866037735849056
A,Lee2019_MI,EEGNet,0,1,all,1.0,random_k,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7983417451630732,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,1.0,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,631.0286958127093,,0.7983417451630732,0.7937592098961228,0.004582535266950405,1.0,0.5315094339622641,0.46849056603773587,0.74,0.7849999999999999,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,identity,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7970228972953542,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.78336615321251,0.01365674408284423,1.0,0.500754716981132,0.49924528301886795,0.74,0.81,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,tos_vd,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7970228972953542,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,rlace,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.790631815073902,0.006391082221452238,1.0,0.949811320754717,0.05018867924528303,0.74,0.77,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,inlp,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.6946928069278215,0.10233009036753271,1.0,0.520377358490566,0.479622641509434,0.74,0.81,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,tp_leace,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.796641363529616,0.00038153376573824005,1.0,0.7264150943396226,0.2735849056603774,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7962598297638777,0.0007630675314765911,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7981757587487515,-0.0011528614533972137,1.0,0.6192452830188679,0.38075471698113206,0.74,0.745,0.7858490566037736
A,Lee2019_MI,EEGNet,0,1,all,2.0,random_k,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7970228972953542,0.0,1.0,1.0,0.0,0.74,0.74,nan
A,Lee2019_MI,EEGNet,0,1,all,2.0,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,638.7992693522426,,0.7970228972953542,0.7937592098961228,0.003263687399231441,1.0,0.5315094339622641,0.46849056603773587,0.74,0.7849999999999999,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,identity,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.8042032373608947,0.0,0.9939622641509434,0.9939622641509434,0.0,0.61,0.61,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.7855368031061165,0.018666434254778208,0.9939622641509434,0.5026415094339622,0.4913207547169811,0.61,0.7150000000000001,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,tos_vd,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.8008130428640436,0.0033901944968510733,0.9939622641509434,0.6262264150943396,0.3677358490566037,0.61,0.605,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,rlace,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.7908076540981963,0.013395583262698407,0.9939622641509434,0.5684905660377358,0.4254716981132075,0.61,0.7,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,inlp,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.6785256541711099,0.12567758318978484,0.9939622641509434,0.529433962264151,0.4645283018867924,0.61,0.62,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,tp_leace,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.804012978608992,0.00019025875190270547,0.9939622641509434,0.9664150943396227,0.02754716981132066,0.61,0.61,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.8034578673702822,0.0007453699906124767,0.9939622641509434,0.9941509433962264,-0.00018867924528309654,0.61,0.61,nan
A,Lee2019_MI,EEGNet,0,2,all,0.25,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.8012217573984451,0.0029814799624495736,0.9939622641509434,0.6254716981132076,0.3684905660377358,0.61,0.64,0.7924528301886793
A,Lee2019_MI,EEGNet,0,2,all,0.25,random_k,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.8034453353566839,0.0007579020042107754,0.9939622641509434,0.9918867924528302,0.0020754716981131738,0.61,0.6,nan
