dataset,backbone,seed,fold,eraser,src_task_full,src_task_eras,task_drop,subj_full,subj_eras,domain_gain,tgt_bacc_full,tgt_bacc_eras,tgt_nll_full,tgt_nll_eras
Lee2019_MI,EEGNet,0,1,leace_baseline,0.7946923939200123,0.5,0.29469239392001234,0.280188679245283,0.01660377358490566,0.26358490566037734,0.78,0.5,0.4549443469007246,0.6931471805599452
Lee2019_MI,EEGNet,0,1,tp_leace_task_carrier_preserving,0.7946923939200123,0.7948831608028815,-0.00019076688286912002,0.280188679245283,0.024150943396226414,0.2560377358490566,0.78,0.78,0.4549443469007246,0.45489581588289096
Lee2019_MI,EEGNet,0,1,cc_leace_predicted_route_deployable,0.7946923939200123,0.7946923939200123,0.0,0.280188679245283,0.019056603773584906,0.2611320754716981,0.78,0.78,0.4549443469007246,0.5271955675850762
Lee2019_MI,EEGNet,0,1,random_k,0.7946923939200123,0.7503908264414436,0.044301567478568726,0.280188679245283,0.18962264150943398,0.09056603773584904,0.78,0.755,0.4549443469007246,0.4897327190414727
Lee2019_MI,EEGNet,0,1,cc_leace_oracle_route_diagnostic,0.7946923939200123,1.0,-0.20530760607998766,0.280188679245283,0.015283018867924528,0.26490566037735847,0.78,1.0,0.4549443469007246,0.025479735986475145
Lee2019_MI,EEGNet,0,2,leace_baseline,0.7995219606449202,0.5,0.2995219606449202,0.27358490566037735,0.01660377358490566,0.2569811320754717,0.655,0.5,0.6238639225892014,0.6931471805599452
Lee2019_MI,EEGNet,0,2,tp_leace_task_carrier_preserving,0.7995219606449202,0.7995219606449202,0.0,0.27358490566037735,0.026037735849056602,0.24754716981132074,0.655,0.655,0.6238639225892014,0.6241550810240913
Lee2019_MI,EEGNet,0,2,cc_leace_predicted_route_deployable,0.7995219606449202,0.7995219606449202,0.0,0.27358490566037735,0.02132075471698113,0.2522641509433962,0.655,0.655,0.6238639225892014,0.6906388197134266
Lee2019_MI,EEGNet,0,2,random_k,0.7995219606449202,0.7713457217984123,0.028176238846507884,0.27358490566037735,0.1792452830188679,0.09433962264150944,0.655,0.605,0.6238639225892014,0.7341125749009361
Lee2019_MI,EEGNet,0,2,cc_leace_oracle_route_diagnostic,0.7995219606449202,1.0,-0.2004780393550798,0.27358490566037735,0.01660377358490566,0.2569811320754717,0.655,1.0,0.6238639225892014,0.022281077604905226
Lee2019_MI,EEGNet,0,3,leace_baseline,0.7911540078989219,0.5,0.2911540078989219,0.2715094339622641,0.01660377358490566,0.25490566037735846,0.8999999999999999,0.5,0.1977311404168315,0.6931471805599452
Lee2019_MI,EEGNet,0,3,tp_leace_task_carrier_preserving,0.7911540078989219,0.7909669521563105,0.00018705574261135283,0.2715094339622641,0.025660377358490565,0.24584905660377357,0.8999999999999999,0.8999999999999999,0.1977311404168315,0.19772694555061426
Lee2019_MI,EEGNet,0,3,cc_leace_predicted_route_deployable,0.7911540078989219,0.7911540078989219,0.0,0.2715094339622641,0.016226415094339624,0.2552830188679245,0.8999999999999999,0.8999999999999999,0.1977311404168315,0.37580248229551644
Lee2019_MI,EEGNet,0,3,random_k,0.7911540078989219,0.7581146376138551,0.03303937028506676,0.2715094339622641,0.16433962264150945,0.10716981132075468,0.8999999999999999,0.88,0.1977311404168315,0.2512796573349376
Lee2019_MI,EEGNet,0,3,cc_leace_oracle_route_diagnostic,0.7911540078989219,1.0,-0.20884599210107813,0.2715094339622641,0.015283018867924528,0.2562264150943396,0.8999999999999999,1.0,0.1977311404168315,0.02717336826915475
Lee2019_MI,EEGNet,0,4,leace_baseline,0.8002242918784979,0.5,0.30022429187849786,0.27811320754716984,0.01660377358490566,0.26150943396226417,0.595,0.5,0.7068627704967269,0.6931471805599452
Lee2019_MI,EEGNet,0,4,tp_leace_task_carrier_preserving,0.8002242918784979,0.8002242918784979,0.0,0.27811320754716984,0.024150943396226414,0.2539622641509434,0.595,0.595,0.7068627704967269,0.7068669718386928
Lee2019_MI,EEGNet,0,4,cc_leace_predicted_route_deployable,0.8002242918784979,0.8002242918784979,0.0,0.27811320754716984,0.018113207547169812,0.26,0.595,0.595,0.7068627704967269,0.7677518764305185
Lee2019_MI,EEGNet,0,4,random_k,0.8002242918784979,0.7520841343757565,0.048140157502741365,0.27811320754716984,0.18169811320754717,0.09641509433962267,0.595,0.605,0.7068627704967269,0.75038462917606
Lee2019_MI,EEGNet,0,4,cc_leace_oracle_route_diagnostic,0.8002242918784979,1.0,-0.19977570812150214,0.27811320754716984,0.01660377358490566,0.26150943396226417,0.595,1.0,0.7068627704967269,0.0254579644962106
Lee2019_MI,EEGNet,0,5,leace_baseline,0.7961011862759911,0.5,0.29610118627599114,0.290188679245283,0.01660377358490566,0.27358490566037735,0.8300000000000001,0.5,0.363275390295872,0.6931471805599452
Lee2019_MI,EEGNet,0,5,tp_leace_task_carrier_preserving,0.7961011862759911,0.7961011862759911,0.0,0.290188679245283,0.02358490566037736,0.26660377358490567,0.8300000000000001,0.8300000000000001,0.363275390295872,0.36318391110618703
Lee2019_MI,EEGNet,0,5,cc_leace_predicted_route_deployable,0.7961011862759911,0.7961011862759911,0.0,0.290188679245283,0.019056603773584906,0.2711320754716981,0.8300000000000001,0.8300000000000001,0.363275390295872,0.46211406868516414
Lee2019_MI,EEGNet,0,5,random_k,0.7961011862759911,0.7487172921788324,0.04738389409715871,0.290188679245283,0.18264150943396226,0.10754716981132076,0.8300000000000001,0.775,0.363275390295872,0.43948461370624053
Lee2019_MI,EEGNet,0,5,cc_leace_oracle_route_diagnostic,0.7961011862759911,1.0,-0.20389881372400886,0.290188679245283,0.01660377358490566,0.27358490566037735,0.8300000000000001,1.0,0.363275390295872,0.023695224402334337
Lee2019_MI,EEGNet,0,6,leace_baseline,0.7991398398909896,0.5,0.2991398398909896,0.26433962264150945,0.01660377358490566,0.24773584905660379,0.655,0.5,0.7642094038601581,0.6931471805599452
Lee2019_MI,EEGNet,0,6,tp_leace_task_carrier_preserving,0.7991398398909896,0.7989531333936035,0.0001867064973860577,0.26433962264150945,0.0269811320754717,0.23735849056603775,0.655,0.655,0.7642094038601581,0.7648470309744986
Lee2019_MI,EEGNet,0,6,cc_leace_predicted_route_deployable,0.7991398398909896,0.7991398398909896,0.0,0.26433962264150945,0.02,0.24433962264150946,0.655,0.655,0.7642094038601581,0.6892637086199551
Lee2019_MI,EEGNet,0,6,random_k,0.7991398398909896,0.7599413020976639,0.039198537793325716,0.26433962264150945,0.189811320754717,0.07452830188679246,0.655,0.6699999999999999,0.7642094038601581,0.7121699922685154
Lee2019_MI,EEGNet,0,6,cc_leace_oracle_route_diagnostic,0.7991398398909896,1.0,-0.20086016010901042,0.26433962264150945,0.01660377358490566,0.24773584905660379,0.655,1.0,0.7642094038601581,0.026689038427215407
