check,passed,blocking,observed,expected,note
C77_protocol_hash,1,1,cf3ee46645a91d7dbfb25a4ebf6fdca2641932f9e5853fdd573d4e1d7b33ea5a,cf3ee46645a91d7dbfb25a4ebf6fdca2641932f9e5853fdd573d4e1d7b33ea5a,
C78_protocol_hash,1,1,ad6f4e034318b879755ca46a719d39cfd3d3c36d7ee8478771d08778a8b71afc,ad6f4e034318b879755ca46a719d39cfd3d3c36d7ee8478771d08778a8b71afc,
protocol_commit_parent,1,1,ce237532aa1866c01a90fe01e900654c83275465,ce237532aa1866c01a90fe01e900654c83275465,
protocol_precedes_synthetic_compute,1,1,1783713326,<= 1783713354,
parent_C76_gate,1,1,ce237532aa1866c01a90fe01e900654c83275465,ce237532aa1866c01a90fe01e900654c83275465,
main_report_absent_before_red_team,1,1,false,false,
locked_registry_R2_dependency_graph.csv,1,1,b2d97c3859fbe6f516e105435977dab580e4981463b28c9345c4df0d93b416b5,b2d97c3859fbe6f516e105435977dab580e4981463b28c9345c4df0d93b416b5,
locked_registry_actionability_gate_registry.csv,1,1,e638aae09353f88027430b11499842c714d8fd43a1c7eb8668301b7e84f93821,e638aae09353f88027430b11499842c714d8fd43a1c7eb8668301b7e84f93821,
locked_registry_c76_branch_closure_ledger.csv,1,1,385ac518263f4ac07e6d7358ed58723120cb3d8bed1c6ab83ce7994f26e815d9,385ac518263f4ac07e6d7358ed58723120cb3d8bed1c6ab83ce7994f26e815d9,
locked_registry_c76_metric_identity_replay.csv,1,1,bc48a9a65c67cd2ea11524ca01ee532049c107022df979fd1c93e75e9a30c9cb,bc48a9a65c67cd2ea11524ca01ee532049c107022df979fd1c93e75e9a30c9cb,
locked_registry_c76_orbit_identity_replay.csv,1,1,66b4944bb60aaef83b965b53ef4b325c1fb58e2a007a05b861ffaae5e2fcc5b7,66b4944bb60aaef83b965b53ef4b325c1fb58e2a007a05b861ffaae5e2fcc5b7,
locked_registry_checkpoint_sidecar_schema.json,1,1,42ee532f36f800fea5fa98e83804838a115fab095314bfe75b3b7db6b8d4285b,42ee532f36f800fea5fa98e83804838a115fab095314bfe75b3b7db6b8d4285b,
locked_registry_external_dataset_readiness.csv,1,1,dbd60b6dfc59a9e4d64c4ac15d7b46ef983e067e74a3c87713bb267d4c78884a,dbd60b6dfc59a9e4d64c4ac15d7b46ef983e067e74a3c87713bb267d4c78884a,
