path,sha256,size_bytes,row_count,raw_EEG_or_weights,tracked_or_to_be_tracked
oaci/reports/c77_tables/R2_dependency_graph.csv,b2d97c3859fbe6f516e105435977dab580e4981463b28c9345c4df0d93b416b5,421,4,0,1
oaci/reports/c77_tables/actionability_gate_registry.csv,e638aae09353f88027430b11499842c714d8fd43a1c7eb8668301b7e84f93821,1056,16,0,1
oaci/reports/c77_tables/analysis_failure_reason_ledger.csv,cee33fee6384e543e529a4ea2138f56180eea192f4f3f6c9d0d0e1cfa3ea3965,358,5,0,1
oaci/reports/c77_tables/c76_branch_closure_ledger.csv,385ac518263f4ac07e6d7358ed58723120cb3d8bed1c6ab83ce7994f26e815d9,395,5,0,1
oaci/reports/c77_tables/c76_metric_identity_replay.csv,bc48a9a65c67cd2ea11524ca01ee532049c107022df979fd1c93e75e9a30c9cb,696,10,0,1
oaci/reports/c77_tables/c76_orbit_identity_replay.csv,66b4944bb60aaef83b965b53ef4b325c1fb58e2a007a05b861ffaae5e2fcc5b7,153,1,0,1
oaci/reports/c77_tables/checkpoint_sidecar_schema.json,42ee532f36f800fea5fa98e83804838a115fab095314bfe75b3b7db6b8d4285b,1079,0,0,1
oaci/reports/c77_tables/compute_storage_plan.csv,4201407073936daec8a10f242ae279c3c5a660ecb841657fd9c900327d8211ba,2252,4,0,1
oaci/reports/c77_tables/dummy_hook_ABI_validation.csv,7434147cbb54c6aebaf8bfbbb1fee8103b899e9caf6d4a9f1ec0a8c42c7f9564,294,1,0,1
oaci/reports/c77_tables/environment_ABI_audit.csv,d238909c6156aa77246173720ebdf67e9f9cad4a08b9ff1a989a53b36f14925c,468,1,0,1
oaci/reports/c77_tables/execution_attempt_ledger.csv,a27829c13e2229fab07fde132770c03c877c600acc5aac7fe042e0dcd6c87376,347,4,0,1
oaci/reports/c77_tables/external_dataset_readiness.csv,dbd60b6dfc59a9e4d64c4ac15d7b46ef983e067e74a3c87713bb267d4c78884a,759,8,0,1
oaci/reports/c77_tables/failure_reason_ledger.csv,82eb8430d3f2b96f823e3561eb5398317917b77c4805e64cb295acace02b9067,134,1,0,1
oaci/reports/c77_tables/hierarchical_inference_plan.csv,5d387233f641d4dd1e3aa147b265dfa5e9e704ad666b4915f979ff44190b8e82,464,11,0,1
oaci/reports/c77_tables/historical_code_blob_replay.csv,35fb923a7d705170de344f67dcfc048519e61aa3de6a85fbb8b0c7cbe74f5ea2,1615,7,0,1
oaci/reports/c77_tables/historical_regime_inventory.csv,afb2aa834b0105ecd5193b423e9a132f7724f148fa30637b2f0ac65bda5b273c,3244,5,0,1
oaci/reports/c77_tables/instrumentation_schema_registry.csv,0664998bea3c3ddcdcc6f0686b9b3ee5b96b209a71cf8c42f4da2fb3e7efb53b,1597,20,0,1
oaci/reports/c77_tables/physical_view_schema.csv,6466157312e52c7518c19f45c15fadd7cfd89ebdc3eb7f3743b3aa7837610e89,346,5,0,1
oaci/reports/c77_tables/power_and_false_positive_plan.csv,e9797d9cacd483388fc602a54bd6a44e0a455f95270acfc827327086d9444f29,566,5,0,1
oaci/reports/c77_tables/primary_hypothesis_registry.csv,25d0a6c8d9a060a494d9f4306c2a0f0825d2e939e45558d004d25c9de34a7eaf,1261,7,0,1
oaci/reports/c77_tables/red_team_checks.csv,23f5bfbdf0d5cfa87b50568eb401669194c6bfc74bf270ae54eb04a498d50e5b,9827,61,0,1
oaci/reports/c77_tables/red_team_repair_ledger.csv,9c6af1f84af2ad4a99ae53aa0fe98a8badc8db8e519aaabcdf1e1fa383735db5,1591,8,0,1
oaci/reports/c77_tables/regime_config_hash_manifest.csv,49fa42a3a6e02e2551297b4ead9622f9853d1603c78bf5b187e424db9f73405e,1359,3,0,1
oaci/reports/c77_tables/regime_reconstruction_status.csv,4364096f8250e82240c6e238629dff65386237b1108dfec3ee34fe6895b8479c,567,5,0,1
oaci/reports/c77_tables/regime_target_isolation_audit.csv,94e2f41f3ab293742011d8264b3276fc2c1eb9329e653ce06ec720a434a15b46,546,3,0,1
oaci/reports/c77_tables/regression_verification.csv,6c3362fb007eab372e9f4bcd95d25b78697f0d41748ad8845942b34c3668839d,712,4,0,1
oaci/reports/c77_tables/risk_register.csv,46b36a32d06fc3c0fb27221472edb2bfd23c20606c8128dcc835e3696948d311,2135,23,0,1
oaci/reports/c77_tables/seed3_seed4_separation_audit.csv,f501a90d18e19a30f673daf07abd7acb4112adf8494fa566435ab3b30f6a5405,245,5,0,1
oaci/reports/c77_tables/seed_role_contract.csv,581b2f831c420ba47462e7dbd5a1310bf61fbe98d31198bf4009cdcc909493dd,220,2,0,1
oaci/reports/c77_tables/slurm_partition_snapshot.csv,ecc3b1df23c1c0b46042d7213d9cd4980baa64f88afdcb878f1d80a720891d79,366,3,0,1
oaci/reports/c77_tables/synthetic_shards/shard_00_of_08.csv,39e754cbb53f41f9215d46af97677632f1379fecc1521611c16f7de76551ad0d,11848,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_01_of_08.csv,0f94ff28e6e70632d6bc3075c5c0582588bf0469f100bde8061ccbe8bde9e23a,11847,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_02_of_08.csv,a513b49abaee0910d4af2cb0433a180af1a122c8163ad9aae3fedcb9f4babdb4,11789,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_03_of_08.csv,dc4aa53dfe98dbfd98dfe59dff6c1de7e9c4c4cb8c080c070654a951340b6541,11784,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_04_of_08.csv,98f61b956816a4fd60c1d71156e8f74200c4a737066061358803c517f203307a,11748,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_05_of_08.csv,110346769595ebb2caaedc773711da7045ca895ee5ac83fe1f0fea0cc0df5620,11741,61,0,1
oaci/reports/c77_tables/synthetic_shards/shard_06_of_08.csv,479873cf8e4b1f1982d8d38f1d20fb34854e1405b14342cec2633e8b6f8cf657,11675,60,0,1
oaci/reports/c77_tables/synthetic_shards/shard_07_of_08.csv,6f3de037cf438a3dd321831db0c9529c8bd2c4d1e6f8d6106c0e332bf00e0a7c,11572,60,0,1
oaci/reports/c77_tables/synthetic_transport_phase_diagram.csv,54e6806e3258a1e85614ff0789a5dd70b672c4e5194115c9fef3141f46a56abe,90700,486,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.json,cf3ee46645a91d7dbfb25a4ebf6fdca2641932f9e5853fdd573d4e1d7b33ea5a,8417,0,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.sha256,b53d6d403f9cf1b0506cf41a2a850da47b6b0c73e08f644e5139b0e0335293b5,65,0,0,1
oaci/reports/C77_PROTOCOL_TIMING_AUDIT.md,fd53bc718364073dc5f83d965e30bfe910acafd9495ca3e7d7293ec9feaccd8c,749,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.json,ad6f4e034318b879755ca46a719d39cfd3d3c36d7ee8478771d08778a8b71afc,15096,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.sha256,1683ecea02512c868ce78232a73913ac4063a141e56e8da02766af79d9cd669b,65,0,0,1
oaci/reports/C79_SEED4_LOCKED_CONFIRMATION_PROTOCOL_SKELETON.json,cf74cf7de14a432cbd44f90228254b5977a67c773d9755ff9cad472c47b45f42,524,0,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.md,fba0c556401891445e8263f2ee0c9ae724fbe67c95e1116b28952684f75b1874,4777,0,0,1
oaci/reports/C77_REPLICATION_PROTOCOL_RESULT.json,ba48b17d5b97aa97a04e8facff4ba9e258210c3acb076e5bfeb5b2f5e9238453,3167,0,0,1
oaci/reports/C77_THEORY_SCOPING_NOTE.md,28fafc1c20535f83e420f434246176a5ce45ae43e433b52fbb0f41884dd5456d,2096,0,0,1
oaci/reports/C77_RED_TEAM_VERIFICATION.md,d35597ad6d5ecbb7323e959d955272278658d5fc39b2221dc52e54ce96065f27,2318,0,0,1
oaci/reports/C77_REPLICATION_PROTOCOL_ANALYSIS_STATE.json,f6bca04f90aa1d7994111dbc99db4a633a316ac207dcfed80cb678f6179d24e4,2307,0,0,1
oaci/conditioned_ceiling_coverage/c77_protocol.py,2f77e5a4856692fed524699e02dbb9d85708d653c4e6b55081bcb085f8967d27,46947,0,0,1
oaci/conditioned_ceiling_coverage/c77_independent_multiregime_replication_protocol.py,0519af21cf7149b1d94f1bdea1220f428fbef5abaecb91309781027f952874da,14698,0,0,1
oaci/conditioned_ceiling_coverage/synthetic_multiregime_generator.py,8af37099b0a28a8388a0c5642c3f0007e5990c761988226816f3e0ebb85a5fcd,14280,0,0,1
oaci/conditioned_ceiling_coverage/c77_red_team.py,e1c4110320f786600c28b477c0ab20b799e437d886193359340799ad1d4566f6,24174,0,0,1
oaci/conditioned_ceiling_coverage/c77_finalize.py,c7f2ad8bdc68b71e04e74ca3027ff0bcfcbe1f763bfc37d8cad2807db54585f3,16397,0,0,1
oaci/slurm_c77_protocol.sh,92c7845db9cf5e5934008be1b0c9d26fae27e78cf96ba83890519b1669a5fc24,751,0,0,1
oaci/slurm_c77_synthetic.sh,34b353ef78bb9ced5ca611fff8c992dabf5f2ec0d8592076933886525b629672,873,0,0,1
oaci/slurm_c77_analyze.sh,b5c5427146ca7c44e653332ae90501d34624a0bfc26a175dc64b25f3f7ab618b,800,0,0,1
oaci/slurm_c77_red_team.sh,e5290e93a6f0b3fe03a995ebd1c5a83515fc033c0e37dbcf4035fc97ad5b4798,752,0,0,1
oaci/slurm_c77_regression.sh,e4942d4e2bd487304cefb5751c979128e69b441f1cad1c3a081a9c1d548f48a8,1266,0,0,1
oaci/slurm_c77_finalize.sh,0d8c991a62915205f4da2f12f5c0a5a9788af862386c439baeb5a4d596b5285b,751,0,0,1
oaci/tests/test_c77_independent_multiregime_replication_protocol.py,22302c36d7c54c92fb59d8c6fb059f8886c3e6af78f3e8f57e3635fc3ace3e15,11503,0,0,1
