path,size_bytes,over_50MiB,passed
oaci/reports/c77_tables/R2_dependency_graph.csv,421,0,1
oaci/reports/c77_tables/actionability_gate_registry.csv,1056,0,1
oaci/reports/c77_tables/analysis_failure_reason_ledger.csv,358,0,1
oaci/reports/c77_tables/c76_branch_closure_ledger.csv,395,0,1
oaci/reports/c77_tables/c76_metric_identity_replay.csv,696,0,1
oaci/reports/c77_tables/c76_orbit_identity_replay.csv,153,0,1
oaci/reports/c77_tables/checkpoint_sidecar_schema.json,1079,0,1
oaci/reports/c77_tables/compute_storage_plan.csv,2252,0,1
oaci/reports/c77_tables/dummy_hook_ABI_validation.csv,294,0,1
oaci/reports/c77_tables/environment_ABI_audit.csv,468,0,1
oaci/reports/c77_tables/execution_attempt_ledger.csv,347,0,1
oaci/reports/c77_tables/external_dataset_readiness.csv,759,0,1
oaci/reports/c77_tables/failure_reason_ledger.csv,134,0,1
oaci/reports/c77_tables/hierarchical_inference_plan.csv,464,0,1
oaci/reports/c77_tables/historical_code_blob_replay.csv,1615,0,1
oaci/reports/c77_tables/historical_regime_inventory.csv,3244,0,1
oaci/reports/c77_tables/instrumentation_schema_registry.csv,1597,0,1
oaci/reports/c77_tables/physical_view_schema.csv,346,0,1
oaci/reports/c77_tables/power_and_false_positive_plan.csv,566,0,1
oaci/reports/c77_tables/primary_hypothesis_registry.csv,1261,0,1
oaci/reports/c77_tables/red_team_checks.csv,9827,0,1
oaci/reports/c77_tables/red_team_repair_ledger.csv,1591,0,1
oaci/reports/c77_tables/regime_config_hash_manifest.csv,1359,0,1
oaci/reports/c77_tables/regime_reconstruction_status.csv,567,0,1
oaci/reports/c77_tables/regime_target_isolation_audit.csv,546,0,1
oaci/reports/c77_tables/regression_verification.csv,712,0,1
oaci/reports/c77_tables/risk_register.csv,2135,0,1
oaci/reports/c77_tables/seed3_seed4_separation_audit.csv,245,0,1
oaci/reports/c77_tables/seed_role_contract.csv,220,0,1
oaci/reports/c77_tables/slurm_partition_snapshot.csv,366,0,1
oaci/reports/c77_tables/synthetic_shards/shard_00_of_08.csv,11848,0,1
oaci/reports/c77_tables/synthetic_shards/shard_01_of_08.csv,11847,0,1
oaci/reports/c77_tables/synthetic_shards/shard_02_of_08.csv,11789,0,1
oaci/reports/c77_tables/synthetic_shards/shard_03_of_08.csv,11784,0,1
oaci/reports/c77_tables/synthetic_shards/shard_04_of_08.csv,11748,0,1
oaci/reports/c77_tables/synthetic_shards/shard_05_of_08.csv,11741,0,1
oaci/reports/c77_tables/synthetic_shards/shard_06_of_08.csv,11675,0,1
oaci/reports/c77_tables/synthetic_shards/shard_07_of_08.csv,11572,0,1
oaci/reports/c77_tables/synthetic_transport_phase_diagram.csv,90700,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.json,8417,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.sha256,65,0,1
oaci/reports/C77_PROTOCOL_TIMING_AUDIT.md,749,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.json,15096,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.sha256,65,0,1
oaci/reports/C79_SEED4_LOCKED_CONFIRMATION_PROTOCOL_SKELETON.json,524,0,1
oaci/reports/C77_INDEPENDENT_MULTIREGIME_REPLICATION_PROTOCOL.md,4777,0,1
oaci/reports/C77_REPLICATION_PROTOCOL_RESULT.json,3167,0,1
oaci/reports/C77_THEORY_SCOPING_NOTE.md,2096,0,1
oaci/reports/C77_RED_TEAM_VERIFICATION.md,2318,0,1
oaci/reports/C77_REPLICATION_PROTOCOL_ANALYSIS_STATE.json,2307,0,1
oaci/conditioned_ceiling_coverage/c77_protocol.py,46947,0,1
oaci/conditioned_ceiling_coverage/c77_independent_multiregime_replication_protocol.py,14698,0,1
oaci/conditioned_ceiling_coverage/synthetic_multiregime_generator.py,14280,0,1
oaci/conditioned_ceiling_coverage/c77_red_team.py,24174,0,1
oaci/conditioned_ceiling_coverage/c77_finalize.py,16397,0,1
oaci/slurm_c77_protocol.sh,751,0,1
oaci/slurm_c77_synthetic.sh,873,0,1
oaci/slurm_c77_analyze.sh,800,0,1
oaci/slurm_c77_red_team.sh,752,0,1
oaci/slurm_c77_regression.sh,1266,0,1
oaci/slurm_c77_finalize.sh,751,0,1
oaci/tests/test_c77_independent_multiregime_replication_protocol.py,11503,0,1
