unit_id,dataset,panel,training_seed,level,regime,epoch,trajectory_order,checkpoint_path,checkpoint_sha256,optimizer_path,optimizer_sha256,sidecar_path,sidecar_sha256,source_audit_path,source_audit_sha256,canary_target_path,canary_target_sha256,model_state_hash,parent_ERM_model_state_hash,previous_trajectory_model_state_hash,model_state_source_audit_reusable,canary_target_slice_only,complete_target_artifact_reusable,manifest_replay_pass,failed_job_895366_artifact_reused
c84v2_6a3c564f2e54713057ad9c7cc5e67126,Lee2019_MI,A,5,0,ERM,199,0,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_6a3c564f2e54713057ad9c7cc5e67126.pt,a9ba56d88bd3d534ccc7f29ad81676dc7c2084d1e186661313dc70fb6202bf57,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/erm_00_22a65516fb0eb700.pt,52275013a5e0df7d0788ba223fe2f03ce3fecd80200d0079b16a6730868d4e8c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_6a3c564f2e54713057ad9c7cc5e67126.json,e87dc60cb10d4628fc7a38bfab8497e9544745623a300b5f88ddb00b6e7e707e,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_6a3c564f2e54713057ad9c7cc5e67126.npz,a72426addb7e4e1f5a244ac752734cc1d8d87bc50cfda3ac0bbd52cf244ffb31,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_6a3c564f2e54713057ad9c7cc5e67126.npz,613f4d2a54b78de4ce0c6a36221e76586c17546725e2c6d4a86faeddb7839513,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,1,1,0,1,0
c84v2_d2b388b46c8b30ff927c6938252392e1,Lee2019_MI,A,5,0,OACI,4,1,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_d2b388b46c8b30ff927c6938252392e1.pt,e5477c8af34fd40bfbad48c2d55cd9a030b611284846c960bf5b5e5f469fcd0c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_01_2271e9923d0e47ce.pt,28e4fa418dd3ce1579c4c2f690ee6adbeb240a70d8cbfb2cb2d7a508cdd928f3,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_d2b388b46c8b30ff927c6938252392e1.json,c96d26784fe9beb918bd95ad704f1f76f2dd008ff10a21ee821ae438033c322c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_d2b388b46c8b30ff927c6938252392e1.npz,4d966ad3dcf6dd73d61b9fbc85191a5277b1055741a3fa5cdd1fe42e67bd06bd,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_d2b388b46c8b30ff927c6938252392e1.npz,62592f626a143e06071cd0d15256c753221d5a07ba25e63d6f4745d12cbd070d,009c3564b27c9e5675fa60fae4cbcc7a1527a772d24d4c1f8dfa2243b08a0113,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,1,1,0,1,0
c84v2_47113118d42ff78374237776adc4aa10,Lee2019_MI,A,5,0,OACI,9,2,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_47113118d42ff78374237776adc4aa10.pt,02276b2a1b4365cbdf1ef15dd519d537da12e240a7382615bab62553b877adf4,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_02_ea15f6d1ebda3e92.pt,f5d2150afce7b7e4ca1ddd529cb8d22eb71b71750bfa65d4f731140846ed5ef4,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_47113118d42ff78374237776adc4aa10.json,6979e1ea5e1a3fdc92983c838d6d2b42669ef78701b2b56f35ff6e43111ec77c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_47113118d42ff78374237776adc4aa10.npz,60b1b1b266b09eb580b87f19a6975fb27ecf6a3a4d04867bcdd9a996b2ad3c86,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_47113118d42ff78374237776adc4aa10.npz,48608fd4024aaad6250ca03215ffd13bf4990c427d13301e00f58943d41add01,b21fd88e072d8cd722e38e1c49f831dc01c44ca06596b5ff3e11369247aab30f,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,009c3564b27c9e5675fa60fae4cbcc7a1527a772d24d4c1f8dfa2243b08a0113,1,1,0,1,0
c84v2_be45de5a3ca99235f2d9bb0a36766a20,Lee2019_MI,A,5,0,OACI,14,3,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_be45de5a3ca99235f2d9bb0a36766a20.pt,4b7302c4a33066248f4f0c0f7999bb0329c3be549b099d4f3adf47c9e6c40f4e,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_03_d43bf9e7a410bfa8.pt,d5664d3bd6c7c5768dd7664a3d7e5c03fd02cb6ba6067ba506a76177acddb651,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_be45de5a3ca99235f2d9bb0a36766a20.json,ddafd50f849613963c0f00b22b11aae3616c17f0ec6b10ac4c496cf35520ef90,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_be45de5a3ca99235f2d9bb0a36766a20.npz,7bce8903a66c7920f62ea465d520506f34b67a85bd6bed1250085346b04a3966,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_be45de5a3ca99235f2d9bb0a36766a20.npz,2262e04bd1f473b526d7930e44a8bd3fef0334235607a3a8c63d25fab7704f94,ed136005f4d03160f69f1eb28d6b3c5d7006afaefcbb1466f6b818b25507ad65,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,b21fd88e072d8cd722e38e1c49f831dc01c44ca06596b5ff3e11369247aab30f,1,1,0,1,0
c84v2_164c7d6b8a677fad4ec7e97930ff3b96,Lee2019_MI,A,5,0,OACI,19,4,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_164c7d6b8a677fad4ec7e97930ff3b96.pt,4506aa1ab2226544d083732708ce61f81ed7bab8b7be49452718914055120e83,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_04_f02fe1709ed41a15.pt,2fa8e252234c83f2b8d75f121927513777010b427fa958c523470040496ed560,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_164c7d6b8a677fad4ec7e97930ff3b96.json,01b5f6e97ad3602d1431679c68fd639ece2af35c8d40a34f8e73af3f04328a4e,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_164c7d6b8a677fad4ec7e97930ff3b96.npz,a39ba7e758024936ac3d2d512c75bbca83e499f3b9fcb620819195c89ba3fbf6,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_164c7d6b8a677fad4ec7e97930ff3b96.npz,732b16a9ec27dcf742ee91190c666d204d12d942fe57c856d2a25c254266bfc1,ffa6a36be5bcf8d8b41c8f3dea5c13cc87de2e3c2fcec426f604d248a24c1191,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,ed136005f4d03160f69f1eb28d6b3c5d7006afaefcbb1466f6b818b25507ad65,1,1,0,1,0
c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35,Lee2019_MI,A,5,0,OACI,24,5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35.pt,d8ecdf7e6cde9285ba7a0a01a006b4a98b590964642b9d2ce70e97dce9d8f253,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_05_b28c6ac5123d15d7.pt,e28fb3508eface178d24da05541d678707ddb5d79c047ab16a63f30091310101,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35.json,9b3af2ace1fac5a092f0f146757e3b8b62d7f276675fc34c9576f497e7b06ea5,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35.npz,831762059f0fd50b3538a39f029abf88d4712cbad88ad5c019a9fd0d4ac7a8ba,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_39eb6d1671a9f8d85fc2b030ffe0fe35.npz,5f447b271478248259c753d53a6c44147522171451c62e88719f6e885c0acf84,04e5cbf9978be050b8f72f05e21ccfb9d8afbaf940e8e1e73c3f0f49c88b3c0e,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,ffa6a36be5bcf8d8b41c8f3dea5c13cc87de2e3c2fcec426f604d248a24c1191,1,1,0,1,0
c84v2_a365ba3ef502d4e1dc9deb08f06a2023,Lee2019_MI,A,5,0,OACI,29,6,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_a365ba3ef502d4e1dc9deb08f06a2023.pt,2a8fa0693aab1ed2cc97a78a96ea0b5d8fcacef8e8da4184942e1fc114e7c0bd,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_06_01772b76ec74c2b6.pt,ce1453e8166a0d2d869aac90e17696790dbb9d1f4dc2b779a9253a9914b57e59,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_a365ba3ef502d4e1dc9deb08f06a2023.json,17b274c7366f987752818e919ab1189de8376a2fc07f55062a55da0b38d32a8b,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_a365ba3ef502d4e1dc9deb08f06a2023.npz,1197b59404b000e81cf499f6056acc4e1a3e2053b52d5dd8968da7a933c85b7c,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_a365ba3ef502d4e1dc9deb08f06a2023.npz,6b18b0a9b91712a10031664566959e4c074dc84938a23a775a241d6273093611,5854dc957858218a114395310c588545930080eaa339c065f8c00ae5bc31ee96,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,04e5cbf9978be050b8f72f05e21ccfb9d8afbaf940e8e1e73c3f0f49c88b3c0e,1,1,0,1,0
c84v2_fb07305cfed7feb61b7b2ce6ae17262f,Lee2019_MI,A,5,0,OACI,34,7,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_fb07305cfed7feb61b7b2ce6ae17262f.pt,cf4a6e00d3083693356baf8e0f47a1623f5889796b95c134fddabf7693abbc80,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_07_cc91ebeb2333461a.pt,3e105c29364c3f0a68f60994de7719510aecbf36246273927244bafaf1c23057,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_fb07305cfed7feb61b7b2ce6ae17262f.json,9280f135d166ab98153d14272adec9b0d6b6e155acd43c3bb7980092d5eb9561,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_fb07305cfed7feb61b7b2ce6ae17262f.npz,cb5c9657901fbe1e6547bac28ff39adf23b7f053af7ebc5fcf798827f3606d1d,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_fb07305cfed7feb61b7b2ce6ae17262f.npz,a730332833482305b9b4e41ad0888c0df44abc9c4c9a05067f8ea63100b24871,d011a4b3a36d70e6da725223d885abc669f657360b9236b44b8fcc75831c5de7,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,5854dc957858218a114395310c588545930080eaa339c065f8c00ae5bc31ee96,1,1,0,1,0
c84v2_def7990a4244d6d3a198b4b90a2a4836,Lee2019_MI,A,5,0,OACI,39,8,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_def7990a4244d6d3a198b4b90a2a4836.pt,e0ea03aa84c71bc87e13346537f9b7207373cb74c69d04756f3fcfd5df544776,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_08_8248e1d470e901d0.pt,523ed22a12d32ea9c054fc381d9a24c2e275699a965c519b1d165ed1742356ac,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_def7990a4244d6d3a198b4b90a2a4836.json,44f9d0c19c6e89ea6b2058070c5f25af68d8922ee7af2ef10044bef2b887f68a,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_def7990a4244d6d3a198b4b90a2a4836.npz,99ecc9284e1df3d982509fe594582050a5db4a0eb25c3a57250d11ed0be97d16,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_def7990a4244d6d3a198b4b90a2a4836.npz,939876d69e20cd2cf3dc2e01ad0a7d8d745fb44a3983d09f22a852fbc4f44206,c70f2056bfce6f1d818df34717237cb38156c7642cbf4ed6f749b30fb4527ca0,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,d011a4b3a36d70e6da725223d885abc669f657360b9236b44b8fcc75831c5de7,1,1,0,1,0
c84v2_8074a6b1b9e576311b54a3b4da79e95c,Lee2019_MI,A,5,0,OACI,44,9,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/checkpoints/c84v2_8074a6b1b9e576311b54a3b4da79e95c.pt,0fd1b7cf1f55e368382d7786a8f9d631e2a4f47bfc8bd022787e62037122c842,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/optimizer_states/oaci_09_d665237af735c330.pt,59678687ae71437efe16e4ff107f50f17b6359adbec18182cca06a3f8e77d23e,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/sidecars/c84v2_8074a6b1b9e576311b54a3b4da79e95c.json,73db9809cb6664596dc8a4daa4acedb80f95bf56e1f90351109902e01194ce6b,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/source_audit/c84v2_8074a6b1b9e576311b54a3b4da79e95c.npz,bbde1306e6fa4581635a8cad5e7367e3ae42530af8c50a7705bde554928c54af,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_8074a6b1b9e576311b54a3b4da79e95c.npz,e7590545d15af6fd67e3325d1adfa136a7035dd4b98f567748d419678957b23f,9716e270f485bd8da5f83c056f1c4df89d73af3e76ef96b76c83bd48e7b6a50e,f8d427094ac1d0c61de6d874cb942bfac7e147a6a12a63adae7485883138047a,c70f2056bfce6f1d818df34717237cb38156c7642cbf4ed6f749b30fb4527ca0,1,1,0,1,0
