tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
random,0,0.1285489045630445,0.3613408798174934,0.5683168466213977,True
random,1,0.12789538878720555,0.34903908029968256,0.5914839605436708,True
random,2,0.15086181177980165,0.3445926786925052,0.5972185937202602,True
random,3,0.16887498734723316,0.38091176558775647,0.5945025511262296,True
random,4,0.12901314553626012,0.3454905076849861,0.5704853726824883,True
random,5,0.13950048672109425,0.3414255707380287,0.6001982752752276,True
random,6,0.1261631575288712,0.39191583867852164,0.6285266950489499,True
random,7,0.1304175937526174,0.3440082687284356,0.6309622886272317,True
random,8,0.12592977371133812,0.3684397289298929,0.5946518760799233,True
random,9,0.14607686266517017,0.37710009050868276,0.5800615431358025,True
released,0,0.02554066300415607,0.340118356727504,0.44842850824972813,True
released,1,0.023662483758967515,0.3320928346720048,0.4434695989788462,True
released,2,0.022726716422581228,0.3038680031035953,0.41037136520785045,True
released,3,0.022794427010059414,0.30969247823362667,0.4212600622663216,True
released,4,0.02439887523395581,0.3459200578791198,0.4090061922243948,True
released,5,0.020752792462444037,0.3497421344240422,0.4105753559703348,True
released,6,0.019458369697377915,0.36687617329114874,0.4090709851212485,True
released,7,0.027188889958294955,0.37429455295502556,0.40700779854400815,True
released,8,0.028299116738701592,0.40576595162592033,0.479923951361345,True
released,9,0.02333478624477056,0.3949741800348012,0.4671076149156745,True
H200_s0,0,0.05061189585731041,0.49944283396857214,0.5946893699815852,True
H200_s0,1,0.052006984341542536,0.477391492538222,0.622685455599968,True
H200_s0,2,0.056687276102803164,0.44729071860097924,0.6048099567574644,True
H200_s0,3,0.05806619936635604,0.4525174292204983,0.6004505333903554,True
H200_s0,4,0.06046547106900398,0.496550900979181,0.5877606306227487,True
H200_s0,5,0.05654328244407604,0.5065768286192162,0.5980573212534956,True
H200_s0,6,0.05914181682786761,0.5182157214321632,0.6017004699703907,True
H200_s0,7,0.06485355885317207,0.5127832983301059,0.5954839846227793,True
H200_s0,8,0.06355866627040117,0.5404505291001961,0.6155472832012034,True
H200_s0,9,0.05139669504075506,0.5487471762875384,0.5865896383894902,True
H200_s1,0,0.05249024692674352,0.46565797369258116,0.5748178058678255,True
H200_s1,1,0.07095695701026714,0.43532083295899815,0.5798793273601139,True
H200_s1,2,0.07788169361393464,0.40474482419093805,0.5639015000688077,True
H200_s1,3,0.07356225536462647,0.42664978167204354,0.5781918306575031,True
H200_s1,4,0.0681828741668562,0.4677394023775,0.5780712795870191,True
H200_s1,5,0.06932839586307693,0.4708414209397568,0.5611982094057866,True
H200_s1,6,0.0618893971033934,0.4953469506269597,0.5838217744271067,True
