tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
random,0,1.4626061956591592,0.5059880239520959,0.91043467572951,0.7142647041806153
random,1,1.324133081998261,0.5454545454545454,0.9339470195539755,0.7495609527187688
random,2,1.4397330997582378,0.5344827586206896,0.922948628349326,0.729391564748117
random,3,1.4308515299308462,0.5175438596491229,0.9196061971707868,0.7306665240653923
random,4,1.4021706583678464,0.5398230088495575,0.9196297300441536,0.7266526938016925
random,5,1.3326121328465936,0.5710144927536231,0.918932033959034,0.7258616841697533
random,6,1.2077135091610915,0.6094674556213018,0.9317619724752906,0.7541061317814248
random,7,1.2092442004753337,0.6193353474320241,0.9456207987758304,0.7736390749258655
random,8,1.1326541520975821,0.6129032258064516,0.9560761850504014,0.7828377825873238
random,9,1.3547234432415816,0.5425219941348973,0.9257116426400973,0.730950306568827
released,0,0.1966541777840407,0.9640718562874252,0.9998789587605377,0.9710792611752238
released,1,0.18072165906804413,0.9794721407624634,1.0,0.9635093297277179
released,2,0.22844556188529425,0.9712643678160919,0.998634416451207,0.9498996904918126
released,3,0.23430667328887436,0.9649122807017544,0.9994478603415132,0.9587207468492644
released,4,0.232845907632006,0.9646017699115044,0.9994500517598343,0.9643404632806778
released,5,0.29623650251698175,0.9565217391304348,0.9949644529350528,0.9489397693957601
released,6,0.2605213437287283,0.9615384615384616,0.9978246494824446,0.9574182885033744
released,7,0.2868181776578186,0.9516616314199395,0.9959638473654492,0.9533718324133328
released,8,0.1624884628565569,0.9912023460410557,1.0,0.9649804245148387
released,9,0.15538826184454074,0.9824046920821115,0.9999572795625428,0.9685132535440582
H200_s0,0,0.39218220606358506,0.9041916167664671,0.9958865668373634,0.9136641451290676
H200_s0,1,0.6518306013924938,0.8269794721407625,0.9872645127495755,0.8879055556442056
H200_s0,2,0.6793223570120864,0.8045977011494253,0.9826230920942715,0.8728302174380848
H200_s0,3,0.5746702353128091,0.8070175438596491,0.9897984778412964,0.8920070358685085
H200_s0,4,0.47908545666418856,0.8731563421828908,0.9927277662763323,0.9048570575458663
H200_s0,5,0.4840562750218505,0.8666666666666667,0.9904531437827254,0.9017387138945716
H200_s0,6,0.3634179501547932,0.8905325443786982,0.9979055218201642,0.9171785031046186
H200_s0,7,0.418993828227217,0.8882175226586103,0.9948035379735474,0.9149012299520629
H200_s0,8,0.5459340404522613,0.8533724340175953,0.9863541568893048,0.8917800315788814
H200_s0,9,0.37211379233844694,0.9149560117302052,0.9982981625317765,0.9294234418443271
H1000_s0,0,0.2385446383018736,0.9580838323353293,0.9984502599201353,0.9589465984276363
H1000_s0,1,0.2450802917373368,0.9530791788856305,0.9981772743696145,0.9510766299707549
H1000_s0,2,0.2984646683678503,0.9310344827586207,0.9962829911918344,0.940843192594392
H1000_s0,3,0.3089898893787362,0.9444444444444444,0.9944584505131144,0.9467902566705432
H1000_s0,4,0.30373696613224477,0.9321533923303835,0.9981503745060591,0.9493100728307452
H1000_s0,5,0.22446990649394868,0.9565217391304348,0.9988903521154666,0.9539944369878087
H1000_s0,6,0.18749946394785216,0.9792899408284024,0.9997455347855805,0.9578776615006583
H1000_s0,7,0.21757528824454517,0.9667673716012085,0.9988820247258463,0.9517800318343299
H1000_s0,8,0.19236053816085041,0.9794721407624634,0.9997585366578502,0.959658719599247
H1000_s0,9,0.18489817581197865,0.9765395894428153,0.9998439775327647,0.963687386895929
H2000_s0,0,0.18745928333253667,0.9670658682634731,0.998732439651761,0.9670369923114777
H2000_s0,1,0.2658855767892468,0.9413489736070382,0.9988758898879783,0.9603188325251851
H2000_s0,2,0.33144785802856314,0.9224137931034483,0.9980749489831299,0.9449560248426029
H2000_s0,3,0.3401696236582474,0.9327485380116959,0.9930834650465356,0.9508292792098862
H2000_s0,4,0.2671079556876791,0.9410029498525073,0.9971976732601985,0.9618695218648229
H2000_s0,5,0.31654521880870623,0.9333333333333333,0.9950196234054804,0.9506791574614388
H2000_s0,6,0.19363076235658405,0.9792899408284024,0.9990560640732264,0.9603724852204323
H2000_s0,7,0.24906245180242656,0.9486404833836858,0.9980935149398356,0.9562464186123439
H2000_s0,8,0.20638122415513216,0.9530791788856305,0.9989120219025825,0.9631793722510338
H2000_s0,9,0.13574284447979534,0.9882697947214076,0.9999661796536797,0.9726317226886749
