subject_id,microblock_id,trial_id,C,Y_design
0,0,0,1,1
0,0,1,0,1
0,0,2,1,1
0,0,3,1,0
0,0,4,1,0
0,0,5,1,1
0,0,6,0,0
0,0,7,1,0
0,0,8,0,1
0,0,9,0,0
0,0,10,0,1
0,0,11,0,0
0,1,12,1,0
0,1,13,1,1
0,1,14,1,0
0,1,15,1,0
0,1,16,0,1
0,1,17,0,1
0,1,18,1,1
0,1,19,0,1
0,1,20,0,0
0,1,21,0,0
0,1,22,1,1
0,1,23,0,0
0,2,24,1,0
0,2,25,0,0
0,2,26,0,0
0,2,27,0,1
0,2,28,0,1
0,2,29,1,0
0,2,30,0,1
0,2,31,1,1
0,2,32,0,0
0,2,33,1,0
0,2,34,1,1
0,2,35,1,1
0,3,36,0,0
0,3,37,0,0
0,3,38,1,0
0,3,39,0,1
0,3,40,1,1
0,3,41,1,0
0,3,42,0,0
0,3,43,1,1
0,3,44,0,1
0,3,45,1,1
0,3,46,1,0
0,3,47,0,1
0,4,48,0,0
0,4,49,0,0
0,4,50,0,1
0,4,51,1,1
0,4,52,0,1
0,4,53,0,0
0,4,54,1,0
0,4,55,1,0
0,4,56,1,0
0,4,57,0,1
0,4,58,1,1
0,4,59,1,1
0,5,60,1,0
0,5,61,0,1
0,5,62,0,1
0,5,63,1,0
0,5,64,0,1
0,5,65,0,0
0,5,66,0,0
0,5,67,1,0
0,5,68,0,0
0,5,69,1,1
0,5,70,1,1
0,5,71,1,1
0,6,72,1,0
0,6,73,1,1
0,6,74,1,1
0,6,75,0,0
0,6,76,0,0
0,6,77,0,1
0,6,78,1,1
0,6,79,1,0
0,6,80,0,1
0,6,81,1,0
0,6,82,0,1
0,6,83,0,0
0,7,84,0,0
0,7,85,1,0
0,7,86,0,1
0,7,87,1,0
0,7,88,1,1
0,7,89,1,0
0,7,90,0,1
0,7,91,0,1
0,7,92,0,0
0,7,93,1,1
0,7,94,0,0
0,7,95,1,1
0,8,96,0,0
0,8,97,1,0
0,8,98,0,0
0,8,99,1,0
0,8,100,0,1
0,8,101,0,1
0,8,102,0,0
0,8,103,1,0
0,8,104,1,1
0,8,105,0,1
0,8,106,1,1
0,8,107,1,1
0,9,108,1,1
0,9,109,0,1
0,9,110,1,1
0,9,111,0,1
0,9,112,1,0
0,9,113,0,1
0,9,114,1,1
0,9,115,1,0
0,9,116,0,0
0,9,117,1,0
0,9,118,0,0
0,9,119,0,0
1,0,120,0,1
1,0,121,1,0
1,0,122,1,1
1,0,123,0,1
1,0,124,1,1
1,0,125,1,1
1,0,126,0,1
1,0,127,1,0
1,0,128,0,0
1,0,129,0,0
1,0,130,0,0
1,0,131,1,0
1,1,132,1,1
1,1,133,0,1
1,1,134,0,1
1,1,135,0,1
1,1,136,0,0
1,1,137,1,0
1,1,138,1,0
1,1,139,0,0
1,1,140,0,0
1,1,141,1,1
1,1,142,1,0
1,1,143,1,1
1,2,144,0,1
1,2,145,0,1
1,2,146,1,1
1,2,147,1,1
1,2,148,1,1
1,2,149,1,0
1,2,150,0,0
1,2,151,1,0
1,2,152,0,1
1,2,153,0,0
1,2,154,1,0
1,2,155,0,0
1,3,156,0,0
1,3,157,0,0
1,3,158,1,0
1,3,159,0,1
1,3,160,0,1
1,3,161,1,0
1,3,162,0,1
1,3,163,1,1
1,3,164,0,0
1,3,165,1,0
1,3,166,1,1
1,3,167,1,1
1,4,168,0,1
1,4,169,1,1
1,4,170,1,1
1,4,171,1,1
1,4,172,1,0
1,4,173,0,0
1,4,174,0,1
1,4,175,0,0
1,4,176,0,0
1,4,177,1,0
1,4,178,0,1
1,4,179,1,0
1,5,180,1,1
1,5,181,1,0
1,5,182,1,0
1,5,183,0,1
1,5,184,0,0
1,5,185,0,1
1,5,186,1,0
1,5,187,1,1
1,5,188,0,0
1,5,189,0,1
1,5,190,1,1
1,5,191,0,0
1,6,192,1,1
1,6,193,0,0
1,6,194,0,1
1,6,195,0,0
1,6,196,0,0
1,6,197,1,1
1,6,198,1,0
1,6,199,1,0
1,6,200,1,1
1,6,201,0,1
1,6,202,0,1
1,6,203,1,0
1,7,204,1,0
1,7,205,0,0
1,7,206,0,1
1,7,207,1,1
1,7,208,1,1
1,7,209,0,0
1,7,210,0,0
1,7,211,1,0
1,7,212,0,1
1,7,213,1,1
1,7,214,0,1
1,7,215,1,0
1,8,216,1,1
1,8,217,1,1
1,8,218,1,1
1,8,219,0,0
1,8,220,0,0
1,8,221,0,0
1,8,222,0,1
1,8,223,1,0
1,8,224,1,0
1,8,225,1,0
1,8,226,0,1
1,8,227,0,1
1,9,228,1,0
1,9,229,1,1
1,9,230,0,1
1,9,231,1,1
1,9,232,0,0
1,9,233,1,1
1,9,234,0,1
1,9,235,0,0
1,9,236,1,0
1,9,237,0,1
1,9,238,1,0
1,9,239,0,0
2,0,240,0,0
2,0,241,1,1
2,0,242,0,1
2,0,243,0,1
2,0,244,1,0
2,0,245,1,0
2,0,246,1,1
2,0,247,1,1
2,0,248,0,0
2,0,249,0,0
2,0,250,1,0
2,0,251,0,1
2,1,252,1,0
2,1,253,0,0
2,1,254,0,1
2,1,255,0,1
2,1,256,0,0
2,1,257,1,1
2,1,258,1,0
2,1,259,1,1
2,1,260,0,0
2,1,261,0,1
2,1,262,1,1
2,1,263,1,0
2,2,264,1,0
2,2,265,1,0
2,2,266,1,1
2,2,267,0,0
2,2,268,0,1
2,2,269,0,1
2,2,270,0,0
2,2,271,0,1
2,2,272,1,1
2,2,273,0,0
2,2,274,1,1
2,2,275,1,0
2,3,276,0,0
2,3,277,1,0
2,3,278,1,1
2,3,279,0,1
2,3,280,0,0
2,3,281,1,0
2,3,282,1,1
2,3,283,0,0
2,3,284,0,1
2,3,285,1,0
2,3,286,0,1
2,3,287,1,1
2,4,288,1,0
2,4,289,0,0
2,4,290,0,1
2,4,291,1,1
2,4,292,1,1
2,4,293,0,1
2,4,294,1,1
2,4,295,0,0
2,4,296,0,1
2,4,297,1,0
2,4,298,1,0
2,4,299,0,0
2,5,300,0,1
2,5,301,1,1
2,5,302,0,0
2,5,303,0,1
2,5,304,0,0
2,5,305,1,1
2,5,306,1,0
2,5,307,1,0
2,5,308,1,1
2,5,309,0,1
2,5,310,1,0
2,5,311,0,0
2,6,312,0,0
2,6,313,1,0
2,6,314,1,1
2,6,315,0,1
2,6,316,0,0
2,6,317,0,0
2,6,318,1,1
2,6,319,0,1
2,6,320,1,0
2,6,321,1,0
2,6,322,0,1
2,6,323,1,1
2,7,324,0,1
2,7,325,1,0
2,7,326,0,1
2,7,327,0,0
2,7,328,1,1
2,7,329,0,1
2,7,330,1,1
2,7,331,0,0
2,7,332,1,1
2,7,333,1,0
2,7,334,0,0
2,7,335,1,0
2,8,336,1,1
2,8,337,0,1
2,8,338,0,0
2,8,339,0,0
2,8,340,1,0
2,8,341,1,0
2,8,342,1,0
2,8,343,0,1
2,8,344,0,1
2,8,345,1,1
2,8,346,1,1
2,8,347,0,0
2,9,348,1,0
2,9,349,0,1
2,9,350,1,0
2,9,351,0,1
2,9,352,0,1
2,9,353,1,1
2,9,354,0,0
2,9,355,1,1
2,9,356,1,1
2,9,357,0,0
