orbit,replicate,path,max_rbf_association,bandwidth_0.5,bandwidth_1.0,bandwidth_2.0,trajectory_null_p,trajectory_null_p95,candidate_density_order_spearman,orbit_global_max_p,absolute_effect_retention,effect_sign_matches_baseline
O0,0,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O0,0,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O0,0,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O1,0,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O1,0,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O1,0,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O1,1,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O1,1,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O1,1,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O1,2,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O1,2,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O1,2,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O1,3,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O1,3,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O1,3,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O2,0,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O2,0,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O2,0,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O2,1,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O2,1,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O2,1,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O2,2,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O2,2,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O2,2,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O2,3,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O2,3,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O2,3,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O3,0,strict_source,0.02584333516655572,0.02584333516655572,-0.013468273819587536,-0.03608919573199864,0.002,-0.013214476426753226,0.9817391304347826,0.004,0.9654220648878807,1
O3,0,target_unlabeled,0.04013016523948235,0.04013016523948235,-0.003554319615493673,-0.033375173521559304,0.002,0.0010091598126637754,0.9808695652173912,0.002,0.917923136776838,1
O3,0,target_unlabeled_full_C75,0.058626690018741975,0.058626690018741975,-0.0034071701913391695,-0.0330703636635423,0.002,0.004456911407827919,0.9852173913043477,0.002,1.0151394466031904,1
O3,1,strict_source,0.021862655981674882,0.021862655981674882,-0.015847641565126767,-0.03676618043099285,0.002,-0.013833483435625741,0.9808695652173912,0.006,0.8167169734762584,1
O3,1,target_unlabeled,0.04051301090854418,0.04051301090854418,-0.00529160902521127,-0.03407616723877936,0.002,0.0001760756591950517,0.9843478260869565,0.002,0.926680212541403,1
O3,1,target_unlabeled_full_C75,0.054070979548976966,0.054070979548976966,-0.005541272298041181,-0.03360675718198667,0.002,0.00434577063062025,0.988695652173913,0.002,0.9362558970853312,1
O3,2,strict_source,0.026467281942016935,0.026467281942016935,-0.012989676863992213,-0.03578117233495645,0.002,-0.009622394535425407,0.9799999999999999,0.004,0.9887306657501038,1
O3,2,target_unlabeled,0.04313248738525617,0.04313248738525617,-0.003414476323120657,-0.03338612499157609,0.002,0.00042997400882300755,0.9826086956521738,0.002,0.9865971864653216,1
O3,2,target_unlabeled_full_C75,0.057278629608780225,0.057278629608780225,-0.004034980362455164,-0.03318043665919484,0.002,0.004343553677871273,0.9904347826086956,0.002,0.9917973596097278,1
O3,3,strict_source,0.03108105259470024,0.03108105259470024,-0.011191618584463738,-0.035470371215950154,0.002,-0.007982966363247624,0.9756521739130434,0.002,1.1610859736747914,1
O3,3,target_unlabeled,0.042640905356081824,0.042640905356081824,-0.0027505812309112127,-0.03320758376781544,0.002,0.002423220804273993,0.9695652173913042,0.002,0.9753529138462074,1
O3,3,target_unlabeled_full_C75,0.05823643745725577,0.05823643745725577,-0.003513169511077534,-0.03303646919634148,0.002,0.005103772498955836,0.9878260869565217,0.002,1.008382101626424,1
O4,0,strict_source,0.02609708621638769,0.02609708621638769,-0.015556739316303358,-0.03683894362511357,0.002,-0.010985209580504977,0.9756521739130434,0.004,0.9749013701291516,1
O4,0,target_unlabeled,0.046255289007829326,0.046255289007829326,-0.004660138422468729,-0.03394278412923876,0.002,0.0029323704363539422,0.9799999999999999,0.002,1.0580270408857546,1
O4,0,target_unlabeled_full_C75,0.058351982355735986,0.058351982355735986,-0.0047553777840060145,-0.033437498334235885,0.002,0.004504481108135098,0.9817391304347826,0.002,1.010382797627913,1
O4,1,strict_source,0.027585025205209376,0.027585025205209376,-0.013685175167033535,-0.03620053860825262,0.002,-0.011728324000840479,0.9791304347826085,0.004,1.0304858804780481,1
O4,1,target_unlabeled,0.04106004502876989,0.04106004502876989,-0.004411239239294915,-0.03359614072656351,0.002,-0.0003831733765476958,0.9739130434782608,0.002,0.9391928765826543,1
O4,1,target_unlabeled_full_C75,0.05494163819267919,0.05494163819267919,-0.004727195562867002,-0.03333288759373627,0.002,0.0033327453392744295,0.9808695652173912,0.002,0.9513316234049582,1
O4,2,strict_source,0.02774096485488071,0.02774096485488071,-0.013023203829970291,-0.036037993879681145,0.002,-0.009793569085688847,0.9799999999999999,0.004,1.036311273277133,1
O4,2,target_unlabeled,0.040319036138666886,0.040319036138666886,-0.0045793714355829235,-0.03370122638303543,0.002,0.0004729765865468132,0.9678260869565216,0.002,0.9222433025970066,1
O4,2,target_unlabeled_full_C75,0.05561673442204066,0.05561673442204066,-0.0044366460736488455,-0.033274230822083896,0.002,0.002796353633212473,0.9765217391304346,0.002,0.9630211254467556,1
O4,3,strict_source,0.028142828402723925,0.028142828402723925,-0.0130417734681535,-0.03590674994113789,0.002,-0.010991975726771479,0.9808695652173912,0.004,1.0513235746562537,1
O4,3,target_unlabeled,0.03971113251365054,0.03971113251365054,-0.003600375370741729,-0.033153577031407276,0.002,-0.0007644521398370725,0.9747826086956521,0.002,0.9083383311371828,1
O4,3,target_unlabeled_full_C75,0.05511623031142728,0.05511623031142728,-0.0036848694999199855,-0.032912925379580044,0.002,0.002994265725767664,0.9895652173913043,0.002,0.9543547404656444,1
O5,0,strict_source,0.02889854114570248,0.02889854114570248,-0.01299278226479353,-0.03604543184383153,0.002,-0.010713968864197072,0.983478260869565,0.004,1.0795545190017268,1
O5,0,target_unlabeled,0.04358604699131089,0.04358604699131089,-0.0038609538181421537,-0.033613218478840405,0.002,0.0004535973593386785,0.988695652173913,0.002,0.9969717476917829,1
O5,0,target_unlabeled_full_C75,0.058065593732740596,0.058065593732740596,-0.00431165892054773,-0.03332942835859229,0.002,0.00465224862527821,0.9939130434782607,0.002,1.0054238891824925,1
