path,kernel,bandwidth_factor,statistic,orbit,family,scope,median_effect_retention,median_candidate_order_spearman,all_signs_match,orbit_family_pass
strict_source,rbf,0.5,normalized_alignment,O1,orthogonal,global,1.0,0.9999999999999999,1,1
strict_source,rbf,0.5,normalized_alignment,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,0.5,normalized_alignment,O3,diagonal,global,0.9770763653189922,0.9804347826086955,1,1
strict_source,rbf,0.5,normalized_alignment,O4,diagonal,checkpoint,1.0333985768775906,0.9795652173913042,1,1
strict_source,rbf,0.5,normalized_alignment,O5,nonorthogonal,global,0.97081065751629,0.987391304347826,1,1
strict_source,rbf,0.5,normalized_alignment,O6,nonorthogonal,checkpoint,0.9822927895210389,0.9826086956521738,1,1
strict_source,rbf,0.5,normalized_alignment,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,0.5,centered_hsic,O1,orthogonal,global,1.0,0.9999999999999999,1,1
strict_source,rbf,0.5,centered_hsic,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,0.5,centered_hsic,O3,diagonal,global,0.9961590743603113,0.9804347826086955,1,1
strict_source,rbf,0.5,centered_hsic,O4,diagonal,checkpoint,1.003596162089237,0.9795652173913042,1,1
strict_source,rbf,0.5,centered_hsic,O5,nonorthogonal,global,0.9986655311669922,0.987391304347826,1,1
strict_source,rbf,0.5,centered_hsic,O6,nonorthogonal,checkpoint,0.998214119756554,0.9826086956521738,1,1
strict_source,rbf,0.5,centered_hsic,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,normalized_alignment,O1,orthogonal,global,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,normalized_alignment,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,normalized_alignment,O3,diagonal,global,0.9950957918329177,0.9804347826086955,1,1
strict_source,rbf,1.0,normalized_alignment,O4,diagonal,checkpoint,1.0052129295076133,0.9795652173913042,1,1
strict_source,rbf,1.0,normalized_alignment,O5,nonorthogonal,global,1.0535419481578716,0.987391304347826,1,1
strict_source,rbf,1.0,normalized_alignment,O6,nonorthogonal,checkpoint,1.0149033242459387,0.9826086956521738,1,1
strict_source,rbf,1.0,normalized_alignment,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,centered_hsic,O1,orthogonal,global,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,centered_hsic,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,1.0,centered_hsic,O3,diagonal,global,1.0028164329177094,0.9804347826086955,1,1
strict_source,rbf,1.0,centered_hsic,O4,diagonal,checkpoint,1.0042897036149334,0.9795652173913042,1,1
strict_source,rbf,1.0,centered_hsic,O5,nonorthogonal,global,0.9978355994253874,0.987391304347826,1,1
strict_source,rbf,1.0,centered_hsic,O6,nonorthogonal,checkpoint,0.9943676797134791,0.9826086956521738,1,1
strict_source,rbf,1.0,centered_hsic,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,2.0,normalized_alignment,O1,orthogonal,global,1.0,0.9999999999999999,1,1
strict_source,rbf,2.0,normalized_alignment,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
strict_source,rbf,2.0,normalized_alignment,O3,diagonal,global,0.9972493258145054,0.9804347826086955,1,1
strict_source,rbf,2.0,normalized_alignment,O4,diagonal,checkpoint,1.0023578528818475,0.9795652173913042,1,1
strict_source,rbf,2.0,normalized_alignment,O5,nonorthogonal,global,1.0059324391710152,0.987391304347826,1,1
strict_source,rbf,2.0,normalized_alignment,O6,nonorthogonal,checkpoint,1.0048980381237098,0.9826086956521738,1,1
strict_source,rbf,2.0,normalized_alignment,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
