trajectory_id,seed,target,level,regime,n_candidates,front_fraction,max_pareto_layer,mean_n_dominators,mean_n_dominated,layer_auc_vs_target_utility,n_dominators_auc_vs_target_utility,n_dominated_auc_vs_target_utility,layer_spearman_vs_target_utility,front_joint_good_rate,front_pareto_good_rate,target_labels_diagnostic_only
0|1|0|S0_full_support,0,1,0,S0_full_support,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.05,0.2,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.05,0.2,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.05,0.2,1
0|1|1|S0_full_support,0,1,1,S0_full_support,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.1,1
0|1|1|S2_rare_cells,0,1,1,S2_rare_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.1,1
0|1|1|S3_nonestimable_cells,0,1,1,S3_nonestimable_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.1,1
0|2|0|S0_full_support,0,2,0,S0_full_support,27,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5185185185185185,0.1111111111111111,1
0|2|0|S2_rare_cells,0,2,0,S2_rare_cells,27,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5185185185185185,0.1111111111111111,1
0|2|0|S3_nonestimable_cells,0,2,0,S3_nonestimable_cells,27,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5185185185185185,0.1111111111111111,1
0|2|1|S0_full_support,0,2,1,S0_full_support,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2857142857142857,0.03571428571428571,1
0|2|1|S2_rare_cells,0,2,1,S2_rare_cells,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2857142857142857,0.03571428571428571,1
0|2|1|S3_nonestimable_cells,0,2,1,S3_nonestimable_cells,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2857142857142857,0.03571428571428571,1
0|3|0|S0_full_support,0,3,0,S0_full_support,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.7391304347826086,0.34782608695652173,1
0|3|0|S2_rare_cells,0,3,0,S2_rare_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.7391304347826086,0.34782608695652173,1
0|3|0|S3_nonestimable_cells,0,3,0,S3_nonestimable_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.7391304347826086,0.34782608695652173,1
0|3|1|S0_full_support,0,3,1,S0_full_support,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.0,0.2,1
0|3|1|S2_rare_cells,0,3,1,S2_rare_cells,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.0,0.2,1
0|3|1|S3_nonestimable_cells,0,3,1,S3_nonestimable_cells,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.0,0.2,1
0|4|0|S0_full_support,0,4,0,S0_full_support,24,0.9166666666666666,1,0.20833333333333334,0.20833333333333334,0.4781818181818182,0.4763636363636364,0.5454545454545454,-0.13067172155531298,0.5909090909090909,0.13636363636363635,1
0|4|0|S2_rare_cells,0,4,0,S2_rare_cells,24,0.9166666666666666,1,0.20833333333333334,0.20833333333333334,0.4781818181818182,0.4763636363636364,0.5454545454545454,-0.13067172155531298,0.5909090909090909,0.13636363636363635,1
0|4|0|S3_nonestimable_cells,0,4,0,S3_nonestimable_cells,24,0.9166666666666666,1,0.20833333333333334,0.20833333333333334,0.4781818181818182,0.4763636363636364,0.5454545454545454,-0.13067172155531298,0.5909090909090909,0.13636363636363635,1
0|4|1|S0_full_support,0,4,1,S0_full_support,36,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.1111111111111111,0.027777777777777776,1
0|4|1|S2_rare_cells,0,4,1,S2_rare_cells,36,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.1111111111111111,0.027777777777777776,1
0|4|1|S3_nonestimable_cells,0,4,1,S3_nonestimable_cells,36,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.1111111111111111,0.027777777777777776,1
0|5|0|S0_full_support,0,5,0,S0_full_support,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.55,0.15,1
0|5|0|S2_rare_cells,0,5,0,S2_rare_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.55,0.15,1
0|5|0|S3_nonestimable_cells,0,5,0,S3_nonestimable_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.55,0.15,1
0|5|1|S0_full_support,0,5,1,S0_full_support,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.045454545454545456,0.2727272727272727,1
0|5|1|S2_rare_cells,0,5,1,S2_rare_cells,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.045454545454545456,0.2727272727272727,1
0|5|1|S3_nonestimable_cells,0,5,1,S3_nonestimable_cells,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.045454545454545456,0.2727272727272727,1
0|6|0|S0_full_support,0,6,0,S0_full_support,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09090909090909091,0.09090909090909091,1
0|6|0|S2_rare_cells,0,6,0,S2_rare_cells,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09090909090909091,0.09090909090909091,1
0|6|0|S3_nonestimable_cells,0,6,0,S3_nonestimable_cells,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09090909090909091,0.09090909090909091,1
0|6|1|S0_full_support,0,6,1,S0_full_support,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09523809523809523,0.047619047619047616,1
0|6|1|S2_rare_cells,0,6,1,S2_rare_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09523809523809523,0.047619047619047616,1
0|6|1|S3_nonestimable_cells,0,6,1,S3_nonestimable_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.09523809523809523,0.047619047619047616,1
0|7|0|S0_full_support,0,7,0,S0_full_support,21,0.9523809523809523,1,0.047619047619047616,0.047619047619047616,0.4857142857142857,0.4857142857142857,0.5428571428571428,-0.11078234188139947,0.4,0.15,1
0|7|0|S2_rare_cells,0,7,0,S2_rare_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.42857142857142855,0.14285714285714285,1
0|7|0|S3_nonestimable_cells,0,7,0,S3_nonestimable_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.42857142857142855,0.14285714285714285,1
0|7|1|S0_full_support,0,7,1,S0_full_support,24,0.7083333333333334,2,0.5416666666666666,0.5416666666666666,0.49818840579710144,0.49818840579710144,0.5760869565217391,-0.034344284128494086,0.35294117647058826,0.17647058823529413,1
0|7|1|S2_rare_cells,0,7,1,S2_rare_cells,24,0.875,2,0.375,0.375,0.49818840579710144,0.49818840579710144,0.5380434782608695,-0.020435203090451482,0.2857142857142857,0.14285714285714285,1
0|7|1|S3_nonestimable_cells,0,7,1,S3_nonestimable_cells,24,0.875,2,0.375,0.375,0.49818840579710144,0.49818840579710144,0.5380434782608695,-0.020435203090451482,0.2857142857142857,0.14285714285714285,1
0|8|0|S0_full_support,0,8,0,S0_full_support,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.65,0.15,1
0|8|0|S2_rare_cells,0,8,0,S2_rare_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.65,0.15,1
0|8|0|S3_nonestimable_cells,0,8,0,S3_nonestimable_cells,20,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.65,0.15,1
0|8|1|S0_full_support,0,8,1,S0_full_support,24,0.875,1,0.125,0.125,0.5452898550724637,0.5452898550724637,0.5271739130434783,0.227507877596645,0.7142857142857143,0.19047619047619047,1
0|8|1|S2_rare_cells,0,8,1,S2_rare_cells,24,0.9583333333333334,1,0.041666666666666664,0.041666666666666664,0.5126811594202898,0.5126811594202898,0.5271739130434783,0.10542917959114904,0.6956521739130435,0.17391304347826086,1
0|8|1|S3_nonestimable_cells,0,8,1,S3_nonestimable_cells,24,0.875,1,0.125,0.125,0.5452898550724637,0.5452898550724637,0.5271739130434783,0.227507877596645,0.7142857142857143,0.19047619047619047,1
0|9|0|S0_full_support,0,9,0,S0_full_support,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.3333333333333333,0.16666666666666666,1
0|9|0|S2_rare_cells,0,9,0,S2_rare_cells,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.3333333333333333,0.16666666666666666,1
0|9|0|S3_nonestimable_cells,0,9,0,S3_nonestimable_cells,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.3333333333333333,0.16666666666666666,1
0|9|1|S0_full_support,0,9,1,S0_full_support,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5263157894736842,0.05263157894736842,1
0|9|1|S2_rare_cells,0,9,1,S2_rare_cells,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5263157894736842,0.05263157894736842,1
0|9|1|S3_nonestimable_cells,0,9,1,S3_nonestimable_cells,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5263157894736842,0.05263157894736842,1
1|1|0|S0_full_support,1,1,0,S0_full_support,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.9642857142857143,0.17857142857142858,1
1|1|0|S2_rare_cells,1,1,0,S2_rare_cells,28,0.9642857142857143,1,0.03571428571428571,0.03571428571428571,0.4820936639118457,0.4820936639118457,0.5261707988980716,-0.1550092469442753,0.9629629629629629,0.18518518518518517,1
1|1|0|S3_nonestimable_cells,1,1,0,S3_nonestimable_cells,28,0.9642857142857143,1,0.03571428571428571,0.03571428571428571,0.4820936639118457,0.4820936639118457,0.5261707988980716,-0.1550092469442753,0.9629629629629629,0.18518518518518517,1
1|1|1|S0_full_support,1,1,1,S0_full_support,18,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2222222222222222,0.1111111111111111,1
1|1|1|S2_rare_cells,1,1,1,S2_rare_cells,18,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2222222222222222,0.1111111111111111,1
1|1|1|S3_nonestimable_cells,1,1,1,S3_nonestimable_cells,18,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2222222222222222,0.1111111111111111,1
1|2|0|S0_full_support,1,2,0,S0_full_support,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.13043478260869565,0.13043478260869565,1
1|2|0|S2_rare_cells,1,2,0,S2_rare_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.13043478260869565,0.13043478260869565,1
1|2|0|S3_nonestimable_cells,1,2,0,S3_nonestimable_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.13043478260869565,0.13043478260869565,1
1|2|1|S0_full_support,1,2,1,S0_full_support,29,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.6551724137931034,0.1724137931034483,1
1|2|1|S2_rare_cells,1,2,1,S2_rare_cells,29,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.6551724137931034,0.1724137931034483,1
1|2|1|S3_nonestimable_cells,1,2,1,S3_nonestimable_cells,29,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.6551724137931034,0.1724137931034483,1
1|3|0|S0_full_support,1,3,0,S0_full_support,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.21428571428571427,1
1|3|0|S2_rare_cells,1,3,0,S2_rare_cells,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.21428571428571427,1
1|3|0|S3_nonestimable_cells,1,3,0,S3_nonestimable_cells,28,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.25,0.21428571428571427,1
1|3|1|S0_full_support,1,3,1,S0_full_support,20,0.9,1,0.1,0.1,0.5185185185185185,0.5185185185185185,0.4603174603174603,0.10120088237640551,0.1111111111111111,0.16666666666666666,1
1|3|1|S2_rare_cells,1,3,1,S2_rare_cells,20,0.9,1,0.1,0.1,0.5185185185185185,0.5185185185185185,0.4603174603174603,0.10120088237640551,0.1111111111111111,0.16666666666666666,1
1|3|1|S3_nonestimable_cells,1,3,1,S3_nonestimable_cells,20,0.9,1,0.1,0.1,0.5185185185185185,0.5185185185185185,0.4603174603174603,0.10120088237640551,0.1111111111111111,0.16666666666666666,1
1|4|0|S0_full_support,1,4,0,S0_full_support,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5296052631578947,0.5296052631578947,0.48355263157894735,0.2104755363112609,0.9411764705882353,0.058823529411764705,1
1|4|0|S2_rare_cells,1,4,0,S2_rare_cells,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5296052631578947,0.5296052631578947,0.48355263157894735,0.2104755363112609,0.9411764705882353,0.058823529411764705,1
1|4|0|S3_nonestimable_cells,1,4,0,S3_nonestimable_cells,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5296052631578947,0.5296052631578947,0.48355263157894735,0.2104755363112609,0.9411764705882353,0.058823529411764705,1
1|4|1|S0_full_support,1,4,1,S0_full_support,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5416666666666666,0.041666666666666664,1
1|4|1|S2_rare_cells,1,4,1,S2_rare_cells,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5416666666666666,0.041666666666666664,1
1|4|1|S3_nonestimable_cells,1,4,1,S3_nonestimable_cells,24,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5416666666666666,0.041666666666666664,1
1|5|0|S0_full_support,1,5,0,S0_full_support,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5359477124183006,0.5359477124183006,0.47058823529411764,0.2571151046067438,0.29411764705882354,0.11764705882352941,1
1|5|0|S2_rare_cells,1,5,0,S2_rare_cells,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5359477124183006,0.5359477124183006,0.47058823529411764,0.2571151046067438,0.29411764705882354,0.11764705882352941,1
1|5|0|S3_nonestimable_cells,1,5,0,S3_nonestimable_cells,18,0.9444444444444444,1,0.05555555555555555,0.05555555555555555,0.5359477124183006,0.5359477124183006,0.47058823529411764,0.2571151046067438,0.29411764705882354,0.11764705882352941,1
1|5|1|S0_full_support,1,5,1,S0_full_support,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.10526315789473684,0.10526315789473684,1
1|5|1|S2_rare_cells,1,5,1,S2_rare_cells,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.10526315789473684,0.10526315789473684,1
1|5|1|S3_nonestimable_cells,1,5,1,S3_nonestimable_cells,19,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.10526315789473684,0.10526315789473684,1
1|6|0|S0_full_support,1,6,0,S0_full_support,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,1.0,0.047619047619047616,1
1|6|0|S2_rare_cells,1,6,0,S2_rare_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,1.0,0.047619047619047616,1
1|6|0|S3_nonestimable_cells,1,6,0,S3_nonestimable_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,1.0,0.047619047619047616,1
1|6|1|S0_full_support,1,6,1,S0_full_support,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.92,0.04,1
1|6|1|S2_rare_cells,1,6,1,S2_rare_cells,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.92,0.04,1
1|6|1|S3_nonestimable_cells,1,6,1,S3_nonestimable_cells,25,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.92,0.04,1
1|7|0|S0_full_support,1,7,0,S0_full_support,26,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2692307692307692,0.07692307692307693,1
1|7|0|S2_rare_cells,1,7,0,S2_rare_cells,26,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2692307692307692,0.07692307692307693,1
1|7|0|S3_nonestimable_cells,1,7,0,S3_nonestimable_cells,26,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.2692307692307692,0.07692307692307693,1
1|7|1|S0_full_support,1,7,1,S0_full_support,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5238095238095238,0.047619047619047616,1
1|7|1|S2_rare_cells,1,7,1,S2_rare_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5238095238095238,0.047619047619047616,1
1|7|1|S3_nonestimable_cells,1,7,1,S3_nonestimable_cells,21,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5238095238095238,0.047619047619047616,1
1|8|0|S0_full_support,1,8,0,S0_full_support,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5652173913043478,0.17391304347826086,1
1|8|0|S2_rare_cells,1,8,0,S2_rare_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5652173913043478,0.17391304347826086,1
1|8|0|S3_nonestimable_cells,1,8,0,S3_nonestimable_cells,23,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.5652173913043478,0.17391304347826086,1
1|8|1|S0_full_support,1,8,1,S0_full_support,22,0.9545454545454546,1,0.045454545454545456,0.045454545454545456,0.4585152838427948,0.4585152838427948,0.5240174672489083,-0.3268538937360499,0.047619047619047616,0.14285714285714285,1
1|8|1|S2_rare_cells,1,8,1,S2_rare_cells,22,1.0,0,0.0,0.0,0.5,0.5,0.5,,0.045454545454545456,0.18181818181818182,1
