dataset,backbone,seed,fold_id,artifact_path,variant,variant_key,target_bacc,target_nll,target_ece,target_n_eval,entropy_mean,confidence_mean,mean_prediction,predicted_label_counts,collapse_passed,collapse_warnings,boundary_hit,boundary_hits,log_t_abs,beta_norm,diag_max_abs_delta,shift_norm,adapter_state_hash,predictions_hash,proba_hash
BNCI2014_001,EEGConformerMini,0,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,ERM_NO_ADAPT,BNCI2014_001|EEGConformerMini|seed0|fold1|ERM_NO_ADAPT,0.5364583333333334,4.048349972959693,0.4074827220120484,576,0.14744356740464687,0.9413673668185412,"[0.3259700548431801, 0.2501822537984548, 0.24411399070566123, 0.17973370065270344]","[187, 145, 139, 105]",True,[],False,[],0.0,0.0,0.0,0.0,5be77060dbd3121dc5e1f0944e719fe225e5f5cdbac62c19956f17b0599bd584,88fa7374bb89cfbecd17bfd4dbbdb9f75a7b2848706b9051f5520243444fd295,8beadfa506bc912197d7b0f7e34e72d43b6775a3b099b2141562cfbe6fe1e417
BNCI2014_001,EEGConformerMini,0,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,TTA_CONTROL_REPLAY,BNCI2014_001|EEGConformerMini|seed0|fold1|TTA_CONTROL_REPLAY,0.5364583333333334,3.782660264022268,0.4006617715438979,576,0.16402472573388482,0.9349210868457914,"[0.32603555307763465, 0.2500713990650062, 0.24411876271885447, 0.1797742851385048]","[187, 145, 139, 105]",True,[],False,[],0.09970603652935223,0.0,0.0,0.0,a6d17cfc6b0a003ccd69fc7a22258fd78bfe609f016c1cb46d7bb378a9e32623,88fa7374bb89cfbecd17bfd4dbbdb9f75a7b2848706b9051f5520243444fd295,9b3e970c2a25a394b351c17382acf111a4beaefe4273bff202e43c87c37218b1
BNCI2014_001,EEGConformerMini,0,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,TALOS_L,BNCI2014_001|EEGConformerMini|seed0|fold1|TALOS_L,0.5381944444444444,3.827208368366456,0.4007435322582649,576,0.16014061240353497,0.9366879127703606,"[0.3197907877436506, 0.2502682003869523, 0.24493859420058678, 0.1850024176688109]","[185, 144, 139, 108]",True,[],False,[],0.07763766818842516,0.21091547380217865,0.0,0.0,197a7c65aec55ee6b5d6b2f74f1fbd99b00d6e752a8e47cf84528d457f1f1980,a84f52f1d55654459f6d33ebec62f0dd35fe59cb2a1b282fe39c8b174b4fa141,6d71b78f8248066f715e233c5bd875f5450d853e01987360d6eb6557d1c7d4aa
BNCI2014_001,EEGConformerMini,0,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,TALOS_D,BNCI2014_001|EEGConformerMini|seed0|fold1|TALOS_D,0.5277777777777778,4.589240402741705,0.42717630601537016,576,0.11595663102656885,0.9549540837931478,"[0.3059322280636345, 0.24510252650764544, 0.2509123949326469, 0.19805285049607296]","[177, 141, 143, 115]",True,[],True,"[""diag"", ""shift""]",0.0,0.0,0.3500000000000001,1.4999999999999998,6b0adef981da550f02fb12fec36a18b1e07e32e443e70a8456b41b989713a712,366616d1c0d1f83736df5996e29f392b31d64be86968ff2da7c3f20f79d374b6,01a1103a002e569775284900419bc8e8f889a5931fea7759da97f6c2b35ce589
BNCI2014_001,EEGConformerMini,0,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,TALOS_LD,BNCI2014_001|EEGConformerMini|seed0|fold1|TALOS_LD,0.5260416666666666,4.365655131235774,0.4247347604330747,576,0.12670990861815873,0.9507764270997414,"[0.302720742996869, 0.24521285647897015, 0.25130140271511003, 0.2007649978090506]","[175, 140, 144, 117]",True,[],True,"[""diag"", ""shift""]",0.08262631393161846,0.1540034257068842,0.3500000000000001,1.4999999999999998,db0812fd1910081eaebe9323a91a13a494cebfead10ff0511eaffc57f6a8b968,14d21e3e8077ca25694b65bfdcc607a7f7b3f76d4386d02c818a1c53ac7b86a3,b55db243196f9c8ebc8c99377ff021b25d212ed5bba4b85bdcc917a3d3663123
BNCI2014_001,EEGConformerMini,0,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,ERM_NO_ADAPT,BNCI2014_001|EEGConformerMini|seed0|fold2|ERM_NO_ADAPT,0.2534722222222222,5.53554102430527,0.6422742672875992,576,0.28226951072596607,0.8949011254666208,"[0.6068147622032127, 0.13123116749833716, 0.1656028063035108, 0.09635126399493908]","[363, 72, 94, 47]",True,[],False,[],0.0,0.0,0.0,0.0,5be77060dbd3121dc5e1f0944e719fe225e5f5cdbac62c19956f17b0599bd584,f5c1fbf2f3290097ed7e43290f374c1786450aa77ce037fb7d2bc90d5519411f,46b72b51ae0f4feea6d7e75284b4f30f104b2f563648ead1137227135eec33d4
BNCI2014_001,EEGConformerMini,0,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,TTA_CONTROL_REPLAY,BNCI2014_001|EEGConformerMini|seed0|fold2|TTA_CONTROL_REPLAY,0.2534722222222222,5.194508342386134,0.6309470663368151,576,0.31174883760610184,0.8844192885590374,"[0.6016389606871251, 0.13223301442573449, 0.16655596729471303, 0.09957205759242706]","[363, 72, 94, 47]",True,[],False,[],0.07836384020072995,0.0,0.0,0.0,456640ec8e4c1b20022d0e84d0d6bc9f4df29cd281de5ce1afa25ac857e634e1,f5c1fbf2f3290097ed7e43290f374c1786450aa77ce037fb7d2bc90d5519411f,0c58842dfd3a283607a272d74dbc03c6c16595261b152ddd5bf10561eb98bf61
BNCI2014_001,EEGConformerMini,0,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,TALOS_L,BNCI2014_001|EEGConformerMini|seed0|fold2|TALOS_L,0.2552083333333333,5.034508666338265,0.6077591873544919,576,0.3617600958448127,0.8629675206878251,"[0.5419004449818263, 0.14633462480795523, 0.1747848417423402, 0.1369800884678782]","[338, 79, 99, 60]",True,[],False,[],0.0586187839273989,0.7009157667657393,0.0,0.0,209f670c69996ce50107cb80b6c04eee44eaf0aabc738c3e540518c740872650,ffc7694163f7d4f8ec3955a8c9115b9dfc6b199555a674e916c3f55cfad9e1fe,fb219a6d70e41705f83364ce540c21bb329118cedaf73d0be26b7b1db60ec3bf
BNCI2014_001,EEGConformerMini,0,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,TALOS_D,BNCI2014_001|EEGConformerMini|seed0|fold2|TALOS_D,0.2586805555555555,6.402516254289179,0.6419252105495257,576,0.26584751906961335,0.9006057661050811,"[0.5239829930528149, 0.15637725681455805, 0.18908850658547677, 0.13055124354715011]","[315, 86, 110, 65]",True,[],True,"[""diag"", ""shift""]",0.0,0.0,0.3500000000000001,1.4999999999999998,75308354f5e27e2ee8e3523f739ba6d81b3cdc8675ca5ce4f765d05195b4321c,3435c30242c0761259ce206c278e396d0b1c7af2442778106f10cbe5e1c5ad5e,94473869b4865b4254d230cde0523df579077ce699d81ee33a5c5e8b9f408974
BNCI2014_001,EEGConformerMini,0,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,TALOS_LD,BNCI2014_001|EEGConformerMini|seed0|fold2|TALOS_LD,0.2517361111111111,5.98064728332883,0.6250101299891995,576,0.32281965335720214,0.8767462411003106,"[0.47795746240016485, 0.16698213284941638, 0.19451361719807497, 0.16054678755234308]","[299, 92, 110, 75]",True,[],True,"[""diag"", ""shift""]",0.060944308351297966,0.538408245126994,0.3500000000000001,1.4999999999999998,1696f751895c3ea3ed17107af9687eeabc139360c997b26456a0ab31d011e974,08efeb1dbcbc27a8f9859236f2cf7643267569d1b1aad72edfdd0d03e4a500fb,169d75ed875d0dc3ec26ece27184b7cd373ccf6ee97ad920030eefaf58376aae
