path,size_bytes,sha256,git_blob
oaci/multidataset/c84r_regression_suite.py,3217,aeae6e5d9ae638bfd0e6a5ec0c6c15bde3db72060a5a1e60269759596770df47,8a21512f3be66858b745c3a54c72a7cf73336b26
oaci/reports/C85R_SYNTHETIC_CONTRACT_SEMANTIC_REPAIR_PROTOCOL.json,7893,e37bb444fdd174ba4ca1f95e91d9193378f11dd0ef2aeac3e03cbf6249a34b68,af9768cb203ea0d1b04f58816de7c1ae0f642fa0
oaci/reports/C85TR1_EXECUTION_GUARD_RNG_PERSISTENCE_AND_PROOF_REVIEW_PROTOCOL.json,11317,9c0a7084a7ddd83ef96b8d7f95faf89138829729c0acc5c3d6baeb0ef87ab13d,137f9062f897cf4d1dc4c96c13b3d8a0012dfb40
oaci/reports/C85TR2_AUTHORIZATION_CERTIFICATE_ATOMIC_TRANSACTION_AND_RESULT_REPLAY_PROTOCOL.json,14359,f9a1db908f34818b7551c0d4f8de65fa7a11e71c41b8e5fe28824f042904a844,29b3d541f601ea397098f2dfc0d06f02d4ec6fc9
oaci/reports/C85T_EXECUTION_LOCK_V3.json,38929,3ee51a994969ebaaad9c1228d52df76e5222284c38eadbc77a50ce6178cdc8a9,b1a2bc19604a58032012010fc06c42d5c5e6487a
oaci/reports/C85T_EXECUTION_LOCK_V3.sha256,94,0ab8f8c3f6623598cc36a5983fb86b68f478b255d81d0c76bde20955b36cbc79,cb12791e0606ae5997a59d44178e29846062deb7
oaci/reports/C85T_PROOF_AND_SYNTHETIC_EXECUTION_OPERATIONALIZATION_PROTOCOL.json,16218,6543d6ebbfccb8158f8f48a4fe6409c6243a708bbb0358d350932dd249e6b7c2,0c17a838b08f40820574c133d1a93134b3aa81af
oaci/reports/C85V_INDEPENDENT_PROOF_REVIEW_PROTOCOL.json,13452,4b622ee1dd2dda6f681a3cf60b16eda0d873dbbe4f1ee996e565bf037423c586,fb1512b900463b4b2dd28c76676b871fb171069c
oaci/reports/C85V_INDEPENDENT_PROOF_REVIEW_PROTOCOL.sha256,110,91415d308826e54b656110fe088e229a71646cab470ca94bb27997f79676ce3b,fa7c8173346fdd8be447e6a5be29589df8a97c77
oaci/reports/C85V_PROTOCOL_TIMING_AUDIT.md,2789,13f4afdc7cb9e09aeaf25dae446ff6f2f39b5b1cecb853d45b2fc627358c3888,1f7a23046bc46a079715b28562a09752ef99b03c
oaci/reports/C85_TPAMI_DECISION_THEORY_PROTOCOL.json,9187,af4c2cb35a6b6555d6c9ded3105eb7ad4f061ba237d3e8cc3ed6f5a18aede006,403f437fc5ba493c177e559982ba671aa2c0898b
oaci/reports/c85p_tables/assumption_lattice.csv,783,09430e5d3a36d58a66e63c7a54a651b3b3e00488bc4d0231aa6607e1799e345f,1aa116166e0836df519a7a07c50f35b489b49827
oaci/reports/c85p_tables/proof_obligation_registry.csv,950,b24907687eb185adf0dbfdacd19a56594f4e9023c7c6bcb1807c7778862c52b3,74ede139e5d1cddd1468c02743587b2232d696c1
oaci/reports/c85p_tables/theorem_registry.csv,2256,16977378b047fa9abea379682d00a139af7d5de311e900bdd16f96843f7f23ed,d11b8ebccc0e5ee748d3edb05ac69e2c85580365
oaci/reports/c85r_tables/proof_obligation_precision_addendum.csv,884,10b64d6f25f4e18ccfeb48299190a215543f8890ac1c495b0c3540f7394c54f8,e8f1f73c2dc92c27d99505dae0dce9372fffc5bf
oaci/reports/c85tr1_tables/C85T_C85V_stage_separation.csv,144,12f9651f28d69d75b569caf18fea8e0e1e59b5c05a6cf14c7a5ccb1cca6a5107,889b467959fa50acbeee00de254b84344d13ff47
oaci/reports/c85vp_tables/c85t_identity_replay.csv,3328,ac46d237a8358d79711b0f26a14e85b08c726f046f7fedacd510939c99a19fa2,3d2537922a7113d6dae0b5a52f212b2473efa569
oaci/reports/c85vp_tables/exact_adversarial_fixture_registry.csv,277,d288a087f7beb81121cf23f95933d5c445d02492eea8779a90152fd00ec0d530,49fa7f3f9f66163125d38fa7eac1cf617898077c
oaci/reports/c85vp_tables/failure_reason_ledger.csv,387,75e00da813636a4b75ba4cd308538a97d91f46214de1fc21afa7b47cc67e7026,7071ad14923d71774a039369f0a2dbe3e1b9b3bc
oaci/reports/c85vp_tables/implementation_isolation_audit.csv,456,ab57614d4029eca991e885f0c09ded51d4ba5da528b9e2146eb2a41d56fc7409,aee7a23ff0612da43d7449183565144a4ee200ac
oaci/reports/c85vp_tables/primary_literature_registry.csv,1875,7dbf2b6cab0d9f60c2d9a5091e6f1a0e9921b6dd900eaab7b33603f57e4ee9b2,e6f8d92fcfe945cee56fd6d03696165c7a4069ef
oaci/reports/c85vp_tables/proof_candidate_identity_registry.csv,1104,42e7b46f57f0a5e7b683936617f7efb4fb78d4dd80c7e069e759f98b66ba3f96,2e6d5d2ba11a4707266656687486b9edc82b00df
oaci/reports/c85vp_tables/result_bundle_schema.csv,306,94b4ed42f7ed00eccd00ec42492838535d7a61730a28b7313e2cafb90b13d649,7c98dcd3119c798a75be045c41007a74548dab07
oaci/reports/c85vp_tables/review_stage_contract.csv,472,24f3d2a8e22757e7e84249527ac8af41fd932a108fd69f31fcfdc1e76ff32b94,2aa9184fe7aa0de59790be9fd760a26b7d716540
oaci/reports/c85vp_tables/risk_register.csv,789,15ef36ceb9bcdc62d6e89f3ac305c7bb1360c97e8464404123376f2499d3e96e,c8674fcf372d8b68d00c163f3aca404feaf04c1b
oaci/reports/c85vp_tables/shadow_validation.csv,380,c6acc0ea1ac4b42f8e0cf478ebb1e14adbe2bcc4b6252724bb428f9cffa7ba22,01b96e48771fcc818cac2b9d325f941f500b3973
oaci/reports/c85vp_tables/theorem_review_obligations.csv,1254,9b7292f1227e6b67463ab7ada8d170f4680c5cc729b1b1c3e8b5b102b7bdb689,84bf848d83f0beec98975a777a0139127f719e74
oaci/reports/c85vp_tables/theorem_statement_registry.csv,1413,2721db7b46ad4a5cc933fb205cffa419f66c304b8e039d407d332bcda165cb10,be705281e2730b4a13e934851b45eed7ea40faa5
oaci/reports/c85vp_tables/verdict_contract.csv,591,763d6f68a84b2613bf5cc82054036a5b6e0a2d17195663fa66709dbc54a582f3,1f10caeb4ec568c37c8f30d683acaf92e8a52726
oaci/slurm_c85vp_regression.sh,2155,3fa389f433fdfb92ff2526fe2c948bc87c517fd3cb761130a44056c4f3cef7f4,427fa1326ed0e656fb1c46afb217c224751c8f6a
oaci/tests/c85vp_test_support.py,2956,d93c9825c7a11b473b0dff142a1d08b5302347a975fcad78d91b7d47cc6bad1a,9e1d9dbab0e099b8cb2129fd825c00f21f9d21ec
oaci/tests/test_c85vp_execution_lock.py,9622,bf5694f84d6ea413c11f87fa6d254fe8d0d1f74faa37416d206c26f1d7261454,390d69a5ac51b5afd9b1d7c06ede90505b60f7d9
oaci/tests/test_c85vp_stage_isolation.py,5329,a29663e163168a3cf5c55c714f5f0087d8836f5bbf78f452a771bd1e2279ff7f,fd03cb22874ae2554f77584c382802f2b526ad1f
oaci/tests/test_c85vp_theorem_contracts.py,4285,c40f591fffc3f635cf9104e0c270c291d00cfd0b8a7a3d534d9a77838bdcedf5,12b2765dfeb2f0663977c54dc3ced36e717d20de
oaci/theory/c85v_adjudication.py,11155,82d70180e5342dd4bd8162a323dab0aeafe0e93c0f07b033f0f1fc52373848d7,94ca2fc2583807b5eecb9226dde334fc62f53a4f
oaci/theory/c85v_execute.py,14702,edcd73b8e758b6d4f2dd75d4fa703fe71941033a93100bee618518139f5fec11,b4d8bd6c11fc1b797c83369497c15d509fd137b0
oaci/theory/c85v_result_manifest.py,13035,d0ac42016a06a5f8b65c3a34db2dbdbff76ee9d44f1d4dfeda3148a03a24d735,42f2175f4fea7238696d99da5785b9d9e2af2444
oaci/theory/c85v_stage_a_derivation.py,16358,277c880c03525921687f58b670f6f32cbdb1ce8b3c7b40d32a270ea37ed049c6,56cb8238a8ca694bd7b1739914d7b179f3668a31
oaci/theory/c85v_stage_b_candidate_audit.py,15458,d3fabc1196e46ca14f950fd746b2e36164c6e6be9acc97e37fee77b7f41f8ce3,b47470df97b057bcd4e11a894285e85da73c64df
oaci/theory/c85v_statement_registry.py,7359,122977e56ec85b49e66c64b449eace1828784e34d626d78b0c4d4f33d0ac0beb,16ff06b945a738534bc9684e9118c6fac9a3764d
oaci/theory/c85vp_readiness.py,21355,5b7dbcbfa73efd68d454494665cb479158074917ab575ef6868cc78a57dbacbf,21e8cabc1d3292241e6f171ce59198f8cc7ecae2
