target_id,trajectory_id,cell_id,n_candidates,random_hit,key_only_hit,best_source_hit,c52_local_diag_hit,c53_same_cell_scalar_hit,best_endpoint_scalar,best_endpoint_scalar_semantic_class,component_sufficient,joint_margin_required,minimal_bit_budget,cross_cell_transfer_hit,same_cell_minus_transfer_gap,same_label_tautology,null_like,artifact_flag,reason_code,target_label_derived,same_label_derived,available_at_selection_time,diagnostic_only,no_selection_artifact
1,0|1|0|S0_full_support,0|1|0|S0_full_support,20,0.05,0.05,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,0|1|0|S2_rare_cells,0|1|0|S2_rare_cells,20,0.05,0.05,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,0|1|0|S3_nonestimable_cells,0|1|0|S3_nonestimable_cells,20,0.05,0.05,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,0|1|1|S0_full_support,0|1|1|S0_full_support,20,0.25,0.25,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,0|1|1|S2_rare_cells,0|1|1|S2_rare_cells,20,0.25,0.25,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,0|1|1|S3_nonestimable_cells,0|1|1|S3_nonestimable_cells,20,0.25,0.25,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|0|S0_full_support,0|2|0|S0_full_support,27,0.5185185185185185,0.5185185185185185,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|0|S2_rare_cells,0|2|0|S2_rare_cells,27,0.5185185185185185,0.5185185185185185,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|0|S3_nonestimable_cells,0|2|0|S3_nonestimable_cells,27,0.5185185185185185,0.5185185185185185,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|1|S0_full_support,0|2|1|S0_full_support,28,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|1|S2_rare_cells,0|2|1|S2_rare_cells,28,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,0|2|1|S3_nonestimable_cells,0|2|1|S3_nonestimable_cells,28,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,0|3|0|S0_full_support,0|3|0|S0_full_support,23,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,0|3|0|S2_rare_cells,0|3|0|S2_rare_cells,23,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,0|3|0|S3_nonestimable_cells,0|3|0|S3_nonestimable_cells,23,0.7391304347826086,0.7391304347826086,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,0|3|1|S0_full_support,0|3|1|S0_full_support,25,0.0,0.0,0.0,0.0,0.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,0,0,continuous_or_unclosed,0.0,0.0,0,1,0,null_like_or_unstable,1,1,0,1,1
3,0|3|1|S2_rare_cells,0|3|1|S2_rare_cells,25,0.0,0.0,0.0,0.0,0.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,0,0,continuous_or_unclosed,0.0,0.0,0,1,0,null_like_or_unstable,1,1,0,1,1
3,0|3|1|S3_nonestimable_cells,0|3|1|S3_nonestimable_cells,25,0.0,0.0,0.0,0.0,0.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,0,0,continuous_or_unclosed,0.0,0.0,0,1,0,null_like_or_unstable,1,1,0,1,1
4,0|4|0|S0_full_support,0|4|0|S0_full_support,24,0.625,0.625,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,0|4|0|S2_rare_cells,0|4|0|S2_rare_cells,24,0.625,0.625,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
