source_space,neighborhood,label,global_hit,within_target_hit,within_trajectory_hit,within_target_seed_hit,within_target_level_hit,within_regime_hit,best_conditioned_scope,best_conditioned_hit,best_conditioned_gain,best_mixed_scope,best_mixed_hit,best_mixed_gain,conditioned_minus_mixed_hit,conditioned_minus_mixed_gain,target_labels_diagnostic_only
all_source_objectives,eps_q01,primary_joint_good,1.0,0.8446512223686137,0.44959260209111895,0.7051810474162429,0.7932159492840195,1.0,within_target,0.8446512223686137,0.4208699516556573,global,1.0,0.5757097791798107,-0.15534877763138633,-0.15483982752415337,1
all_source_objectives,eps_q01,pareto_good,0.9523809523809523,0.7719457447099723,0.14339986263666857,0.4383990856755226,0.4852724846565126,0.4444444444444444,within_target,0.7719457447099723,0.6349365412626604,global,0.9523809523809523,0.8159456211506684,-0.18043520767097998,-0.18100907988800796,1
all_source_objectives,eps_q01,preference_robust_better_candidate,1.0,0.35862694113194993,0.032514731116912006,0.14277021424740582,0.19719658768057186,0.031906066458386007,within_target,0.35862694113194993,0.328672944452367,global,1.0,0.9700315457413249,-0.6413730588680501,-0.6413586012889578,1
all_source_objectives,eps_q02,primary_joint_good,1.0,1.0,0.45637092364463333,0.9504080351537979,1.0,1.0,within_target,1.0,0.5762187292870437,global,1.0,0.5757097791798107,0.0,0.0005089501072329528,1
all_source_objectives,eps_q02,pareto_good,0.9932885906040269,0.9947089947089948,0.16389897553830934,0.8407387487428216,0.897599902534113,0.8190476190476191,within_target,0.9947089947089948,0.8576997912616828,global,0.9932885906040269,0.8568532593737429,0.0014204041049679095,0.0008465318879399275,1
all_source_objectives,eps_q02,preference_robust_better_candidate,1.0,0.7815764482431149,0.03378183566017281,0.5010313982759803,0.6229479658042739,0.0,within_target,0.7815764482431149,0.7516224515635319,global,1.0,0.9700315457413249,-0.2184235517568851,-0.21840909417779297,1
all_source_objectives,eps_q05,primary_joint_good,1.0,1.0,0.4783052211121265,0.9629629629629629,1.0,1.0,within_target,1.0,0.5762187292870437,global,1.0,0.5757097791798107,0.0,0.0005089501072329528,1
all_source_objectives,eps_q05,pareto_good,1.0,1.0,0.15389743011006404,0.9677938808373591,1.0,0.0,within_target,1.0,0.8629907965526881,global,1.0,0.863564668769716,0.0,-0.000573872217027982,1
all_source_objectives,eps_q05,preference_robust_better_candidate,1.0,1.0,0.036362564588224296,0.8556843800322061,0.8907615480649187,0.0,within_target,1.0,0.970046003320417,global,1.0,0.9700315457413249,0.0,1.4457579092130857e-05,1
all_source_objectives,eps_q10,primary_joint_good,0.9992372234935164,1.0,0.5130712539634906,0.9629629629629629,1.0,0.7866048593350383,within_target,1.0,0.5762187292870437,global,0.9992372234935164,0.5749470026733271,0.0007627765064835978,0.0012717266137165506,1
all_source_objectives,eps_q10,pareto_good,0.9975490196078431,1.0,0.11732327773051562,1.0,1.0,0.0,within_target,1.0,0.8629907965526881,global,0.9975490196078431,0.8611136883775592,0.002450980392156854,0.001877108175128872,1
all_source_objectives,eps_q10,preference_robust_better_candidate,1.0,1.0,0.039156141972588286,0.9259259259259259,0.9444444444444444,0.0,within_target,1.0,0.970046003320417,global,1.0,0.9700315457413249,0.0,1.4457579092130857e-05,1
all_source_objectives,knn_10,primary_joint_good,1.0,0.8869731800766283,0.42144415940712243,0.8032893032893034,0.9155328798185942,0.9164277751234273,within_target_level,0.9155328798185942,0.49004140145266933,global,1.0,0.5757097791798107,-0.08446712018140579,-0.08566837772714136,1
all_source_objectives,knn_10,pareto_good,1.0,0.5222222222222223,0.020227920227920228,0.42592592592592593,0.38718487394957984,0.0,within_target,0.5222222222222223,0.3852130187749103,global,1.0,0.863564668769716,-0.47777777777777775,-0.4783516499948057,1
all_source_objectives,knn_10,preference_robust_better_candidate,1.0,0.1111111111111111,0.0,0.08333333333333333,0.11594202898550725,0.0,within_target_level,0.11594202898550725,0.08598004901817458,global,1.0,0.9700315457413249,-0.8840579710144928,-0.8840514967231503,1
all_source_objectives,knn_3,primary_joint_good,0.9967105263157895,0.9991319444444444,0.5582517415137952,0.9629629629629629,0.9993827160493827,0.7770630575006171,within_target_level,0.9993827160493827,0.5738912376834577,global,0.9967105263157895,0.5724203054956002,0.0026721897335931777,0.0014709321878575432,1
all_source_objectives,knn_3,pareto_good,0.9826086956521739,0.9745370370370371,0.06067188983855651,0.9962962962962962,0.9965277777777778,0.25925925925925924,within_target_level,0.9965277777777778,0.8588143159876238,global,0.9826086956521739,0.84617336442189,0.013919082125603888,0.01264095156573386,1
all_source_objectives,knn_3,preference_robust_better_candidate,0.75,0.9563492063492064,0.0035790450578426967,0.9111111111111112,0.9343434343434345,0.2555555555555556,within_target,0.9563492063492064,0.9263952096696235,global,0.75,0.7200315457413249,0.2063492063492064,0.20636366392829864,1
all_source_objectives,knn_5,primary_joint_good,0.9986684420772304,0.9988776655443322,0.48775389301758054,0.8888888888888888,0.8881381381381381,0.8652673771121352,within_target,0.9988776655443322,0.5750963948313759,global,0.9986684420772304,0.5743782212570411,0.0002092234671018378,0.0007181735743347906,1
all_source_objectives,knn_5,pareto_good,0.9859154929577465,0.9898989898989901,0.05646870276499905,0.6623456790123456,0.8282828282828283,0.0,within_target,0.9898989898989901,0.8528897864516781,global,0.9859154929577465,0.8494801617274625,0.003983496941243558,0.0034096247242155764,1
all_source_objectives,knn_5,preference_robust_better_candidate,1.0,0.10833333333333334,0.0013831732967535437,0.3914542247875581,0.25925925925925924,0.05128205128205129,within_target_seed,0.3914542247875581,0.3613625979857937,global,1.0,0.9700315457413249,-0.6085457752124419,-0.6086689477555312,1
leakage_only,eps_q01,primary_joint_good,1.0,1.0,0.44905914831858207,0.9629629629629629,1.0,0.8536585365853658,within_target,1.0,0.5762187292870437,global,1.0,0.5757097791798107,0.0,0.0005089501072329528,1
leakage_only,eps_q01,pareto_good,1.0,1.0,0.14171603541978275,1.0,1.0,0.375,within_target,1.0,0.8629907965526881,global,1.0,0.863564668769716,0.0,-0.000573872217027982,1
leakage_only,eps_q01,preference_robust_better_candidate,1.0,1.0,0.03160796433726468,0.9259259259259259,0.9444444444444444,0.0,within_target,1.0,0.970046003320417,global,1.0,0.9700315457413249,0.0,1.4457579092130857e-05,1
