best_kind,group_scope,source_space,neighborhood,neighborhood_kind,neighborhood_value,label,n_groups,mean_n_candidates,mean_group_base_rate,mean_neighbor_count,mean_empty_neighborhood_fraction,mean_local_purity,mean_max_local_purity,mean_conditional_entropy_bits,mean_local_bayes_top1_hit,mean_random_top1_baseline,mean_local_bayes_gain_vs_random,mean_local_bayes_enrichment,mean_permutation_local_bayes_top1_hit,mean_local_bayes_gap_vs_permutation,mean_c47_actual_strict_source_top1_hit,mean_gap_vs_c47_actual_top1,permutation_reps,permutation_seed
best_local_bayes_ceiling,global,all_source_objectives,eps_q01,epsilon,0.03462955414672538,primary_joint_good,1,3804.0,0.4242902208201893,0.5289169295478444,0.8483175604626709,0.42591602065897777,1.0,0.8342331486670131,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.4416099200252773,0.5583900799747227,0.0,1.0,64,48048
best_local_bayes_ceiling,global,all_source_objectives,eps_q05,epsilon,0.33442145137782736,pareto_good,1,3804.0,0.13643533123028392,4.013669821240799,0.3017875920084122,0.1308862416292634,1.0,0.19291773378271856,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,0.12632238002313437,0.8736776199768657,1.0,0.0,64,48048
best_local_bayes_ceiling,global,all_source_objectives,eps_q01,epsilon,0.03462955414672538,preference_robust_better_candidate,1,3804.0,0.02996845425867508,0.5289169295478444,0.8483175604626709,0.027000053073802436,1.0,0.16477180156131244,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.018887536075036074,0.9811124639249639,0.0,1.0,64,48048
best_local_bayes_ceiling,within_target,all_source_objectives,eps_q02,epsilon,0.11422509412362998,primary_joint_good,9,422.6666666666667,0.42378127071295635,1.2747740581303715,0.6549140933100052,0.42537373669020523,1.0,0.5944105434076337,1.0,0.42378127071295635,0.5762187292870437,2.3597078708023864,0.42565456400281465,0.5743454359971853,0.4444444444444444,0.5555555555555556,64,48048
best_local_bayes_ceiling,within_target,all_source_objectives,eps_q05,epsilon,0.33442145137782736,pareto_good,9,422.6666666666667,0.13700920344731196,3.727875515008039,0.31176335265661437,0.1305361609815354,1.0,0.19160806058635088,1.0,0.13700920344731196,0.8629907965526881,7.298779752300059,0.13885562357039047,0.8611443764296095,0.2222222222222222,0.7777777777777778,64,48048
best_local_bayes_ceiling,within_target,all_source_objectives,eps_q05,epsilon,0.33442145137782736,preference_robust_better_candidate,9,422.6666666666667,0.029953996679582928,3.727875515008039,0.31176335265661437,0.02962144434403687,1.0,0.06768878412571183,1.0,0.029953996679582928,0.970046003320417,33.384526635860055,0.04153370260141094,0.958466297398589,0.0,1.0,64,48048
best_local_bayes_ceiling,within_trajectory,all_source_objectives,knn_3,knn,3,primary_joint_good,162,23.48148148148148,0.4297233780360411,3.0,0.0,0.4286126572958409,0.7674897119341564,0.3197148408231323,0.5582517415137952,0.4297233780360411,0.1285283634777541,1.2990955811274814,0.4370211809931481,0.12123056052064712,0.5061728395061728,0.05207890200762244,64,48048
best_local_bayes_ceiling,within_trajectory,risk_only,eps_q05,epsilon,0.03516006843167044,pareto_good,162,23.48148148148148,0.1377191744332418,0.8846766063708068,0.8952360683023725,0.13296119844759752,0.17587482778935942,0.49851588791452645,0.17716450926307942,0.1377191744332418,0.039445334829837614,1.2864186123113772,0.13664645990592886,0.04051804935715056,0.20370370370370366,-0.026539194440624247,64,48048
best_local_bayes_ceiling,within_trajectory,all_source_objectives,eps_q10,epsilon,1.269009511962666,preference_robust_better_candidate,162,23.48148148148148,0.03019713146878921,1.818658263714891,0.8422940585768574,0.026178313393726317,0.03236284044453403,0.15267993871921165,0.039156141972588286,0.03019713146878921,0.008959010503799075,1.296684157336561,0.029638438900197708,0.009517703072390579,0.018518518518518517,0.02063762345406977,64,48048
best_local_bayes_ceiling,within_target_seed,all_source_objectives,eps_q05,epsilon,0.33442145137782736,primary_joint_good,27,140.88888888888889,0.42518322458542307,3.628931052773056,0.3112798254707881,0.4216039195911224,0.9629629629629629,0.23713625897434001,0.9629629629629629,0.42518322458542307,0.5377797383775398,2.2648188058263696,0.4245140623733519,0.538448900589611,0.5555555555555556,0.40740740740740733,64,48048
