group_scope,source_space,neighborhood,neighborhood_kind,neighborhood_value,label,n_groups,mean_n_candidates,mean_group_base_rate,mean_neighbor_count,mean_empty_neighborhood_fraction,mean_local_purity,mean_max_local_purity,mean_conditional_entropy_bits,mean_local_bayes_top1_hit,mean_random_top1_baseline,mean_local_bayes_gain_vs_random,mean_local_bayes_enrichment,mean_c47_actual_strict_source_top1_hit,mean_gap_vs_c47_actual_top1,target_labels_diagnostic_only
global,all_source_objectives,eps_q01,epsilon,0.03462955414672538,primary_joint_good,1,3804.0,0.4242902208201893,0.5289169295478444,0.8483175604626709,0.42591602065897777,1.0,0.8342331486670131,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,all_source_objectives,eps_q02,epsilon,0.11422509412362998,primary_joint_good,1,3804.0,0.4242902208201893,1.386435331230284,0.6416929547844374,0.42420936619928556,1.0,0.6310390814676726,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,all_source_objectives,eps_q05,epsilon,0.33442145137782736,primary_joint_good,1,3804.0,0.4242902208201893,4.013669821240799,0.3017875920084122,0.42169144014869675,1.0,0.30007596557686445,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,all_source_objectives,eps_q10,epsilon,1.269009511962666,primary_joint_good,1,3804.0,0.4242902208201893,16.198738170347003,0.021556256572029444,0.4235280756565457,1.0,0.12273818349877172,0.9992372234935164,0.4242902208201893,0.5749470026733271,2.3550795527691055,0.0,0.9992372234935164,1
global,all_source_objectives,knn_10,knn,10,primary_joint_good,1,3804.0,0.4242902208201893,10.0,0.0,0.4160357518401682,1.0,0.600612541856454,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,all_source_objectives,knn_3,knn,3,primary_joint_good,1,3804.0,0.4242902208201893,3.0,0.0,0.4189449702067999,1.0,0.33217010190824864,0.9967105263157895,0.4242902208201893,0.5724203054956002,2.3491244374877716,0.0,0.9967105263157895,1
global,all_source_objectives,knn_5,knn,5,primary_joint_good,1,3804.0,0.4242902208201893,5.0,0.0,0.420136698212408,1.0,0.42403914816963106,0.9986684420772304,0.4242902208201893,0.5743782212570411,2.3537390047470783,0.0,0.9986684420772304,1
global,all_source_objectives,eps_q01,epsilon,0.03462955414672538,pareto_good,1,3804.0,0.13643533123028392,0.5289169295478444,0.8483175604626709,0.12844515912426333,1.0,0.4902943668822827,0.9523809523809523,0.13643533123028392,0.8159456211506684,6.980456922653453,1.0,-0.04761904761904767,1
global,all_source_objectives,eps_q02,epsilon,0.11422509412362998,pareto_good,1,3804.0,0.13643533123028392,1.386435331230284,0.6416929547844374,0.13174809153896416,1.0,0.3778171855079293,0.9932885906040269,0.13643533123028392,0.8568532593737429,7.2802886293983,1.0,-0.006711409395973145,1
global,all_source_objectives,eps_q05,epsilon,0.33442145137782736,pareto_good,1,3804.0,0.13643533123028392,4.013669821240799,0.3017875920084122,0.1308862416292634,1.0,0.19291773378271856,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,all_source_objectives,eps_q10,epsilon,1.269009511962666,pareto_good,1,3804.0,0.13643533123028392,16.198738170347003,0.021556256572029444,0.13471120948382517,1.0,0.07865069921603385,0.9975490196078431,0.13643533123028392,0.8611136883775592,7.311515357588122,1.0,-0.002450980392156854,1
global,all_source_objectives,knn_10,knn,10,pareto_good,1,3804.0,0.13643533123028392,10.0,0.0,0.12618296529968454,1.0,0.3348079874085831,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,all_source_objectives,knn_3,knn,3,pareto_good,1,3804.0,0.13643533123028392,3.0,0.0,0.13257974062390465,1.0,0.1892597092267928,0.9826086956521739,0.13643533123028392,0.84617336442189,7.202010555415933,1.0,-0.017391304347826098,1
global,all_source_objectives,knn_5,knn,5,pareto_good,1,3804.0,0.13643533123028392,5.0,0.0,0.13065194532071503,1.0,0.24127388877313247,0.9859154929577465,0.13643533123028392,0.8494801617274625,7.226247659366604,1.0,-0.014084507042253502,1
global,all_source_objectives,eps_q01,epsilon,0.03462955414672538,preference_robust_better_candidate,1,3804.0,0.02996845425867508,0.5289169295478444,0.8483175604626709,0.027000053073802436,1.0,0.16477180156131244,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,all_source_objectives,eps_q02,epsilon,0.11422509412362998,preference_robust_better_candidate,1,3804.0,0.02996845425867508,1.386435331230284,0.6416929547844374,0.028159743299708866,1.0,0.12589452959848704,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,all_source_objectives,eps_q05,epsilon,0.33442145137782736,preference_robust_better_candidate,1,3804.0,0.02996845425867508,4.013669821240799,0.3017875920084122,0.029496372675540884,1.0,0.06587193306773782,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,all_source_objectives,eps_q10,epsilon,1.269009511962666,preference_robust_better_candidate,1,3804.0,0.02996845425867508,16.198738170347003,0.021556256572029444,0.029064594658944537,1.0,0.01729268022708679,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,all_source_objectives,knn_10,knn,10,preference_robust_better_candidate,1,3804.0,0.02996845425867508,10.0,0.0,0.028785488958990538,0.8,0.09545512469106965,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,all_source_objectives,knn_3,knn,3,preference_robust_better_candidate,1,3804.0,0.02996845425867508,3.0,0.0,0.03058184367332632,1.0,0.055281216087928006,0.75,0.02996845425867508,0.7200315457413249,25.026315789473685,0.0,0.75,1
global,all_source_objectives,knn_5,knn,5,preference_robust_better_candidate,1,3804.0,0.02996845425867508,5.0,0.0,0.03028391167192429,1.0,0.07123781778453628,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,leakage_only,eps_q01,epsilon,0.005801380999707921,primary_joint_good,1,3804.0,0.4242902208201893,2.7996845425867507,0.0,0.42425791571787586,1.0,0.015435804753689523,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,eps_q02,epsilon,0.010993466966374058,primary_joint_good,1,3804.0,0.4242902208201893,3.589905362776025,0.0,0.42477465816342425,1.0,0.026199247862338456,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,eps_q05,epsilon,0.03778895837186143,primary_joint_good,1,3804.0,0.4242902208201893,7.900630914826499,0.0,0.4243625694968447,1.0,0.1916169869103694,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,eps_q10,epsilon,0.1498723513890061,primary_joint_good,1,3804.0,0.4242902208201893,36.86435331230284,0.0,0.4248041914737605,1.0,0.7257324716652032,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,knn_10,knn,10,primary_joint_good,1,3804.0,0.4242902208201893,10.0,0.0,0.41971608832807566,1.0,0.6413000837875046,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,knn_3,knn,3,primary_joint_good,1,3804.0,0.4242902208201893,3.0,0.0,0.424553101997897,1.0,0.378760821143926,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,knn_5,knn,5,primary_joint_good,1,3804.0,0.4242902208201893,5.0,0.0,0.42476340694006315,1.0,0.40047883351718594,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,1.0,1
global,leakage_only,eps_q01,epsilon,0.005801380999707921,pareto_good,1,3804.0,0.13643533123028392,2.7996845425867507,0.0,0.136092219027529,1.0,0.0210585737523792,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,eps_q02,epsilon,0.010993466966374058,pareto_good,1,3804.0,0.13643533123028392,3.589905362776025,0.0,0.13642938104253416,1.0,0.029675068171645707,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,eps_q05,epsilon,0.03778895837186143,pareto_good,1,3804.0,0.13643533123028392,7.900630914826499,0.0,0.13607406693067883,1.0,0.11869727355608785,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,eps_q10,epsilon,0.1498723513890061,pareto_good,1,3804.0,0.13643533123028392,36.86435331230284,0.0,0.13741806202766474,1.0,0.4121483807922767,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,knn_10,knn,10,pareto_good,1,3804.0,0.13643533123028392,10.0,0.0,0.13430599369085172,1.0,0.36383065652115165,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,knn_3,knn,3,pareto_good,1,3804.0,0.13643533123028392,3.0,0.0,0.13617245005257625,1.0,0.21219296480912103,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,knn_5,knn,5,pareto_good,1,3804.0,0.13643533123028392,5.0,0.0,0.13596214511041008,1.0,0.22436003483849995,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,1.0,0.0,1
global,leakage_only,eps_q01,epsilon,0.005801380999707921,preference_robust_better_candidate,1,3804.0,0.02996845425867508,2.7996845425867507,0.0,0.03014589905362776,1.0,0.0036897191725142773,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
global,leakage_only,eps_q02,epsilon,0.010993466966374058,preference_robust_better_candidate,1,3804.0,0.02996845425867508,3.589905362776025,0.0,0.029853365923369634,1.0,0.00597125434735906,1.0,0.02996845425867508,0.9700315457413249,33.368421052631575,0.0,1.0,1
