trajectory_id,seed,target,level,regime,top1_top2_margin,top1_top3_margin,plateau_epsilon,plateau_size,plateau_fraction,plateau_joint_good_rate,plateau_pareto_good_rate,top1_joint_good,top1_pareto_good,top_region_low_margin,target_labels_diagnostic_only
0|1|0|S0_full_support,0,1,0,S0_full_support,0.028965708394193823,0.04461018097593916,0.02,1,0.05,0.0,0.0,0,0,0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,0.003835785103432243,0.016119972066376442,0.02,3,0.15,0.0,0.0,0,0,1,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,0.011329202323004717,0.015038104045799638,0.02,3,0.15,0.0,0.0,0,0,1,1
0|1|1|S0_full_support,0,1,1,S0_full_support,0.058564137154977214,0.09035315737726513,0.02,1,0.05,0.0,0.0,0,0,0,1
0|1|1|S2_rare_cells,0,1,1,S2_rare_cells,0.06191804095167486,0.07345383511757453,0.02,1,0.05,0.0,0.0,0,0,0,1
0|1|1|S3_nonestimable_cells,0,1,1,S3_nonestimable_cells,0.07367473244876532,0.09391647711745532,0.02,1,0.05,0.0,0.0,0,0,0,1
0|2|0|S0_full_support,0,2,0,S0_full_support,0.02361927049229351,0.028013424781132557,0.02,1,0.037037037037037035,1.0,0.0,1,0,0,1
0|2|0|S2_rare_cells,0,2,0,S2_rare_cells,0.01775474974080704,0.06100330141866528,0.02,2,0.07407407407407407,1.0,0.5,1,0,1,1
0|2|0|S3_nonestimable_cells,0,2,0,S3_nonestimable_cells,0.014810058713875085,0.07045364207072846,0.02,2,0.07407407407407407,1.0,0.5,1,0,1,1
0|2|1|S0_full_support,0,2,1,S0_full_support,0.011827146614977857,0.015297414256757014,0.02,6,0.21428571428571427,0.5,0.0,1,0,1,1
0|2|1|S2_rare_cells,0,2,1,S2_rare_cells,0.008101342840568293,0.014769307959757283,0.02,6,0.21428571428571427,0.5,0.0,1,0,1,1
0|2|1|S3_nonestimable_cells,0,2,1,S3_nonestimable_cells,0.01193975639976319,0.0216230890598218,0.02,2,0.07142857142857142,1.0,0.0,1,0,1,1
0|3|0|S0_full_support,0,3,0,S0_full_support,0.0015413704750896207,0.017036058846632396,0.02,3,0.13043478260869565,1.0,0.6666666666666666,1,1,1,1
0|3|0|S2_rare_cells,0,3,0,S2_rare_cells,0.0015073629319539705,0.01695370273838115,0.02,3,0.13043478260869565,1.0,0.3333333333333333,1,0,1,1
0|3|0|S3_nonestimable_cells,0,3,0,S3_nonestimable_cells,0.00018536775177957487,0.013997706033787138,0.02,4,0.17391304347826086,1.0,0.5,1,0,1,1
0|3|1|S0_full_support,0,3,1,S0_full_support,0.010437095816795972,0.018542102607617572,0.02,3,0.12,0.0,0.3333333333333333,0,1,1,1
0|3|1|S2_rare_cells,0,3,1,S2_rare_cells,0.01210694406084789,0.023149901376617765,0.02,2,0.08,0.0,0.5,0,1,1,1
0|3|1|S3_nonestimable_cells,0,3,1,S3_nonestimable_cells,0.011557566320593904,0.02129283988826758,0.02,2,0.08,0.0,0.5,0,1,1,1
0|4|0|S0_full_support,0,4,0,S0_full_support,0.0593337484945603,0.08679732049320266,0.02,1,0.041666666666666664,0.0,0.0,0,0,0,1
0|4|0|S2_rare_cells,0,4,0,S2_rare_cells,0.05056820313081001,0.06440819156730171,0.02,1,0.041666666666666664,0.0,0.0,0,0,0,1
0|4|0|S3_nonestimable_cells,0,4,0,S3_nonestimable_cells,0.056936273665086856,0.0663093414792244,0.02,1,0.041666666666666664,0.0,0.0,0,0,0,1
0|4|1|S0_full_support,0,4,1,S0_full_support,0.007616945899169392,0.03909294301175714,0.02,2,0.05555555555555555,1.0,0.5,1,0,1,1
0|4|1|S2_rare_cells,0,4,1,S2_rare_cells,0.016346185822582182,0.0198090589833404,0.02,3,0.08333333333333333,0.6666666666666666,0.3333333333333333,1,0,1,1
0|4|1|S3_nonestimable_cells,0,4,1,S3_nonestimable_cells,0.009649961738465884,0.012022162372864076,0.02,3,0.08333333333333333,0.6666666666666666,0.3333333333333333,1,0,1,1
0|5|0|S0_full_support,0,5,0,S0_full_support,0.006430782845899152,0.028374583419782218,0.02,2,0.1,0.5,0.0,0,0,1,1
0|5|0|S2_rare_cells,0,5,0,S2_rare_cells,0.014448287348877376,0.06184677026717683,0.02,2,0.1,1.0,0.0,1,0,1,1
0|5|0|S3_nonestimable_cells,0,5,0,S3_nonestimable_cells,0.02721386057091696,0.03593678286972446,0.02,1,0.05,1.0,0.0,1,0,0,1
0|5|1|S0_full_support,0,5,1,S0_full_support,0.10499106002423342,0.11175222066908869,0.02,1,0.045454545454545456,0.0,0.0,0,0,0,1
0|5|1|S2_rare_cells,0,5,1,S2_rare_cells,0.08047523797778683,0.08965283639296145,0.02,1,0.045454545454545456,0.0,0.0,0,0,0,1
0|5|1|S3_nonestimable_cells,0,5,1,S3_nonestimable_cells,0.10777725503696356,0.11048061609035936,0.02,1,0.045454545454545456,0.0,0.0,0,0,0,1
0|6|0|S0_full_support,0,6,0,S0_full_support,0.025354120051585993,0.03521101872814569,0.02,1,0.045454545454545456,0.0,0.0,0,0,0,1
0|6|0|S2_rare_cells,0,6,0,S2_rare_cells,0.013503045551739645,0.04182638043169806,0.02,2,0.09090909090909091,0.0,0.0,0,0,1,1
0|6|0|S3_nonestimable_cells,0,6,0,S3_nonestimable_cells,0.00794670050137436,0.013384057707559682,0.02,3,0.13636363636363635,0.0,0.0,0,0,1,1
0|6|1|S0_full_support,0,6,1,S0_full_support,0.009490116867523546,0.0321303879928061,0.02,2,0.09523809523809523,0.0,0.0,0,0,1,1
0|6|1|S2_rare_cells,0,6,1,S2_rare_cells,0.06238680459781609,0.09777257453116739,0.02,1,0.047619047619047616,0.0,0.0,0,0,0,1
0|6|1|S3_nonestimable_cells,0,6,1,S3_nonestimable_cells,0.037918970131526675,0.07254188175485121,0.02,1,0.047619047619047616,0.0,0.0,0,0,0,1
0|7|0|S0_full_support,0,7,0,S0_full_support,0.001772277278384693,0.0127082315454492,0.02,3,0.14285714285714285,0.6666666666666666,0.0,1,0,1,1
0|7|0|S2_rare_cells,0,7,0,S2_rare_cells,0.01107699766402015,0.039258520309407685,0.02,2,0.09523809523809523,0.5,0.5,1,1,1,1
0|7|0|S3_nonestimable_cells,0,7,0,S3_nonestimable_cells,0.04928649874692037,0.05879947521389006,0.02,1,0.047619047619047616,1.0,1.0,1,1,0,1
0|7|1|S0_full_support,0,7,1,S0_full_support,0.004351954019307103,0.015340841090708324,0.02,4,0.16666666666666666,0.5,0.25,1,0,1,1
0|7|1|S2_rare_cells,0,7,1,S2_rare_cells,0.0549226956306762,0.06115531151816367,0.02,1,0.041666666666666664,0.0,0.0,0,0,0,1
0|7|1|S3_nonestimable_cells,0,7,1,S3_nonestimable_cells,0.010677159275063741,0.0131124353954587,0.02,3,0.125,0.3333333333333333,0.0,0,0,1,1
0|8|0|S0_full_support,0,8,0,S0_full_support,0.002353515551042129,0.0024911511317383672,0.02,3,0.15,1.0,0.3333333333333333,1,0,1,1
0|8|0|S2_rare_cells,0,8,0,S2_rare_cells,0.015907993779173846,0.032115763498705485,0.02,2,0.1,1.0,0.5,1,1,1,1
0|8|0|S3_nonestimable_cells,0,8,0,S3_nonestimable_cells,0.014165308898377527,0.015133780722266343,0.02,3,0.15,1.0,0.3333333333333333,1,1,1,1
0|8|1|S0_full_support,0,8,1,S0_full_support,0.010354443232970856,0.011582741312972211,0.02,3,0.125,1.0,0.6666666666666666,1,1,1,1
0|8|1|S2_rare_cells,0,8,1,S2_rare_cells,0.00560579153841434,0.011368370215292023,0.02,3,0.125,0.6666666666666666,0.0,1,0,1,1
0|8|1|S3_nonestimable_cells,0,8,1,S3_nonestimable_cells,0.0001006874524236423,0.004790343383295759,0.02,4,0.16666666666666666,0.75,0.75,0,0,1,1
0|9|0|S0_full_support,0,9,0,S0_full_support,0.0035730681654102536,0.02023276921671957,0.02,2,0.08333333333333333,0.5,0.5,0,0,1,1
0|9|0|S2_rare_cells,0,9,0,S2_rare_cells,0.02967406776270287,0.08498442369018266,0.02,1,0.041666666666666664,1.0,0.0,1,0,0,1
0|9|0|S3_nonestimable_cells,0,9,0,S3_nonestimable_cells,0.0018981449488825186,0.1096053201449903,0.02,2,0.08333333333333333,1.0,0.5,1,0,1,1
0|9|1|S0_full_support,0,9,1,S0_full_support,0.05055011864169101,0.1255281992283207,0.02,1,0.05263157894736842,1.0,0.0,1,0,0,1
0|9|1|S2_rare_cells,0,9,1,S2_rare_cells,0.054974018725425566,0.12125526808498388,0.02,1,0.05263157894736842,1.0,0.0,1,0,0,1
0|9|1|S3_nonestimable_cells,0,9,1,S3_nonestimable_cells,0.09022037465908345,0.13077528651870063,0.02,1,0.05263157894736842,1.0,0.0,1,0,0,1
1|1|0|S0_full_support,1,1,0,S0_full_support,0.0021837390378611765,0.005312508720081932,0.02,4,0.14285714285714285,1.0,0.25,1,0,1,1
1|1|0|S2_rare_cells,1,1,0,S2_rare_cells,0.0012615466103415018,0.006474461993222436,0.02,3,0.10714285714285714,1.0,0.3333333333333333,1,0,1,1
1|1|0|S3_nonestimable_cells,1,1,0,S3_nonestimable_cells,0.001621716066224299,0.0035158211289327834,0.02,3,0.10714285714285714,1.0,0.3333333333333333,1,0,1,1
1|1|1|S0_full_support,1,1,1,S0_full_support,0.0006329578168153827,0.01099100596395497,0.02,4,0.2222222222222222,0.75,0.25,1,0,1,1
1|1|1|S2_rare_cells,1,1,1,S2_rare_cells,0.00339975141535076,0.05068734356476523,0.02,2,0.1111111111111111,1.0,0.5,1,1,1,1
1|1|1|S3_nonestimable_cells,1,1,1,S3_nonestimable_cells,0.0060187749696823944,0.03511019731537679,0.02,2,0.1111111111111111,1.0,0.5,1,0,1,1
1|2|0|S0_full_support,1,2,0,S0_full_support,0.028068391639946788,0.053810154382827935,0.02,1,0.043478260869565216,0.0,1.0,0,1,0,1
