trajectory_id,seed,target,level,regime,target_utility_delta_rank_top_minus_oaci,selection_leakage_delta_rank_top_minus_oaci,audit_leakage_delta_rank_top_minus_oaci,R_src_delta_rank_top_minus_oaci,rank_top_target_better_than_oaci,rank_top_higher_selection_leakage_than_oaci,leakage_blocks_rank_better_candidate,oaci_joint_good,rank_top_joint_good,oaci_pareto_good,rank_top_pareto_good,target_gauge_delta_available,target_gauge_delta_rank_top_minus_oaci,no_candidate_id_emitted
0|1|0|S0_full_support,0,1,0,S0_full_support,-0.040637107499186254,0.30912824625759516,0.04069554420344623,-0.11945425750530436,0,1,0,0,0,0,0,0,,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,0.5282823974894073,0.23395942970186356,0.028293574526992882,-0.14831648617161752,1,1,1,0,0,0,0,0,,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,1.2830389530208783,0.15922573245847416,0.03623259284064928,-0.10310952291320064,1,1,1,0,0,0,0,0,,1
0|1|1|S0_full_support,0,1,1,S0_full_support,-0.19939688274524392,0.2804389936806848,-0.0003426252841299826,-0.1262386895531311,0,1,0,1,0,0,0,0,,1
0|1|1|S2_rare_cells,0,1,1,S2_rare_cells,-0.19939688274524392,0.2804389936806848,-0.0003426252841299826,-0.1262386895531311,0,1,0,1,0,0,0,0,,1
0|1|1|S3_nonestimable_cells,0,1,1,S3_nonestimable_cells,-0.19939688274524392,0.2804389936806848,-0.0003426252841299826,-0.1262386895531311,0,1,0,1,0,0,0,0,,1
0|2|0|S0_full_support,0,2,0,S0_full_support,0.8205337090650727,0.1386750039805138,0.011377631014361844,-0.17024497310044095,1,1,1,1,1,0,0,0,,1
0|2|0|S2_rare_cells,0,2,0,S2_rare_cells,0.8205337090650727,0.1386750039805138,0.011377631014361844,-0.17024497310044095,1,1,1,1,1,0,0,0,,1
0|2|0|S3_nonestimable_cells,0,2,0,S3_nonestimable_cells,0.8205337090650727,0.1386750039805138,0.011377631014361844,-0.17024497310044095,1,1,1,1,1,0,0,0,,1
0|2|1|S0_full_support,0,2,1,S0_full_support,1.4348956964815172,0.2537914934269003,-0.0021397078346163667,-0.06974145871631499,1,1,1,0,1,0,0,0,,1
0|2|1|S2_rare_cells,0,2,1,S2_rare_cells,1.4348956964815172,0.2537914934269003,-0.0021397078346163667,-0.06974145871631499,1,1,1,0,1,0,0,0,,1
0|2|1|S3_nonestimable_cells,0,2,1,S3_nonestimable_cells,1.4348956964815172,0.2537914934269003,-0.0021397078346163667,-0.06974145871631499,1,1,1,0,1,0,0,0,,1
0|3|0|S0_full_support,0,3,0,S0_full_support,1.7368758600228806,0.3406355605406688,-0.007933675828832198,-0.03980997162687816,1,1,1,0,1,0,1,0,,1
0|3|0|S2_rare_cells,0,3,0,S2_rare_cells,1.665758799518515,0.3160793385100724,-0.008983413765850767,-0.028803675827913544,1,1,1,0,1,0,0,0,,1
0|3|0|S3_nonestimable_cells,0,3,0,S3_nonestimable_cells,1.665758799518515,0.3160793385100724,-0.008983413765850767,-0.028803675827913544,1,1,1,0,1,0,0,0,,1
0|3|1|S0_full_support,0,3,1,S0_full_support,0.24382264499511086,0.22265723393192016,-0.0009976692615785154,-0.10393180465564877,1,1,1,0,0,0,1,0,,1
0|3|1|S2_rare_cells,0,3,1,S2_rare_cells,0.24382264499511086,0.22265723393192016,-0.0009976692615785154,-0.10393180465564877,1,1,1,0,0,0,1,0,,1
0|3|1|S3_nonestimable_cells,0,3,1,S3_nonestimable_cells,0.24382264499511086,0.22265723393192016,-0.0009976692615785154,-0.10393180465564877,1,1,1,0,0,0,1,0,,1
0|4|0|S0_full_support,0,4,0,S0_full_support,-1.4629358699706694,0.4787353707016536,0.008698963060287723,-0.1512990679018542,0,1,0,1,0,1,0,0,,1
0|4|0|S2_rare_cells,0,4,0,S2_rare_cells,-1.4629358699706694,0.4787353707016536,0.008698963060287723,-0.1512990679018542,0,1,0,1,0,1,0,0,,1
0|4|0|S3_nonestimable_cells,0,4,0,S3_nonestimable_cells,-1.4629358699706694,0.4787353707016536,0.008698963060287723,-0.1512990679018542,0,1,0,1,0,1,0,0,,1
0|4|1|S0_full_support,0,4,1,S0_full_support,1.7880327299641534,0.08139502646519325,-0.0007998783647538144,-0.08541565333292012,1,1,1,0,1,0,0,0,,1
0|4|1|S2_rare_cells,0,4,1,S2_rare_cells,1.7880327299641534,0.08139502646519325,-0.0007998783647538144,-0.08541565333292012,1,1,1,0,1,0,0,0,,1
0|4|1|S3_nonestimable_cells,0,4,1,S3_nonestimable_cells,1.7880327299641534,0.08139502646519325,-0.0007998783647538144,-0.08541565333292012,1,1,1,0,1,0,0,0,,1
0|5|0|S0_full_support,0,5,0,S0_full_support,-0.2801330210276559,0.12667172300107887,0.036091477588205634,-0.14731493217648972,0,1,0,1,0,0,0,0,,1
0|5|0|S2_rare_cells,0,5,0,S2_rare_cells,-0.15916478786355379,0.3262256214926883,0.05347593031492526,-0.02794788422291572,0,1,0,1,1,0,0,0,,1
0|5|0|S3_nonestimable_cells,0,5,0,S3_nonestimable_cells,-1.1028179548004575,0.4750568364565807,0.09391543776343503,-0.07928295250754935,0,1,0,1,1,0,0,0,,1
0|5|1|S0_full_support,0,5,1,S0_full_support,-0.0406371074991852,0.39165102106314786,0.07609207216451808,-0.16317749700672868,0,1,0,0,0,0,0,0,,1
0|5|1|S2_rare_cells,0,5,1,S2_rare_cells,-0.0406371074991852,0.39165102106314786,0.07609207216451808,-0.16317749700672868,0,1,0,0,0,0,0,0,,1
0|5|1|S3_nonestimable_cells,0,5,1,S3_nonestimable_cells,-0.0406371074991852,0.39165102106314786,0.07609207216451808,-0.16317749700672868,0,1,0,0,0,0,0,0,,1
0|6|0|S0_full_support,0,6,0,S0_full_support,0.06031729201465985,0.19252185664194998,-0.011907205661757736,-0.12558430658518105,1,1,1,0,0,0,0,0,,1
0|6|0|S2_rare_cells,0,6,0,S2_rare_cells,0.40637107499185415,0.3244837720938105,0.010983832037291252,-0.1023596369245583,1,1,1,0,0,0,0,0,,1
0|6|0|S3_nonestimable_cells,0,6,0,S3_nonestimable_cells,0.40637107499185415,0.3244837720938105,0.010983832037291252,-0.1023596369245583,1,1,1,0,0,0,0,0,,1
0|6|1|S0_full_support,0,6,1,S0_full_support,0.08127421499837162,0.11752586359393002,0.00470213678650766,-0.11917577997557816,1,1,1,0,0,0,0,0,,1
0|6|1|S2_rare_cells,0,6,1,S2_rare_cells,0.2438226449951123,0.18277784930190677,0.0404725852188369,-0.06388207971417792,1,1,1,0,0,0,0,0,,1
0|6|1|S3_nonestimable_cells,0,6,1,S3_nonestimable_cells,0.2438226449951123,0.18277784930190677,0.0404725852188369,-0.06388207971417792,1,1,1,0,0,0,0,0,,1
0|7|0|S0_full_support,0,7,0,S0_full_support,-0.08271115455908006,0.18566889151086552,-0.005648503542861394,-0.047816395956033486,0,1,0,1,1,0,0,0,,1
0|7|0|S2_rare_cells,0,7,0,S2_rare_cells,-0.034707276708056484,0.22613735534862212,0.03082799910818912,-0.028527464998694185,0,1,0,1,1,0,1,0,,1
0|7|0|S3_nonestimable_cells,0,7,0,S3_nonestimable_cells,-0.034707276708056484,0.22613735534862212,0.03082799910818912,-0.028527464998694185,0,1,0,1,1,0,1,0,,1
0|7|1|S0_full_support,0,7,1,S0_full_support,0.11076072437239975,0.21264333297426918,-0.027091831168987834,-0.14621060793909857,1,1,1,0,1,0,0,0,,1
0|7|1|S2_rare_cells,0,7,1,S2_rare_cells,-0.7084210381006629,0.10676853317809498,0.0026013697484317255,0.008490907726162789,0,1,0,0,0,0,0,0,,1
0|7|1|S3_nonestimable_cells,0,7,1,S3_nonestimable_cells,-0.7084210381006629,0.10676853317809498,0.0026013697484317255,0.008490907726162789,0,1,0,0,0,0,0,0,,1
0|8|0|S0_full_support,0,8,0,S0_full_support,-0.09531697921376915,0.13477679329854064,0.05831241489478067,-0.14468704550812683,0,1,0,1,1,0,0,0,,1
0|8|0|S2_rare_cells,0,8,0,S2_rare_cells,0.04480998494825747,0.15690432878172555,0.06281886359999644,-0.08494344838685786,1,1,1,1,1,0,1,0,,1
0|8|0|S3_nonestimable_cells,0,8,0,S3_nonestimable_cells,0.04480998494825747,0.15690432878172555,0.06281886359999644,-0.08494344838685786,1,1,1,1,1,0,1,0,,1
0|8|1|S0_full_support,0,8,1,S0_full_support,0.07156181001606993,0.26918554824162466,0.037856897622078556,-0.15941513143113328,1,1,1,1,1,1,1,0,,1
0|8|1|S2_rare_cells,0,8,1,S2_rare_cells,-0.3522868828087279,0.17170191692964976,0.05185906226656123,-0.007494249668282826,0,1,0,1,1,1,0,0,,1
0|8|1|S3_nonestimable_cells,0,8,1,S3_nonestimable_cells,-0.8173650980093599,0.33127853599457724,0.055884974595664105,-0.014732785073229504,0,1,0,1,0,1,0,0,,1
0|9|0|S0_full_support,0,9,0,S0_full_support,0.20108983187840312,0.4618797901438897,0.06800006935021463,-0.0333911024162834,1,1,1,0,0,0,0,0,,1
0|9|0|S2_rare_cells,0,9,0,S2_rare_cells,1.197382743797524,0.5493796621004351,0.055145968538524937,-0.06893712850918143,1,1,1,0,1,0,0,0,,1
0|9|0|S3_nonestimable_cells,0,9,0,S3_nonestimable_cells,1.197382743797524,0.5493796621004351,0.055145968538524937,-0.06893712850918143,1,1,1,0,1,0,0,0,,1
0|9|1|S0_full_support,0,9,1,S0_full_support,1.1755500102276213,0.5172900127550983,0.042284128169436164,-0.0923437902108869,1,1,1,0,1,0,0,0,,1
0|9|1|S2_rare_cells,0,9,1,S2_rare_cells,1.1755500102276213,0.5172900127550983,0.042284128169436164,-0.0923437902108869,1,1,1,0,1,0,0,0,,1
0|9|1|S3_nonestimable_cells,0,9,1,S3_nonestimable_cells,1.1755500102276213,0.5172900127550983,0.042284128169436164,-0.0923437902108869,1,1,1,0,1,0,0,0,,1
1|1|0|S0_full_support,1,1,0,S0_full_support,0.9433632304568982,0.18896009799833657,0.18736334554979428,-0.14131370440605273,1,1,1,1,1,0,0,0,,1
1|1|0|S2_rare_cells,1,1,0,S2_rare_cells,0.9433632304568982,0.18896009799833657,0.18736334554979428,-0.14131370440605273,1,1,1,1,1,0,0,0,,1
1|1|0|S3_nonestimable_cells,1,1,0,S3_nonestimable_cells,0.9433632304568982,0.18896009799833657,0.18736334554979428,-0.14131370440605273,1,1,1,1,1,0,0,0,,1
1|1|1|S0_full_support,1,1,1,S0_full_support,0.7887875434418926,0.21326422219010777,0.05183790397079924,-0.1517397660080253,1,1,1,0,1,0,0,0,,1
1|1|1|S2_rare_cells,1,1,1,S2_rare_cells,0.9668208975746703,0.23645584929355867,0.046194679016178686,-0.051210092305269406,1,1,1,0,1,0,1,0,,1
1|1|1|S3_nonestimable_cells,1,1,1,S3_nonestimable_cells,0.7887875434418926,0.21326422219010777,0.05183790397079924,-0.1517397660080253,1,1,1,0,1,0,0,0,,1
1|2|0|S0_full_support,1,2,0,S0_full_support,0.6412375587995904,0.682899149989569,0.03761759400339049,-0.0867267604430203,1,1,1,0,0,0,1,0,,1
1|2|0|S2_rare_cells,1,2,0,S2_rare_cells,0.4007608643579996,0.5902713455117693,0.017850318027624157,-0.16770354370941343,1,1,1,0,0,0,0,0,,1
1|2|0|S3_nonestimable_cells,1,2,0,S3_nonestimable_cells,0.7601725398810468,0.6083930145174844,0.01488872024472554,-0.04698670666160365,1,1,1,0,0,0,0,0,,1
1|2|1|S0_full_support,1,2,1,S0_full_support,0.5059623416836029,0.42426403951900094,0.03443224786759025,-0.003782576393149051,1,1,1,0,0,0,0,0,,1
1|2|1|S2_rare_cells,1,2,1,S2_rare_cells,0.5059623416836029,0.42426403951900094,0.03443224786759025,-0.003782576393149051,1,1,1,0,0,0,0,0,,1
1|2|1|S3_nonestimable_cells,1,2,1,S3_nonestimable_cells,0.5059623416836029,0.42426403951900094,0.03443224786759025,-0.003782576393149051,1,1,1,0,0,0,0,0,,1
1|3|0|S0_full_support,1,3,0,S0_full_support,-0.031252195088652346,0.17294754236161047,-0.021520749938632622,-0.1448037583050218,0,1,0,1,1,1,1,0,,1
1|3|0|S2_rare_cells,1,3,0,S2_rare_cells,-0.031252195088652346,0.17294754236161047,-0.021520749938632622,-0.1448037583050218,0,1,0,1,1,1,1,0,,1
1|3|0|S3_nonestimable_cells,1,3,0,S3_nonestimable_cells,-0.031252195088652346,0.17294754236161047,-0.021520749938632622,-0.1448037583050218,0,1,0,1,1,1,1,0,,1
