path,size_bytes,over_50mb,passed
oaci/reports/C63_DYNAMIC_ESTIMATOR_NOTES.md,397,0,1
oaci/reports/C63_DYNAMIC_INSTRUMENTATION_GATE.md,332,0,1
oaci/reports/C63_RED_TEAM_VERIFICATION.md,1121,0,1
oaci/reports/C63_TRAJECTORY_DYNAMIC_OBSERVABILITY.json,3505,0,1
oaci/reports/C63_TRAJECTORY_DYNAMIC_OBSERVABILITY.md,2343,0,1
oaci/reports/c63_tables/dynamic_availability_ledger.csv,361,0,1
oaci/reports/c63_tables/dynamic_cod_ladder_summary.csv,2159,0,1
oaci/reports/c63_tables/dynamic_estimator_stress_summary.csv,2782,0,1
oaci/reports/c63_tables/dynamic_instrumentation_gate.json,500,0,1
oaci/reports/c63_tables/dynamic_null_summary.csv,871,0,1
oaci/reports/c63_tables/dynamic_screening_off_summary.csv,751,0,1
oaci/reports/c63_tables/dynamic_source_escape_hatch_audit.csv,796,0,1
oaci/reports/c63_tables/dynamic_source_feature_inventory.csv,826,0,1
oaci/reports/c63_tables/dynamic_support_sensitivity.csv,2549,0,1
oaci/reports/c63_tables/forbidden_claim_scan.csv,876,0,1
oaci/reports/c63_tables/hankel_window_support_summary.csv,627,0,1
oaci/reports/c63_tables/missing_dynamic_fields.csv,571,0,1
oaci/reports/c63_tables/red_team_failure_ledger.csv,976,0,1
oaci/reports/c63_tables/schema_validation_summary.csv,829,0,1
oaci/reports/c63_tables/synthetic_dynamic_cod_ladder.csv,3639,0,1
oaci/reports/c63_tables/synthetic_dynamic_rank_gauge_summary.csv,993,0,1
oaci/reports/c63_tables/test_command_manifest.csv,961,0,1
oaci/reports/c63_tables/trajectory_artifact_inventory.csv,832,0,1
oaci/reports/c63_tables/trajectory_failure_reason_update.csv,522,0,1
oaci/reports/c63_tables/trajectory_fragmentation_dynamic_ledger.csv,671,0,1
oaci/reports/c63_tables/trajectory_sequence_schema.csv,714,0,1
