eps_quantile,min_n,coverage,trajectory_fail_fraction,mean_neighbor_count,dynamic_source_hit_proxy,dynamic_template_hit_proxy,endpoint_remaining_gain,dynamic_source_beats_max_null,dynamic_template_beats_max_null,status
q10,1,0.976376001387905,0.30246913580246915,10.815983175604627,0.5731884869818162,0.7188940084542088,0.2255504359902356,0,0,endpoint_boundary_persists
q10,2,0.8789980301333661,0.32098765432098764,10.815983175604627,0.5723136997321469,0.7171307729028786,0.2273136715415658,0,0,endpoint_boundary_persists
q10,3,0.19528090657697403,0.9444444444444444,10.815983175604627,0.5714495159642916,0.7153889099036855,0.2290555345407589,0,0,endpoint_boundary_persists
q10,5,0.17954663456697584,0.9444444444444444,10.815983175604627,0.5697521969471868,0.7119677658094623,0.23247667863498211,0,0,endpoint_boundary_persists
q20,1,1.0,0.43209876543209874,54.60725552050473,0.5731884869818162,0.7188940084542088,0.2255504359902356,0,0,endpoint_boundary_persists
q20,2,0.9997276688453159,0.43209876543209874,54.60725552050473,0.5723136997321469,0.7171307729028786,0.2273136715415658,0,0,endpoint_boundary_persists
q20,3,0.9220324781574136,0.5,54.60725552050473,0.5714495159642916,0.7153889099036855,0.2290555345407589,0,0,endpoint_boundary_persists
q20,5,0.9038061826403693,0.5308641975308642,54.60725552050473,0.5697521969471868,0.7119677658094623,0.23247667863498211,0,0,endpoint_boundary_persists
q30,1,1.0,0.6111111111111112,120.63617245005257,0.5731884869818162,0.7188940084542088,0.2255504359902356,0,0,endpoint_boundary_persists
q30,2,1.0,0.6111111111111112,120.63617245005257,0.5723136997321469,0.7171307729028786,0.2273136715415658,0,0,endpoint_boundary_persists
q30,3,0.9783736305862892,0.6296296296296297,120.63617245005257,0.5714495159642916,0.7153889099036855,0.2290555345407589,0,0,endpoint_boundary_persists
q30,5,0.9740505186283035,0.6296296296296297,120.63617245005257,0.5697521969471868,0.7119677658094623,0.23247667863498211,0,0,endpoint_boundary_persists
q40,1,1.0,0.5987654320987654,183.93796004206098,0.5731884869818162,0.7188940084542088,0.2255504359902356,0,0,endpoint_boundary_persists
q40,2,1.0,0.5987654320987654,183.93796004206098,0.5723136997321469,0.7171307729028786,0.2273136715415658,0,0,endpoint_boundary_persists
q40,3,0.9911393304728136,0.6111111111111112,183.93796004206098,0.5714495159642916,0.7153889099036855,0.2290555345407589,0,0,endpoint_boundary_persists
q40,5,0.9903386863427639,0.6111111111111112,183.93796004206098,0.5697521969471868,0.7119677658094623,0.23247667863498211,0,0,endpoint_boundary_persists
