tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
released,0,3;4;5;6;7;8;9;10,1,2,0,50,38,source_val_kappa_only,0.7720640048392962,0.5242738899778279,True,False
released,0,3;4;5;6;7;8;9;10,1,2,1,50,42,source_val_kappa_only,0.7551885425196763,0.5373089910588069,True,False
released,0,3;4;5;6;7;8;9;10,1,2,2,50,41,source_val_kappa_only,0.7577652894911553,0.5344689417760949,True,False
released,1,1;4;5;6;7;8;9;10,2,3,0,50,45,source_val_kappa_only,0.7019037622085158,0.7428432295062835,True,False
released,1,1;4;5;6;7;8;9;10,2,3,1,50,49,source_val_kappa_only,0.6801995038246846,0.7007605770528341,True,False
released,1,1;4;5;6;7;8;9;10,2,3,2,50,22,source_val_kappa_only,0.6820160775048664,0.7555900363387905,True,False
released,2,1;2;5;6;7;8;9;10,3,4,0,50,47,source_val_kappa_only,0.7631477728467928,0.47626384951383127,True,False
released,2,1;2;5;6;7;8;9;10,3,4,1,50,26,source_val_kappa_only,0.7782495978122793,0.5096722713781678,True,False
released,2,1;2;5;6;7;8;9;10,3,4,2,50,32,source_val_kappa_only,0.7711159943283,0.5098956740786664,True,False
released,3,1;2;3;6;7;8;9;10,4,5,0,50,45,source_val_kappa_only,0.6604593546290843,0.809032270627538,True,False
released,3,1;2;3;6;7;8;9;10,4,5,1,50,50,source_val_kappa_only,0.658631274828458,0.7802519245173343,True,False
released,3,1;2;3;6;7;8;9;10,4,5,2,50,44,source_val_kappa_only,0.6642213645100014,0.8347416701504049,True,False
released,4,1;2;3;4;7;8;9;10,5,6,0,50,32,source_val_kappa_only,0.7693370030461227,0.5207760751400681,True,False
released,4,1;2;3;4;7;8;9;10,5,6,1,50,49,source_val_kappa_only,0.7801819522989919,0.4923451534236851,True,False
released,4,1;2;3;4;7;8;9;10,5,6,2,50,32,source_val_kappa_only,0.7789989248596345,0.4812680217132675,True,False
released,5,1;2;3;4;5;8;9;10,6,7,0,50,34,source_val_kappa_only,0.6670225791424296,0.6222669642752899,True,False
released,5,1;2;3;4;5;8;9;10,6,7,1,50,45,source_val_kappa_only,0.6668936759979449,0.6706325144022298,True,False
released,5,1;2;3;4;5;8;9;10,6,7,2,50,38,source_val_kappa_only,0.6566570035920993,0.6482221582743145,True,False
released,6,1;2;3;4;5;6;9;10,7,8,0,50,34,source_val_kappa_only,0.769688706322705,0.5062895724344326,True,False
released,6,1;2;3;4;5;6;9;10,7,8,1,50,45,source_val_kappa_only,0.7712861488839203,0.5260088948810768,True,False
released,6,1;2;3;4;5;6;9;10,7,8,2,50,41,source_val_kappa_only,0.781675212043231,0.4695767505704838,True,False
released,7,1;2;3;4;5;6;7;10,8,9,0,50,29,source_val_kappa_only,0.8450457839104127,0.3752342512926534,True,False
released,7,1;2;3;4;5;6;7;10,8,9,1,50,28,source_val_kappa_only,0.845267862588104,0.41248637733778143,True,False
released,7,1;2;3;4;5;6;7;10,8,9,2,50,24,source_val_kappa_only,0.8416634596186844,0.391326587745944,True,False
released,8,1;2;3;4;5;6;7;8,9,10,0,50,37,source_val_kappa_only,0.7068855375409373,0.6180063958628168,True,False
released,8,1;2;3;4;5;6;7;8,9,10,1,50,48,source_val_kappa_only,0.7079823917357863,0.6348472479684332,True,False
released,8,1;2;3;4;5;6;7;8,9,10,2,50,47,source_val_kappa_only,0.7014014657293269,0.6338254715046386,True,False
released,9,2;3;4;5;6;7;8;9,10,1,0,50,40,source_val_kappa_only,0.6772901880200473,0.7487544284812877,True,False
released,9,2;3;4;5;6;7;8;9,10,1,1,50,44,source_val_kappa_only,0.6562837547091935,0.7243279245046821,True,False
released,9,2;3;4;5;6;7;8;9,10,1,2,50,36,source_val_kappa_only,0.6758820840650773,0.7767242559634784,True,False
