tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H1000_s0,0,0.2385446383018736,0.9580838323353293,0.9984502599201353,0.9589465984276363
H1000_s0,1,0.2450802917373368,0.9530791788856305,0.9981772743696145,0.9510766299707549
H1000_s0,2,0.2984646683678503,0.9310344827586207,0.9962829911918344,0.940843192594392
H1000_s0,3,0.3089898893787362,0.9444444444444444,0.9944584505131144,0.9467902566705432
H1000_s0,4,0.30373696613224477,0.9321533923303835,0.9981503745060591,0.9493100728307452
H1000_s0,5,0.22446990649394868,0.9565217391304348,0.9988903521154666,0.9539944369878087
H1000_s0,6,0.18749946394785216,0.9792899408284024,0.9997455347855805,0.9578776615006583
H1000_s0,7,0.21757528824454517,0.9667673716012085,0.9988820247258463,0.9517800318343299
H1000_s0,8,0.19236053816085041,0.9794721407624634,0.9997585366578502,0.959658719599247
H1000_s0,9,0.18489817581197865,0.9765395894428153,0.9998439775327647,0.963687386895929
