tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,0,50,50,source_val_kappa_only,0.7275769577860223,0.5792381784677499,True,False
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,1,50,12,source_val_kappa_only,0.7355077759236268,0.6034193517986965,True,False
H1000_s0,0,3;4;5;6;7;8;9;10,1,2,2,50,33,source_val_kappa_only,0.7275258744185298,0.5565785651455052,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,0,50,32,source_val_kappa_only,0.6122297767057158,0.8254442925648393,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,1,50,45,source_val_kappa_only,0.6038134163622166,0.8062690479482216,True,False
H1000_s0,1,1;4;5;6;7;8;9;10,2,3,2,50,35,source_val_kappa_only,0.6338878228399543,0.7877378642789775,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,0,50,10,source_val_kappa_only,0.4962129856485288,0.9646751055387458,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,1,50,27,source_val_kappa_only,0.46277754341256794,1.0251462953835002,True,False
H1000_s0,2,1;2;5;6;7;8;9;10,3,4,2,50,7,source_val_kappa_only,0.4952936004238577,0.8931228867672658,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,0,50,23,source_val_kappa_only,0.6186172699192507,0.9596821746980466,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,1,50,21,source_val_kappa_only,0.6369234949170195,1.0328521801066228,True,False
H1000_s0,3,1;2;3;6;7;8;9;10,4,5,2,50,23,source_val_kappa_only,0.6336586834071463,1.0052282165078141,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,0,50,50,source_val_kappa_only,0.7440067461751596,0.5317306612869843,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,1,50,35,source_val_kappa_only,0.7174546875469656,0.5647964072602238,True,False
H1000_s0,4,1;2;3;4;7;8;9;10,5,6,2,50,48,source_val_kappa_only,0.7426417101031941,0.5325121453512716,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,0,50,18,source_val_kappa_only,0.5835517419317995,0.7268605373187695,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,1,50,28,source_val_kappa_only,0.6200138609232687,0.6651376722643414,True,False
H1000_s0,5,1;2;3;4;5;8;9;10,6,7,2,50,13,source_val_kappa_only,0.5392380492079303,0.9009372319235242,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,0,50,39,source_val_kappa_only,0.7769729317575296,0.4431304097992348,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,1,50,38,source_val_kappa_only,0.7847162910176751,0.4884191576628928,True,False
H1000_s0,6,1;2;3;4;5;6;9;10,7,8,2,50,23,source_val_kappa_only,0.7813014933614003,0.45566304343047365,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,0,50,23,source_val_kappa_only,0.8385114064259003,0.4053780578455815,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,1,50,39,source_val_kappa_only,0.8434589115718901,0.38315715510267806,True,False
H1000_s0,7,1;2;3;4;5;6;7;10,8,9,2,50,21,source_val_kappa_only,0.8320682572562694,0.429197522850362,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,0,50,20,source_val_kappa_only,0.6996062614040143,0.7178961783178556,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,1,50,17,source_val_kappa_only,0.6786524556449638,0.7341246111389422,True,False
H1000_s0,8,1;2;3;4;5;6;7;8,9,10,2,50,30,source_val_kappa_only,0.6818299163658859,0.6775334421616652,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,0,50,27,source_val_kappa_only,0.6725649588519216,0.728439108166764,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,1,50,48,source_val_kappa_only,0.6722511173257364,0.7315390184956807,True,False
H1000_s0,9,2;3;4;5;6;7;8;9,10,1,2,50,48,source_val_kappa_only,0.6785683603946525,0.762447638673727,True,False
