tag,rotation,source_subjects,val_subject,test_subject,downstream_seed,epochs_run,selected_epoch,selection_metric,selected_val_kappa,selected_val_nll,encoder_frozen,encoder_optimizer_created
H200_s0,0,3;4;5;6;7;8;9;10,1,2,0,50,18,source_val_kappa_only,0.5425720946155226,1.0057725590976578,True,False
H200_s0,0,3;4;5;6;7;8;9;10,1,2,1,50,41,source_val_kappa_only,0.5479661326755287,0.8005152791088466,True,False
H200_s0,0,3;4;5;6;7;8;9;10,1,2,2,50,48,source_val_kappa_only,0.5795996279528006,0.7593294408268743,True,False
H200_s0,1,1;4;5;6;7;8;9;10,2,3,0,50,26,source_val_kappa_only,0.5120294017727539,0.9156190771029937,True,False
H200_s0,1,1;4;5;6;7;8;9;10,2,3,1,50,36,source_val_kappa_only,0.5701524394260793,0.8661522284524794,True,False
H200_s0,1,1;4;5;6;7;8;9;10,2,3,2,50,26,source_val_kappa_only,0.5430175990612114,0.9169463676210632,True,False
H200_s0,2,1;2;5;6;7;8;9;10,3,4,0,50,18,source_val_kappa_only,0.5264843591908508,0.9345373863454497,True,False
H200_s0,2,1;2;5;6;7;8;9;10,3,4,1,50,24,source_val_kappa_only,0.5677178445855706,1.0059088370732805,True,False
H200_s0,2,1;2;5;6;7;8;9;10,3,4,2,50,26,source_val_kappa_only,0.5263674984307768,0.8854242382995312,True,False
H200_s0,3,1;2;3;6;7;8;9;10,4,5,0,50,46,source_val_kappa_only,0.5101207843351623,1.1339981738944767,True,False
H200_s0,3,1;2;3;6;7;8;9;10,4,5,1,50,17,source_val_kappa_only,0.514892518996195,1.0489128712786404,True,False
H200_s0,3,1;2;3;6;7;8;9;10,4,5,2,50,50,source_val_kappa_only,0.5281823573804012,1.1120927267687952,True,False
H200_s0,4,1;2;3;4;7;8;9;10,5,6,0,50,35,source_val_kappa_only,0.5870921181504202,0.8899553848828136,True,False
H200_s0,4,1;2;3;4;7;8;9;10,5,6,1,50,31,source_val_kappa_only,0.6006903148422752,0.8326245457668726,True,False
H200_s0,4,1;2;3;4;7;8;9;10,5,6,2,50,31,source_val_kappa_only,0.5816222558433939,0.8718645696879413,True,False
H200_s0,5,1;2;3;4;5;8;9;10,6,7,0,50,19,source_val_kappa_only,0.47730961159429675,0.9764008364784094,True,False
H200_s0,5,1;2;3;4;5;8;9;10,6,7,1,50,29,source_val_kappa_only,0.4633964945228217,0.954564583814029,True,False
H200_s0,5,1;2;3;4;5;8;9;10,6,7,2,50,34,source_val_kappa_only,0.4712640898851047,0.9251264050414427,True,False
H200_s0,6,1;2;3;4;5;6;9;10,7,8,0,50,50,source_val_kappa_only,0.6455354873725517,0.7814108923522317,True,False
H200_s0,6,1;2;3;4;5;6;9;10,7,8,1,50,36,source_val_kappa_only,0.6143096346191801,0.8194177737039806,True,False
H200_s0,6,1;2;3;4;5;6;9;10,7,8,2,50,44,source_val_kappa_only,0.6414213039461871,0.7522496939848405,True,False
H200_s0,7,1;2;3;4;5;6;7;10,8,9,0,50,23,source_val_kappa_only,0.6684935015230018,0.707683315578866,True,False
H200_s0,7,1;2;3;4;5;6;7;10,8,9,1,50,25,source_val_kappa_only,0.6727465848923273,0.6906619563192405,True,False
H200_s0,7,1;2;3;4;5;6;7;10,8,9,2,50,10,source_val_kappa_only,0.6910148523542561,0.7261045868497532,True,False
H200_s0,8,1;2;3;4;5;6;7;8,9,10,0,50,39,source_val_kappa_only,0.4574898916961644,0.9916544069049554,True,False
H200_s0,8,1;2;3;4;5;6;7;8,9,10,1,50,11,source_val_kappa_only,0.43882373473552516,1.0449215340086853,True,False
H200_s0,8,1;2;3;4;5;6;7;8,9,10,2,50,29,source_val_kappa_only,0.4182008909898486,1.0475035687757082,True,False
H200_s0,9,2;3;4;5;6;7;8;9,10,1,0,50,47,source_val_kappa_only,0.46874392452319114,1.0834716397388278,True,False
H200_s0,9,2;3;4;5;6;7;8;9,10,1,1,50,47,source_val_kappa_only,0.4633852785073854,1.229518822952853,True,False
H200_s0,9,2;3;4;5;6;7;8;9,10,1,2,50,48,source_val_kappa_only,0.49919731820252344,1.0092640923780178,True,False
